condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
incongruent_pointer_middle,6,0,2,100,71.74,42.78,0.08,0.67,100,6922,Correct
incongruent_pointer_middle,6,1,1,106,42.8,28.82,0.05,0.45,106,2816,Correct
incongruent_pointer_middle,6,2,2,107,56.29,70.31,0.06,1.1,100,1955,Incorrect
incongruent_pointer_middle,6,3,1,106,59.82,32.84,0.07,0.52,106,2960,Correct
incongruent_pointer_middle,6,4,1,102,47.02,63.75,0.05,1.0,106,1263,Incorrect
incongruent_pointer_middle,6,5,2,107,61.12,70.1,0.07,1.1,100,1627,Incorrect
incongruent_pointer_middle,6,6,2,100,59.44,31.91,0.07,0.5,107,612,Incorrect
incongruent_pointer_middle,6,7,2,100,53.25,33.7,0.06,0.53,100,1275,Correct
incongruent_pointer_middle,6,8,1,106,66.85,53.42,0.07,0.84,102,1432,Incorrect
incongruent_pointer_middle,6,9,1,102,49.14,64.32,0.05,1.01,102,2158,Correct
incongruent_pointer_middle,6,10,1,102,16.59,37.82,0.02,0.59,106,1385,Incorrect
incongruent_pointer_middle,6,11,1,102,65.74,80.66,0.07,1.27,106,2063,Incorrect
incongruent_pointer_middle,6,12,1,102,44.73,70.67,0.05,1.11,102,678,Correct
incongruent_pointer_middle,6,13,1,106,56.58,34.07,0.06,0.54,102,1479,Incorrect
incongruent_pointer_middle,6,14,2,100,36.36,20.06,0.04,0.32,100,1860,Correct
incongruent_pointer_middle,6,15,1,102,27.36,53.54,0.03,0.84,102,1610,Correct
incongruent_pointer_middle,6,16,1,102,26.06,44.9,0.03,0.71,102,976,Correct
incongruent_pointer_middle,6,17,1,106,49.06,41.44,0.05,0.65,106,1575,Correct
incongruent_pointer_middle,6,18,1,106,37.16,13.09,0.04,0.21,102,2024,Incorrect
incongruent_pointer_middle,6,19,2,100,39.6,21.39,0.04,0.34,100,1291,Correct
incongruent_pointer_middle,6,20,2,107,55.33,71.77,0.06,1.13,107,876,Correct
incongruent_pointer_middle,6,21,2,100,71.4,47.26,0.08,0.74,107,1574,Incorrect
incongruent_pointer_middle,6,22,1,106,75.38,50.61,0.08,0.79,106,1119,Correct
incongruent_pointer_middle,6,23,1,106,55.37,26.1,0.06,0.41,106,1134,Correct
incongruent_pointer_middle,6,24,1,102,49.57,64.22,0.06,1.01,102,2199,Correct
incongruent_pointer_middle,6,25,1,106,69.27,54.06,0.08,0.85,106,857,Correct
incongruent_pointer_middle,6,26,2,100,82.73,52.64,0.09,0.83,107,749,Incorrect
incongruent_pointer_middle,6,27,2,107,54.6,65.49,0.06,1.03,100,1581,Incorrect
incongruent_pointer_middle,6,28,2,107,12.74,31.28,0.01,0.49,100,2191,Incorrect
incongruent_pointer_middle,6,29,1,102,44.14,51.25,0.05,0.81,102,966,Correct
incongruent_pointer_middle,6,30,2,100,49.89,32.75,0.06,0.51,100,1399,Correct
incongruent_pointer_middle,6,31,1,102,46.55,57.17,0.05,0.9,106,2620,Incorrect
incongruent_pointer_middle,6,32,1,106,45.99,32.49,0.05,0.51,102,1334,Incorrect
incongruent_pointer_middle,6,33,1,102,37.15,69.03,0.04,1.08,102,2063,Correct
incongruent_pointer_middle,6,34,2,107,38.22,45.85,0.04,0.72,100,1925,Incorrect
incongruent_pointer_middle,6,35,2,107,12.43,39.05,0.01,0.61,107,984,Correct
incongruent_pointer_middle,6,36,2,107,23.93,40.14,0.03,0.63,107,1577,Correct
