condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
incongruent_pinky_thumb,4,0,1,99,49.8,60.41,0.06,0.95,99,7236,Correct
incongruent_pinky_thumb,4,1,1,109,77.55,57.02,0.09,0.9,109,1364,Correct
incongruent_pinky_thumb,4,2,1,109,53.19,29.21,0.06,0.46,99,1532,Incorrect
incongruent_pinky_thumb,4,3,1,109,69.95,48.59,0.08,0.76,109,2572,Correct
incongruent_pinky_thumb,4,4,1,109,72.49,48.39,0.08,0.76,109,879,Correct
incongruent_pinky_thumb,4,5,1,99,49.88,68.71,0.06,1.08,109,2683,Incorrect
incongruent_pinky_thumb,4,6,2,112,46.24,60.96,0.05,0.96,112,1024,Correct
incongruent_pinky_thumb,4,7,2,113,51.37,37.85,0.06,0.59,112,1266,Incorrect
incongruent_pinky_thumb,4,8,1,99,29.77,57.09,0.03,0.9,99,4727,Correct
incongruent_pinky_thumb,4,9,1,99,30.29,44.23,0.03,0.69,99,808,Correct
incongruent_pinky_thumb,4,10,1,109,39.77,15.12,0.04,0.24,99,3359,Incorrect
incongruent_pinky_thumb,4,11,2,112,48.26,78.21,0.05,1.23,112,1725,Correct
incongruent_pinky_thumb,4,12,1,99,25.28,39.78,0.03,0.62,99,728,Correct
incongruent_pinky_thumb,4,13,2,112,57.86,69.18,0.06,1.09,112,764,Correct
incongruent_pinky_thumb,4,14,2,112,32.0,43.37,0.04,0.68,113,767,Incorrect
incongruent_pinky_thumb,4,15,1,109,48.18,24.81,0.05,0.39,109,1513,Correct
incongruent_pinky_thumb,4,16,1,109,57.31,48.47,0.06,0.76,99,3196,Incorrect
incongruent_pinky_thumb,4,17,2,112,46.4,68.8,0.05,1.08,112,1247,Correct
incongruent_pinky_thumb,4,18,1,109,79.44,58.68,0.09,0.92,109,1694,Correct
incongruent_pinky_thumb,4,19,1,109,55.86,37.62,0.06,0.59,109,1403,Correct
incongruent_pinky_thumb,4,20,2,112,32.0,63.93,0.04,1.0,113,601,Incorrect
incongruent_pinky_thumb,4,21,2,112,19.0,34.17,0.02,0.54,113,2004,Incorrect
incongruent_pinky_thumb,4,22,2,113,81.59,55.6,0.09,0.87,113,1475,Correct
incongruent_pinky_thumb,4,23,1,99,51.07,57.85,0.06,0.91,99,4933,Correct
incongruent_pinky_thumb,4,24,2,113,57.49,44.79,0.06,0.7,112,949,Incorrect
incongruent_pinky_thumb,4,25,1,109,62.7,49.66,0.07,0.78,99,1533,Incorrect
incongruent_pinky_thumb,4,26,1,109,44.95,27.08,0.05,0.43,109,2381,Correct
incongruent_pinky_thumb,4,27,2,112,46.27,71.86,0.05,1.13,112,1066,Correct
incongruent_pinky_thumb,4,28,1,109,79.26,53.15,0.09,0.83,99,559,Incorrect
incongruent_pinky_thumb,4,29,2,112,49.82,57.22,0.06,0.9,112,768,Correct
incongruent_pinky_thumb,4,30,1,99,66.14,88.56,0.07,1.39,99,4152,Correct
incongruent_pinky_thumb,4,31,1,109,78.05,61.86,0.09,0.97,99,1089,Incorrect
incongruent_pinky_thumb,4,32,2,113,39.51,27.7,0.04,0.44,112,1487,Incorrect
incongruent_pinky_thumb,4,33,2,113,88.62,65.71,0.1,1.03,112,1397,Incorrect
incongruent_pinky_thumb,4,34,2,113,52.44,40.67,0.06,0.64,112,3763,Incorrect
incongruent_pinky_thumb,4,35,1,109,31.91,17.23,0.04,0.27,99,1181,Incorrect
incongruent_pinky_thumb,4,36,1,99,50.98,76.56,0.06,1.2,109,2111,Incorrect
incongruent_pinky_thumb,4,37,2,112,61.67,72.55,0.07,1.14,113,1046,Incorrect
incongruent_pinky_thumb,4,38,1,99,25.95,38.46,0.03,0.6,109,640,Incorrect
incongruent_pinky_thumb,4,39,2,113,37.64,25.93,0.04,0.41,113,1632,Correct
incongruent_pinky_thumb,4,40,1,99,45.36,55.94,0.05,0.88,99,2209,Correct
incongruent_pinky_thumb,4,41,1,109,61.24,49.56,0.07,0.78,99,1669,Incorrect
incongruent_pinky_thumb,4,42,2,113,86.84,62.23,0.1,0.98,113,2040,Correct
incongruent_pinky_thumb,4,43,2,113,40.11,15.28,0.04,0.24,113,1396,Correct
incongruent_pinky_thumb,4,44,1,109,56.45,26.62,0.06,0.42,109,1689,Correct
incongruent_pinky_thumb,4,45,1,99,29.41,47.4,0.03,0.74,99,3368,Correct
incongruent_pinky_thumb,4,46,2,112,29.03,53.95,0.03,0.85,112,3525,Correct
incongruent_pinky_thumb,4,47,1,99,46.98,67.46,0.05,1.06,109,2310,Incorrect
incongruent_pinky_thumb,4,48,2,113,50.76,33.7,0.06,0.53,112,1693,Incorrect
incongruent_pinky_thumb,4,49,1,109,39.05,29.25,0.04,0.46,109,3941,Correct
incongruent_pinky_thumb,4,50,2,113,41.34,15.35,0.05,0.24,113,1718,Correct
incongruent_pinky_thumb,4,51,2,112,49.92,75.68,0.06,1.19,113,1142,Incorrect
incongruent_pinky_thumb,4,52,2,113,54.6,28.28,0.06,0.44,113,2639,Correct
incongruent_pinky_thumb,4,53,1,109,35.32,18.59,0.04,0.29,109,821,Correct
incongruent_pinky_thumb,4,54,2,113,80.02,67.43,0.09,1.06,113,3672,Correct
incongruent_pinky_thumb,4,55,1,99,41.57,71.96,0.05,1.13,109,698,Incorrect
incongruent_pinky_thumb,4,56,1,99,48.97,73.98,0.05,1.16,99,3423,Correct
incongruent_pinky_thumb,4,57,2,112,20.49,42.26,0.02,0.66,113,5587,Incorrect
incongruent_pinky_thumb,4,58,1,99,45.78,61.62,0.05,0.97,109,1352,Incorrect
incongruent_pinky_thumb,4,59,1,109,85.12,60.51,0.1,0.95,109,1479,Correct
incongruent_pinky_thumb,4,60,2,112,30.36,52.32,0.03,0.82,113,2429,Incorrect
incongruent_pinky_thumb,4,61,2,112,44.96,76.02,0.05,1.19,112,3632,Correct
incongruent_pinky_thumb,4,62,1,99,40.0,51.98,0.04,0.82,109,6722,Incorrect
incongruent_pinky_thumb,4,63,2,112,39.58,67.57,0.04,1.06,113,1362,Incorrect
incongruent_pinky_thumb,4,64,2,113,65.78,39.1,0.07,0.61,112,1332,Incorrect
incongruent_pinky_thumb,4,65,1,109,79.06,63.5,0.09,1.0,99,1977,Incorrect
incongruent_pinky_thumb,4,66,1,109,39.42,12.79,0.04,0.2,109,1049,Correct
incongruent_pinky_thumb,4,67,1,109,52.18,27.57,0.06,0.43,109,886,Correct
incongruent_pinky_thumb,4,68,2,112,31.85,60.12,0.04,0.94,112,1516,Correct
incongruent_pinky_thumb,4,69,1,99,30.04,43.26,0.03,0.68,109,2336,Incorrect
incongruent_pinky_thumb,4,70,2,113,59.77,27.1,0.07,0.43,112,1696,Incorrect
incongruent_pinky_thumb,4,71,2,113,49.16,32.26,0.06,0.51,113,2565,Correct
incongruent_pinky_thumb,4,72,1,109,82.94,60.71,0.09,0.95,109,5133,Correct
incongruent_pinky_thumb,4,73,2,112,21.09,42.79,0.02,0.67,112,2335,Correct
incongruent_pinky_thumb,4,74,1,109,72.81,55.88,0.08,0.88,99,1746,Incorrect
incongruent_pinky_thumb,4,75,2,112,39.19,65.73,0.04,1.03,112,1633,Correct
