condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
incongruent_pinky_thumb,1000,0,1,109,39.04,20.6,0.04,0.32,109,1190,Correct
incongruent_pinky_thumb,1000,1,2,112,60.86,81.45,0.07,1.28,113,1365,Incorrect
incongruent_pinky_thumb,1000,2,2,113,47.27,29.8,0.05,0.47,113,1854,Correct
incongruent_pinky_thumb,1000,3,1,109,35.84,16.57,0.04,0.26,109,784,Correct
incongruent_pinky_thumb,1000,4,2,113,63.87,43.33,0.07,0.68,113,3604,Correct
incongruent_pinky_thumb,1000,5,2,112,49.03,57.84,0.05,0.91,113,951,Incorrect
incongruent_pinky_thumb,1000,6,2,113,70.43,51.4,0.08,0.81,112,803,Incorrect
incongruent_pinky_thumb,1000,7,1,99,64.06,76.88,0.07,1.21,99,1727,Correct
incongruent_pinky_thumb,1000,8,1,109,72.55,53.01,0.08,0.83,109,1390,Correct
incongruent_pinky_thumb,1000,9,2,112,31.2,58.73,0.03,0.92,112,1188,Correct
incongruent_pinky_thumb,1000,10,2,112,37.42,67.75,0.04,1.06,112,1308,Correct
incongruent_pinky_thumb,1000,11,1,99,19.58,36.36,0.02,0.57,109,794,Incorrect
incongruent_pinky_thumb,1000,12,1,99,35.58,54.55,0.04,0.86,109,6022,Incorrect
incongruent_pinky_thumb,1000,13,1,99,46.84,54.48,0.05,0.86,99,1333,Correct
incongruent_pinky_thumb,1000,14,1,99,66.53,86.15,0.07,1.35,99,1273,Correct
incongruent_pinky_thumb,1000,15,1,109,57.68,35.0,0.06,0.55,109,1056,Correct
incongruent_pinky_thumb,1000,16,2,112,39.98,62.13,0.04,0.98,113,2632,Incorrect
incongruent_pinky_thumb,1000,17,1,109,62.61,41.71,0.07,0.66,109,1110,Correct
incongruent_pinky_thumb,1000,18,2,113,47.92,26.78,0.05,0.42,112,827,Incorrect
incongruent_pinky_thumb,1000,19,2,112,38.45,65.9,0.04,1.04,113,2514,Incorrect
incongruent_pinky_thumb,1000,20,2,113,44.9,22.56,0.05,0.35,112,920,Incorrect
incongruent_pinky_thumb,1000,21,2,112,22.77,34.61,0.03,0.54,113,1687,Incorrect
incongruent_pinky_thumb,1000,22,1,99,56.17,65.84,0.06,1.03,99,1108,Correct
incongruent_pinky_thumb,1000,23,2,113,57.98,31.14,0.06,0.49,112,1249,Incorrect
incongruent_pinky_thumb,1000,24,2,113,30.77,15.65,0.03,0.25,113,1444,Correct
incongruent_pinky_thumb,1000,25,1,109,85.63,65.39,0.1,1.03,99,997,Incorrect
incongruent_pinky_thumb,1000,26,1,109,44.47,20.47,0.05,0.32,109,816,Correct
incongruent_pinky_thumb,1000,27,1,109,50.74,25.68,0.06,0.4,109,755,Correct
incongruent_pinky_thumb,1000,28,2,112,51.61,74.41,0.06,1.17,113,1756,Incorrect
incongruent_pinky_thumb,1000,29,2,112,47.44,64.29,0.05,1.01,112,1700,Correct
incongruent_pinky_thumb,1000,30,1,99,23.08,53.98,0.03,0.85,109,1963,Incorrect
incongruent_pinky_thumb,1000,31,2,113,69.04,53.87,0.08,0.85,112,1843,Incorrect
incongruent_pinky_thumb,1000,32,1,109,69.7,42.88,0.08,0.67,109,1926,Correct
incongruent_pinky_thumb,1000,33,2,113,65.2,53.56,0.07,0.84,113,7842,Correct
incongruent_pinky_thumb,1000,34,1,99,49.29,72.74,0.06,1.14,99,965,Correct
incongruent_pinky_thumb,1000,35,2,112,32.77,57.11,0.04,0.9,112,1547,Correct
incongruent_pinky_thumb,1000,36,1,109,63.62,46.1,0.07,0.72,109,940,Correct
incongruent_pinky_thumb,1000,37,2,113,59.29,36.83,0.07,0.58,112,1019,Incorrect
incongruent_pinky_thumb,1000,38,1,99,16.14,39.88,0.02,0.63,109,920,Incorrect
incongruent_pinky_thumb,1000,39,2,112,35.91,49.85,0.04,0.78,112,2395,Correct
incongruent_pinky_thumb,1000,40,1,109,73.24,59.55,0.08,0.94,99,1274,Incorrect
incongruent_pinky_thumb,1000,41,1,99,32.0,51.38,0.04,0.81,109,1772,Incorrect
incongruent_pinky_thumb,1000,42,2,113,86.75,64.1,0.1,1.01,112,3209,Incorrect
incongruent_pinky_thumb,1000,43,1,109,78.51,54.3,0.09,0.85,99,3300,Incorrect
incongruent_pinky_thumb,1000,44,2,112,19.33,40.21,0.02,0.63,113,1915,Incorrect
incongruent_pinky_thumb,1000,45,1,109,68.35,57.99,0.08,0.91,109,1032,Correct
incongruent_pinky_thumb,1000,46,2,112,34.75,59.43,0.04,0.93,113,2940,Incorrect
incongruent_pinky_thumb,1000,47,1,99,35.05,56.35,0.04,0.89,109,1318,Incorrect
incongruent_pinky_thumb,1000,48,2,113,74.8,61.14,0.08,0.96,112,2155,Incorrect
incongruent_pinky_thumb,1000,49,1,99,53.33,63.7,0.06,1.0,109,1511,Incorrect
incongruent_pinky_thumb,1000,50,1,109,84.0,63.24,0.09,0.99,99,1497,Incorrect
incongruent_pinky_thumb,1000,51,1,99,10.43,33.72,0.01,0.53,109,514,Incorrect
incongruent_pinky_thumb,1000,52,1,99,56.38,79.55,0.06,1.25,99,805,Correct
incongruent_pinky_thumb,1000,53,2,113,43.07,25.93,0.05,0.41,112,1164,Incorrect
incongruent_pinky_thumb,1000,54,2,113,78.15,58.44,0.09,0.92,113,1127,Correct
incongruent_pinky_thumb,1000,55,1,99,41.43,60.38,0.05,0.95,99,1859,Correct
incongruent_pinky_thumb,1000,56,2,112,51.81,79.24,0.06,1.24,112,1870,Correct
incongruent_pinky_thumb,1000,57,1,109,65.26,37.1,0.07,0.58,109,1459,Correct
incongruent_pinky_thumb,1000,58,2,112,61.1,82.33,0.07,1.29,112,807,Correct
incongruent_pinky_thumb,1000,59,2,112,39.84,71.5,0.04,1.12,112,2078,Correct
incongruent_pinky_thumb,1000,60,2,112,63.71,80.88,0.07,1.27,112,733,Correct
incongruent_pinky_thumb,1000,61,1,109,50.75,31.4,0.06,0.49,109,1542,Correct
incongruent_pinky_thumb,1000,62,2,113,58.48,46.28,0.07,0.73,112,787,Incorrect
incongruent_pinky_thumb,1000,63,2,113,54.02,47.27,0.06,0.74,113,1069,Correct
incongruent_pinky_thumb,1000,64,1,99,62.44,71.68,0.07,1.13,99,1498,Correct
incongruent_pinky_thumb,1000,65,2,113,43.88,25.57,0.05,0.4,113,5948,Correct
incongruent_pinky_thumb,1000,66,2,113,64.58,55.84,0.07,0.88,112,1917,Incorrect
incongruent_pinky_thumb,1000,67,2,112,36.58,52.66,0.04,0.83,113,1319,Incorrect
incongruent_pinky_thumb,1000,68,2,113,46.73,31.44,0.05,0.49,112,2972,Incorrect
incongruent_pinky_thumb,1000,69,1,109,39.98,24.96,0.04,0.39,109,1406,Correct
incongruent_pinky_thumb,1000,70,2,113,59.16,38.35,0.07,0.6,113,4156,Correct
incongruent_pinky_thumb,1000,71,2,113,77.46,62.4,0.09,0.98,112,2558,Incorrect
incongruent_pinky_thumb,1000,72,1,109,54.29,34.73,0.06,0.55,109,1433,Correct
incongruent_pinky_thumb,1000,73,2,113,61.4,31.18,0.07,0.49,112,652,Incorrect
incongruent_pinky_thumb,1000,74,2,113,34.24,13.02,0.04,0.2,113,593,Correct
incongruent_pinky_thumb,1000,75,1,99,52.68,63.37,0.06,1.0,99,1988,Correct
incongruent_pinky_thumb,1000,76,2,112,35.77,47.99,0.04,0.75,113,2311,Incorrect
incongruent_pinky_thumb,1000,77,2,113,41.92,20.45,0.05,0.32,112,732,Incorrect
incongruent_pinky_thumb,1000,78,2,112,17.7,42.27,0.02,0.66,112,3340,Correct
incongruent_pinky_thumb,1000,79,2,112,23.83,50.92,0.03,0.8,112,1916,Correct
incongruent_pinky_thumb,1000,80,2,112,18.19,33.31,0.02,0.52,113,1700,Incorrect
incongruent_pinky_thumb,1000,81,2,112,21.62,37.69,0.02,0.59,112,1668,Correct
incongruent_pinky_thumb,1000,82,1,99,32.82,56.57,0.04,0.89,99,1036,Correct
incongruent_pinky_thumb,1000,83,1,99,32.91,54.36,0.04,0.85,99,1023,Correct
incongruent_pinky_thumb,1000,84,1,99,18.04,47.06,0.02,0.74,99,4459,Correct
incongruent_pinky_thumb,1000,85,2,112,26.34,39.81,0.03,0.63,113,3018,Incorrect
