condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
congruent_pinky_thumb,3,0,1,99,48.15,61.91,0.05,0.97,99,2408,Correct
congruent_pinky_thumb,3,1,2,112,84.83,66.1,0.09,1.04,112,3027,Correct
congruent_pinky_thumb,3,2,1,109,81.43,51.12,0.09,0.8,109,2052,Correct
congruent_pinky_thumb,3,3,1,109,40.94,23.12,0.05,0.36,99,1124,Incorrect
congruent_pinky_thumb,3,4,2,113,34.97,49.14,0.04,0.77,113,1426,Correct
congruent_pinky_thumb,3,5,2,112,38.79,16.14,0.04,0.25,113,701,Incorrect
congruent_pinky_thumb,3,6,1,109,45.24,33.78,0.05,0.53,99,1342,Incorrect
congruent_pinky_thumb,3,7,2,113,20.37,43.97,0.02,0.69,112,1387,Incorrect
congruent_pinky_thumb,3,8,1,109,78.05,45.87,0.09,0.72,109,1405,Correct
congruent_pinky_thumb,3,9,2,113,32.44,48.88,0.04,0.77,113,1220,Correct
congruent_pinky_thumb,3,10,2,113,59.06,86.14,0.07,1.35,112,819,Incorrect
congruent_pinky_thumb,3,11,1,99,12.56,34.35,0.01,0.54,109,1022,Incorrect
congruent_pinky_thumb,3,12,1,109,34.31,20.67,0.04,0.32,99,916,Incorrect
congruent_pinky_thumb,3,13,2,112,37.32,16.76,0.04,0.26,113,1432,Incorrect
congruent_pinky_thumb,3,14,2,112,74.31,43.77,0.08,0.69,112,1177,Correct
congruent_pinky_thumb,3,15,2,113,36.73,49.21,0.04,0.77,112,549,Incorrect
congruent_pinky_thumb,3,16,2,112,68.97,38.56,0.08,0.61,112,691,Correct
congruent_pinky_thumb,3,17,2,113,47.75,61.32,0.05,0.96,112,1111,Incorrect
congruent_pinky_thumb,3,18,1,99,35.42,49.11,0.04,0.77,99,886,Correct
congruent_pinky_thumb,3,19,1,109,37.33,22.59,0.04,0.35,109,1051,Correct
congruent_pinky_thumb,3,20,1,109,76.69,59.22,0.09,0.93,99,1452,Incorrect
congruent_pinky_thumb,3,21,1,99,46.28,52.96,0.05,0.83,109,985,Incorrect
congruent_pinky_thumb,3,22,2,113,22.23,48.63,0.02,0.76,112,3314,Incorrect
congruent_pinky_thumb,3,23,1,109,78.91,59.56,0.09,0.94,109,826,Correct
congruent_pinky_thumb,3,24,1,99,46.45,58.13,0.05,0.91,99,895,Correct
congruent_pinky_thumb,3,25,2,113,47.71,77.52,0.05,1.22,113,877,Correct
congruent_pinky_thumb,3,26,2,113,47.16,68.98,0.05,1.08,113,680,Correct
congruent_pinky_thumb,3,27,2,113,27.47,54.48,0.03,0.86,112,599,Incorrect
congruent_pinky_thumb,3,28,1,99,61.58,70.55,0.07,1.11,99,1880,Correct
congruent_pinky_thumb,3,29,1,99,49.47,79.02,0.06,1.24,99,702,Correct
congruent_pinky_thumb,3,30,2,112,76.0,61.74,0.09,0.97,112,2942,Correct
congruent_pinky_thumb,3,31,2,113,37.65,57.56,0.04,0.9,113,828,Correct
congruent_pinky_thumb,3,32,1,109,66.87,49.47,0.07,0.78,99,916,Incorrect
congruent_pinky_thumb,3,33,1,99,54.96,72.67,0.06,1.14,99,1019,Correct
congruent_pinky_thumb,3,34,2,113,46.77,78.81,0.05,1.24,113,1280,Correct
congruent_pinky_thumb,3,35,1,99,53.26,77.45,0.06,1.22,99,738,Correct
congruent_pinky_thumb,3,36,2,112,49.33,26.81,0.06,0.42,112,628,Correct
congruent_pinky_thumb,3,37,1,109,47.73,35.13,0.05,0.55,109,522,Correct
congruent_pinky_thumb,3,38,1,99,60.33,76.32,0.07,1.2,99,973,Correct
congruent_pinky_thumb,3,39,2,113,30.31,44.08,0.03,0.69,112,643,Incorrect
congruent_pinky_thumb,3,40,2,113,50.55,74.49,0.06,1.17,113,1012,Correct
congruent_pinky_thumb,3,41,2,112,80.0,66.32,0.09,1.04,113,1676,Incorrect
congruent_pinky_thumb,3,42,2,113,43.27,58.41,0.05,0.92,112,2879,Incorrect
congruent_pinky_thumb,3,43,2,112,60.28,45.9,0.07,0.72,113,779,Incorrect
congruent_pinky_thumb,3,44,1,99,16.05,40.61,0.02,0.64,109,1045,Incorrect
congruent_pinky_thumb,3,45,1,109,68.44,42.2,0.08,0.66,99,1466,Incorrect
congruent_pinky_thumb,3,46,2,112,47.44,35.1,0.05,0.55,112,3031,Correct
congruent_pinky_thumb,3,47,2,112,63.54,53.82,0.07,0.85,112,1252,Correct
congruent_pinky_thumb,3,48,1,99,56.62,66.62,0.06,1.05,99,1100,Correct
congruent_pinky_thumb,3,49,2,112,68.14,41.86,0.08,0.66,112,1100,Correct
congruent_pinky_thumb,3,50,2,113,10.03,32.63,0.01,0.51,112,1980,Incorrect
congruent_pinky_thumb,3,51,2,112,47.62,39.83,0.05,0.63,113,649,Incorrect
congruent_pinky_thumb,3,52,1,99,38.96,63.78,0.04,1.0,99,1029,Correct
congruent_pinky_thumb,3,53,1,109,59.99,36.11,0.07,0.57,109,655,Correct
congruent_pinky_thumb,3,54,1,99,46.7,69.47,0.05,1.09,99,737,Correct
congruent_pinky_thumb,3,55,2,113,25.18,54.71,0.03,0.86,112,1013,Incorrect
congruent_pinky_thumb,3,56,2,112,59.03,36.64,0.07,0.58,113,2830,Incorrect
congruent_pinky_thumb,3,57,1,99,26.9,37.68,0.03,0.59,109,1098,Incorrect
congruent_pinky_thumb,3,58,1,109,84.38,67.62,0.09,1.06,99,3339,Incorrect
congruent_pinky_thumb,3,59,1,109,73.83,62.83,0.08,0.99,106,1541,Correct
congruent_pinky_thumb,3,60,2,113,38.59,54.42,0.04,0.85,113,1061,Correct
congruent_pinky_thumb,3,61,2,112,75.72,54.41,0.08,0.85,112,886,Correct
congruent_pinky_thumb,3,62,2,112,61.67,40.76,0.07,0.64,112,791,Correct
congruent_pinky_thumb,3,63,2,112,75.21,53.14,0.08,0.83,112,1058,Correct
congruent_pinky_thumb,3,64,2,112,55.87,32.12,0.06,0.5,112,648,Correct
congruent_pinky_thumb,3,65,1,109,51.12,34.0,0.06,0.53,109,797,Correct
congruent_pinky_thumb,3,66,2,112,71.26,53.38,0.08,0.84,112,623,Correct
congruent_pinky_thumb,3,67,1,99,53.96,80.9,0.06,1.27,99,1215,Correct
congruent_pinky_thumb,3,68,2,112,41.81,18.49,0.05,0.29,113,1232,Incorrect
congruent_pinky_thumb,3,69,2,112,75.82,53.25,0.08,0.84,112,562,Correct
congruent_pinky_thumb,3,70,2,113,25.85,57.5,0.03,0.9,113,806,Correct
congruent_pinky_thumb,3,71,1,99,36.04,54.69,0.04,0.86,109,1113,Incorrect
congruent_pinky_thumb,3,72,1,99,33.93,48.27,0.04,0.76,99,792,Correct
congruent_pinky_thumb,3,73,2,112,55.25,47.44,0.06,0.75,112,825,Correct
congruent_pinky_thumb,3,74,1,99,40.67,56.08,0.05,0.88,99,1905,Correct
congruent_pinky_thumb,3,75,1,99,46.89,61.65,0.05,0.97,99,727,Correct
congruent_pinky_thumb,3,76,1,99,63.04,82.7,0.07,1.3,99,842,Correct
congruent_pinky_thumb,3,77,2,112,54.19,28.15,0.06,0.44,112,835,Correct
congruent_pinky_thumb,3,78,2,113,45.21,70.71,0.05,1.11,112,1182,Incorrect
congruent_pinky_thumb,3,79,1,99,40.44,65.99,0.05,1.04,99,1132,Correct
congruent_pinky_thumb,3,80,1,99,46.56,66.8,0.05,1.05,99,724,Correct
congruent_pinky_thumb,3,81,2,112,64.01,32.16,0.07,0.51,112,843,Correct
congruent_pinky_thumb,3,82,2,113,29.37,43.47,0.03,0.68,113,1067,Correct
congruent_pinky_thumb,3,83,2,113,52.38,61.04,0.06,0.96,112,717,Incorrect
