condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
congruent_pointer_middle,1,0,2,107,70.95,37.78,0.08,0.59,100,4074,Correct
congruent_pointer_middle,1,1,2,107,82.14,63.54,0.09,1.0,107,2362,Incorrect
congruent_pointer_middle,1,2,2,107,38.15,15.14,0.04,0.24,100,1129,Incorrect
congruent_pointer_middle,1,3,1,106,64.98,41.75,0.07,0.66,106,6707,Correct
congruent_pointer_middle,1,4,1,106,67.36,35.38,0.08,0.56,102,2289,Correct
congruent_pointer_middle,1,5,2,107,82.67,55.06,0.09,0.86,107,884,Incorrect
congruent_pointer_middle,1,6,1,102,33.1,66.2,0.04,1.04,106,1781,Correct
congruent_pointer_middle,1,7,1,106,52.64,40.89,0.06,0.64,106,956,Incorrect
congruent_pointer_middle,1,8,1,106,85.09,60.24,0.1,0.95,106,2379,Correct
congruent_pointer_middle,1,9,2,107,41.79,23.67,0.05,0.37,107,1355,Incorrect
congruent_pointer_middle,1,10,1,102,64.0,86.15,0.07,1.35,102,1148,Correct
congruent_pointer_middle,1,11,1,106,75.99,59.22,0.09,0.93,106,1338,Incorrect
congruent_pointer_middle,1,12,2,107,42.6,33.27,0.05,0.52,107,1503,Incorrect
congruent_pointer_middle,1,13,2,107,47.02,33.97,0.05,0.53,107,1561,Correct
congruent_pointer_middle,1,14,2,100,48.06,64.55,0.05,1.01,107,1289,Incorrect
congruent_pointer_middle,1,15,1,102,43.85,72.26,0.05,1.13,102,960,Correct
congruent_pointer_middle,1,16,1,102,59.75,78.07,0.07,1.23,102,1832,Correct
congruent_pointer_middle,1,17,2,107,78.21,48.01,0.09,0.75,107,752,Incorrect
congruent_pointer_middle,1,18,1,106,48.57,38.53,0.05,0.61,106,2343,Incorrect
congruent_pointer_middle,1,19,2,107,78.44,52.95,0.09,0.83,107,3288,Incorrect
congruent_pointer_middle,1,20,2,107,79.8,60.86,0.09,0.96,107,2531,Incorrect
congruent_pointer_middle,1,21,2,107,88.2,67.46,0.1,1.06,107,1215,Correct
congruent_pointer_middle,1,22,1,106,54.72,28.92,0.06,0.45,102,1106,Incorrect
congruent_pointer_middle,1,23,1,102,58.9,80.79,0.07,1.27,97,1082,Incorrect
congruent_pointer_middle,1,24,1,106,39.86,31.07,0.04,0.49,106,1006,Correct
congruent_pointer_middle,1,25,1,106,54.11,31.46,0.06,0.49,106,700,Correct
congruent_pointer_middle,1,26,2,100,60.71,84.95,0.07,1.33,100,3279,Correct
congruent_pointer_middle,1,27,2,100,46.26,55.69,0.05,0.87,100,1025,Correct
congruent_pointer_middle,1,28,1,102,22.02,52.39,0.02,0.82,102,6270,Incorrect
congruent_pointer_middle,1,29,2,100,50.71,60.62,0.06,0.95,107,3338,Incorrect
congruent_pointer_middle,1,30,1,106,58.1,43.07,0.07,0.68,106,2407,Incorrect
congruent_pointer_middle,1,31,1,106,49.84,27.12,0.06,0.43,106,1949,Correct
