condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
congruent_pinky_thumb,7,92,2,113,28.54,47.08,0.03,0.74,113,738,Correct
congruent_pinky_thumb,7,93,1,99,50.77,62.48,0.06,0.98,109,1418,Incorrect
congruent_pinky_thumb,7,94,2,113,53.65,68.16,0.06,1.07,112,1546,Incorrect
congruent_pinky_thumb,7,95,1,99,30.52,44.97,0.03,0.71,99,687,Correct
congruent_pinky_thumb,7,96,2,112,62.58,40.2,0.07,0.63,112,1106,Correct
congruent_pinky_thumb,7,97,1,109,65.52,54.29,0.07,0.85,109,913,Correct
congruent_pinky_thumb,7,98,2,112,77.21,51.13,0.09,0.8,112,569,Correct
congruent_pinky_thumb,7,99,2,112,84.27,55.47,0.09,0.87,112,961,Correct
congruent_pinky_thumb,7,100,1,99,14.03,41.19,0.02,0.65,99,617,Correct
congruent_pinky_thumb,7,101,2,113,27.41,55.71,0.03,0.88,113,2550,Correct
congruent_pinky_thumb,7,102,2,113,44.12,75.09,0.05,1.18,112,2063,Incorrect
congruent_pinky_thumb,7,103,1,99,44.07,75.19,0.05,1.18,109,1160,Incorrect
congruent_pinky_thumb,7,104,2,113,48.94,68.17,0.05,1.07,113,2639,Correct
congruent_pinky_thumb,7,105,2,113,37.52,45.57,0.04,0.72,112,1082,Incorrect
congruent_pinky_thumb,7,106,2,112,51.13,21.35,0.06,0.34,112,926,Correct
congruent_pinky_thumb,7,107,1,109,56.66,48.09,0.06,0.76,109,1120,Correct
congruent_pinky_thumb,7,108,1,99,28.47,53.62,0.03,0.84,99,669,Correct
congruent_pinky_thumb,7,109,2,113,14.48,42.64,0.02,0.67,113,1300,Correct
congruent_pinky_thumb,7,110,1,109,67.39,57.13,0.08,0.9,109,1640,Correct
congruent_pinky_thumb,7,111,2,112,76.15,63.28,0.09,0.99,112,2048,Correct
congruent_pinky_thumb,7,112,1,109,41.94,31.18,0.05,0.49,109,2226,Correct
congruent_pinky_thumb,7,113,1,99,19.81,41.8,0.02,0.66,99,1268,Correct
congruent_pinky_thumb,7,114,1,99,39.26,60.89,0.04,0.96,99,1697,Correct
congruent_pinky_thumb,7,115,1,99,48.11,55.08,0.05,0.87,109,1328,Incorrect
congruent_pinky_thumb,7,116,2,113,57.9,85.32,0.06,1.34,113,1564,Correct
congruent_pinky_thumb,7,117,2,112,80.88,60.94,0.09,0.96,112,1346,Correct
congruent_pinky_thumb,7,118,2,113,32.36,44.46,0.04,0.7,113,3445,Correct
congruent_pinky_thumb,7,119,1,99,48.15,59.66,0.05,0.94,109,2295,Incorrect
congruent_pinky_thumb,7,120,2,113,17.29,35.27,0.02,0.55,113,1512,Correct
congruent_pinky_thumb,7,121,2,113,48.73,69.59,0.05,1.09,113,2872,Correct
congruent_pinky_thumb,7,122,2,112,30.53,14.68,0.03,0.23,113,4586,Incorrect
congruent_pinky_thumb,7,123,2,113,45.09,55.6,0.05,0.87,112,1316,Incorrect
congruent_pinky_thumb,7,124,2,112,66.06,43.89,0.07,0.69,112,721,Correct
congruent_pinky_thumb,7,125,2,113,56.62,75.63,0.06,1.19,113,1688,Correct
congruent_pinky_thumb,7,126,2,113,28.77,55.8,0.03,0.88,113,1886,Correct
congruent_pinky_thumb,7,127,1,109,33.32,15.08,0.04,0.24,109,1712,Correct
congruent_pinky_thumb,7,128,1,99,55.64,81.09,0.06,1.27,99,1102,Correct
congruent_pinky_thumb,7,129,1,99,37.53,49.94,0.04,0.78,109,1930,Incorrect
congruent_pinky_thumb,7,130,1,109,46.26,22.95,0.05,0.36,109,808,Correct
congruent_pinky_thumb,7,131,2,112,47.77,27.56,0.05,0.43,112,591,Correct
congruent_pinky_thumb,7,132,2,113,15.36,33.88,0.02,0.53,113,1171,Correct
congruent_pinky_thumb,7,133,1,99,31.39,59.11,0.04,0.93,99,2696,Correct
congruent_pinky_thumb,7,134,1,109,76.52,58.59,0.09,0.92,109,1114,Correct
congruent_pinky_thumb,7,135,1,99,41.93,59.13,0.05,0.93,99,2100,Correct
congruent_pinky_thumb,7,136,2,113,58.79,67.1,0.07,1.05,112,1290,Incorrect
congruent_pinky_thumb,7,137,1,109,75.11,48.24,0.08,0.76,109,616,Correct
congruent_pinky_thumb,7,138,2,112,47.09,27.37,0.05,0.43,112,742,Correct
congruent_pinky_thumb,7,139,1,109,52.18,25.84,0.06,0.41,109,686,Correct
congruent_pinky_thumb,7,140,1,109,58.75,35.11,0.07,0.55,109,757,Correct
congruent_pinky_thumb,7,141,1,99,61.92,80.42,0.07,1.26,99,1397,Correct
congruent_pinky_thumb,7,142,1,99,24.99,55.01,0.03,0.86,109,2277,Incorrect
congruent_pinky_thumb,7,143,2,112,72.24,51.31,0.08,0.81,112,1393,Correct
congruent_pinky_thumb,7,144,1,99,51.82,59.58,0.06,0.94,109,955,Incorrect
congruent_pinky_thumb,7,145,1,99,58.39,77.86,0.07,1.22,99,1487,Correct
congruent_pinky_thumb,7,146,1,109,32.12,14.18,0.04,0.22,99,2651,Incorrect
congruent_pinky_thumb,7,147,2,112,55.09,41.19,0.06,0.65,112,3349,Correct
congruent_pinky_thumb,7,148,2,113,51.07,69.36,0.06,1.09,113,1003,Correct
congruent_pinky_thumb,7,149,1,109,82.25,59.44,0.09,0.93,109,2507,Correct
congruent_pinky_thumb,7,150,1,109,88.79,66.94,0.1,1.05,109,1156,Correct
congruent_pinky_thumb,7,151,1,109,59.89,34.82,0.07,0.55,109,3375,Correct
congruent_pinky_thumb,7,152,2,112,79.15,50.17,0.09,0.79,112,1177,Correct
congruent_pinky_thumb,7,153,2,113,41.24,72.5,0.05,1.14,113,903,Correct
congruent_pinky_thumb,7,154,1,109,50.28,37.08,0.06,0.58,109,1844,Correct
congruent_pinky_thumb,7,155,1,109,78.53,47.64,0.09,0.75,109,706,Correct
congruent_pinky_thumb,7,156,2,113,34.0,52.42,0.04,0.82,113,1585,Correct
congruent_pinky_thumb,7,157,1,109,72.14,50.81,0.08,0.8,109,1059,Correct
congruent_pinky_thumb,7,158,2,113,40.8,73.03,0.05,1.15,113,1022,Correct
congruent_pinky_thumb,7,159,2,112,82.2,62.1,0.09,0.98,112,819,Correct
congruent_pinky_thumb,7,160,2,113,33.4,51.68,0.04,0.81,113,726,Correct
congruent_pinky_thumb,7,161,2,113,42.19,72.25,0.05,1.13,113,2138,Correct
congruent_pinky_thumb,7,162,1,99,53.22,82.64,0.06,1.3,99,3216,Correct
congruent_pinky_thumb,7,163,1,99,49.46,70.03,0.06,1.1,99,2040,Correct
congruent_pinky_thumb,7,164,2,112,58.6,31.08,0.07,0.49,112,1181,Correct
congruent_pinky_thumb,7,165,1,99,42.18,70.9,0.05,1.11,99,2792,Correct
congruent_pinky_thumb,7,166,2,112,42.66,34.46,0.05,0.54,112,1062,Correct
congruent_pinky_thumb,7,167,2,113,65.82,80.72,0.07,1.27,112,866,Incorrect
congruent_pinky_thumb,7,168,1,99,69.0,82.92,0.08,1.3,109,1004,Incorrect
congruent_pinky_thumb,7,169,2,113,62.05,88.68,0.07,1.39,113,1234,Correct
congruent_pinky_thumb,7,170,1,109,65.01,52.84,0.07,0.83,109,1030,Correct
congruent_pinky_thumb,7,171,2,113,25.99,41.8,0.03,0.66,113,1026,Correct
congruent_pinky_thumb,7,172,1,109,53.14,31.82,0.06,0.5,109,1040,Correct
congruent_pinky_thumb,7,173,1,99,53.43,69.43,0.06,1.09,109,3482,Incorrect
congruent_pinky_thumb,7,174,1,99,45.31,68.36,0.05,1.07,109,1968,Incorrect
congruent_pinky_thumb,7,175,2,112,68.52,53.38,0.08,0.84,112,730,Correct
congruent_pinky_thumb,7,176,1,99,61.5,73.11,0.07,1.15,109,1417,Incorrect
congruent_pinky_thumb,7,177,1,99,49.91,60.43,0.06,0.95,99,644,Correct
congruent_pinky_thumb,7,178,2,113,40.92,54.87,0.05,0.86,113,1048,Correct
congruent_pinky_thumb,7,179,2,112,74.16,53.69,0.08,0.84,112,1266,Correct
congruent_pinky_thumb,7,180,2,113,45.83,62.37,0.05,0.98,1073741904,1172,Correct
congruent_pinky_thumb,7,181,1,99,40.83,59.5,0.05,0.93,99,1561,Correct
congruent_pinky_thumb,7,182,1,99,19.69,42.12,0.02,0.66,99,2006,Correct
congruent_pinky_thumb,7,183,1,109,87.06,69.65,0.1,1.09,109,872,Correct
congruent_pinky_thumb,7,184,2,113,49.92,70.24,0.06,1.1,112,1573,Incorrect
congruent_pinky_thumb,7,185,2,113,56.18,83.44,0.06,1.31,113,527,Correct
congruent_pinky_thumb,7,186,2,113,23.94,37.05,0.03,0.58,113,2027,Correct
congruent_pinky_thumb,7,187,2,112,64.92,41.72,0.07,0.66,112,735,Correct
congruent_pinky_thumb,7,188,2,112,89.19,63.52,0.1,1.0,112,810,Correct
congruent_pinky_thumb,7,189,1,109,86.46,68.72,0.1,1.08,109,1240,Correct
congruent_pinky_thumb,7,190,2,112,80.0,50.99,0.09,0.8,112,577,Correct
congruent_pinky_thumb,7,191,1,109,62.11,35.61,0.07,0.56,109,1853,Correct
congruent_pinky_thumb,7,192,1,99,50.29,69.36,0.06,1.09,99,1426,Correct
congruent_pinky_thumb,7,193,1,99,46.43,56.24,0.05,0.88,99,2133,Correct
congruent_pinky_thumb,7,194,2,113,44.37,51.55,0.05,0.81,112,979,Incorrect
congruent_pinky_thumb,7,195,1,109,30.72,12.44,0.03,0.2,99,4185,Incorrect
congruent_pinky_thumb,7,196,1,99,43.91,74.41,0.05,1.17,109,1054,Incorrect
congruent_pinky_thumb,7,197,2,113,13.97,33.55,0.02,0.53,113,2351,Correct
congruent_pinky_thumb,7,198,1,99,27.43,48.06,0.03,0.75,109,2552,Incorrect
congruent_pinky_thumb,7,199,1,99,16.2,42.03,0.02,0.66,99,696,Correct
congruent_pinky_thumb,7,200,2,112,31.32,13.72,0.04,0.22,112,1132,Correct
congruent_pinky_thumb,7,201,1,99,13.21,32.6,0.01,0.51,99,1021,Correct
congruent_pinky_thumb,7,202,2,113,33.24,47.91,0.04,0.75,113,1984,Correct
congruent_pinky_thumb,7,203,1,99,44.91,73.46,0.05,1.15,109,1315,Incorrect
congruent_pinky_thumb,7,204,2,112,31.0,13.54,0.03,0.21,112,1104,Correct
congruent_pinky_thumb,7,205,1,99,33.73,61.91,0.04,0.97,99,3149,Correct
congruent_pinky_thumb,7,206,2,112,68.12,35.62,0.08,0.56,112,629,Correct
congruent_pinky_thumb,7,207,1,99,50.08,75.77,0.06,1.19,99,2676,Correct
congruent_pinky_thumb,7,208,1,99,20.62,40.74,0.02,0.64,99,785,Correct
congruent_pinky_thumb,7,209,1,99,38.39,54.88,0.04,0.86,109,3025,Incorrect
congruent_pinky_thumb,7,210,2,113,49.91,59.3,0.06,0.93,112,1370,Incorrect
congruent_pinky_thumb,7,211,1,109,58.5,30.68,0.07,0.48,109,653,Correct
congruent_pinky_thumb,7,212,2,113,29.82,39.35,0.03,0.62,113,1409,Correct
congruent_pinky_thumb,7,213,1,109,68.58,35.21,0.08,0.55,109,1552,Correct
congruent_pinky_thumb,7,214,2,112,71.54,55.68,0.08,0.87,112,1940,Correct
congruent_pinky_thumb,7,215,2,112,72.7,52.61,0.08,0.83,112,1230,Correct
congruent_pinky_thumb,7,216,2,112,69.77,36.72,0.08,0.58,112,614,Correct
congruent_pinky_thumb,7,217,1,109,68.5,38.03,0.08,0.6,109,902,Correct
congruent_pinky_thumb,7,218,1,109,64.43,55.99,0.07,0.88,99,999,Incorrect
congruent_pinky_thumb,7,219,2,112,48.37,40.06,0.05,0.63,112,912,Correct
congruent_pinky_thumb,7,220,2,112,58.03,28.06,0.06,0.44,112,585,Correct
congruent_pinky_thumb,7,221,2,112,36.59,21.66,0.04,0.34,113,927,Incorrect
congruent_pinky_thumb,7,222,2,113,27.2,53.04,0.03,0.83,113,866,Correct
congruent_pinky_thumb,7,223,1,99,52.53,67.62,0.06,1.06,109,5316,Incorrect
congruent_pinky_thumb,7,224,1,109,38.91,20.89,0.04,0.33,109,1051,Correct
congruent_pinky_thumb,7,225,2,113,51.18,63.18,0.06,0.99,112,731,Incorrect
congruent_pinky_thumb,7,226,1,99,21.38,36.1,0.02,0.57,99,2294,Correct
congruent_pinky_thumb,7,227,1,99,52.36,80.77,0.06,1.27,109,638,Incorrect
congruent_pinky_thumb,7,228,1,99,44.03,71.79,0.05,1.13,109,1547,Incorrect
congruent_pinky_thumb,7,229,1,99,33.53,65.83,0.04,1.03,99,523,Correct
congruent_pinky_thumb,7,230,2,113,58.25,85.03,0.07,1.34,113,1023,Correct
congruent_pinky_thumb,7,231,1,99,65.03,86.75,0.07,1.36,109,1957,Incorrect
congruent_pinky_thumb,7,232,2,113,30.7,56.57,0.03,0.89,113,2154,Correct
congruent_pinky_thumb,7,233,2,112,62.96,43.43,0.07,0.68,112,1695,Correct
congruent_pinky_thumb,7,234,2,113,53.06,65.89,0.06,1.03,113,3112,Correct
congruent_pinky_thumb,7,235,1,109,43.23,28.46,0.05,0.45,109,1332,Correct
congruent_pinky_thumb,7,236,1,99,32.76,50.84,0.04,0.8,99,976,Correct
congruent_pinky_thumb,7,237,2,112,52.07,36.11,0.06,0.57,112,2929,Correct
congruent_pinky_thumb,7,238,2,113,27.81,37.78,0.03,0.59,113,1556,Correct
congruent_pinky_thumb,7,239,1,109,31.06,14.99,0.03,0.24,99,1347,Incorrect
congruent_pinky_thumb,7,240,2,113,35.04,66.4,0.04,1.04,112,1245,Incorrect
congruent_pinky_thumb,7,241,1,99,52.76,66.79,0.06,1.05,109,2512,Incorrect
congruent_pinky_thumb,7,242,1,109,83.74,65.54,0.09,1.03,109,771,Correct
congruent_pinky_thumb,7,243,1,109,63.54,36.51,0.07,0.57,109,1417,Correct
congruent_pinky_thumb,7,244,1,99,35.83,58.67,0.04,0.92,99,829,Correct
congruent_pinky_thumb,7,245,1,109,67.77,55.08,0.08,0.87,109,1975,Correct
congruent_pinky_thumb,7,246,2,112,65.05,32.03,0.07,0.5,112,956,Correct
congruent_pinky_thumb,7,247,1,109,70.96,45.86,0.08,0.72,109,780,Correct
congruent_pinky_thumb,7,248,2,112,80.26,51.46,0.09,0.81,112,1463,Correct
congruent_pinky_thumb,7,249,2,113,44.0,71.61,0.05,1.12,113,675,Correct
congruent_pinky_thumb,7,250,1,99,25.99,49.85,0.03,0.78,99,1427,Correct
congruent_pinky_thumb,7,251,1,109,78.52,60.81,0.09,0.96,109,997,Correct
congruent_pinky_thumb,7,252,2,112,72.43,46.2,0.08,0.73,112,1226,Correct
congruent_pinky_thumb,7,253,2,112,35.24,12.72,0.04,0.2,113,2342,Incorrect
congruent_pinky_thumb,7,254,1,109,69.69,55.87,0.08,0.88,109,1886,Correct
congruent_pinky_thumb,7,255,1,109,86.65,66.81,0.1,1.05,99,4029,Incorrect
congruent_pinky_thumb,7,256,2,113,58.82,75.98,0.07,1.19,113,3217,Correct
congruent_pinky_thumb,7,257,1,109,41.41,22.2,0.05,0.35,99,3647,Incorrect
congruent_pinky_thumb,7,258,1,109,31.41,13.77,0.04,0.22,109,1185,Correct
congruent_pinky_thumb,7,259,2,113,55.98,79.26,0.06,1.24,113,1971,Correct
congruent_pinky_thumb,7,260,1,109,79.41,62.41,0.09,0.98,109,2189,Correct
congruent_pinky_thumb,7,261,1,109,42.53,30.89,0.05,0.49,109,1963,Correct
congruent_pinky_thumb,7,262,1,99,58.53,77.53,0.07,1.22,99,1772,Correct
congruent_pinky_thumb,7,263,2,112,66.54,55.1,0.07,0.87,112,1559,Correct
congruent_pinky_thumb,7,264,2,113,41.59,53.35,0.05,0.84,113,2283,Correct
congruent_pinky_thumb,7,265,1,109,36.21,21.35,0.04,0.34,109,1409,Correct
congruent_pinky_thumb,7,266,2,112,70.38,40.8,0.08,0.64,112,886,Correct
congruent_pinky_thumb,7,267,2,112,61.0,29.34,0.07,0.46,112,772,Correct
congruent_pinky_thumb,7,268,1,109,47.81,21.6,0.05,0.34,109,1160,Correct
congruent_pinky_thumb,7,269,1,99,27.84,37.59,0.03,0.59,99,1193,Correct
congruent_pinky_thumb,7,270,1,99,21.39,38.49,0.02,0.6,99,1368,Correct
congruent_pinky_thumb,7,271,2,113,54.83,78.67,0.06,1.24,113,1845,Correct
congruent_pinky_thumb,7,272,2,112,67.27,48.81,0.08,0.77,112,1144,Correct
congruent_pinky_thumb,7,273,1,99,60.05,82.56,0.07,1.3,99,2236,Correct
congruent_pinky_thumb,7,274,2,113,42.99,53.89,0.05,0.85,113,2270,Correct
congruent_pinky_thumb,7,275,2,113,26.91,55.5,0.03,0.87,113,2027,Correct
congruent_pinky_thumb,7,276,1,99,39.78,50.91,0.04,0.8,109,3214,Incorrect
congruent_pinky_thumb,7,277,2,113,32.03,63.74,0.04,1.0,113,1762,Correct
congruent_pinky_thumb,7,278,1,99,20.07,39.55,0.02,0.62,99,1109,Correct
congruent_pinky_thumb,7,279,1,109,59.38,28.04,0.07,0.44,109,2897,Correct
congruent_pinky_thumb,7,280,1,109,73.68,46.89,0.08,0.74,109,1403,Correct
congruent_pinky_thumb,7,281,2,113,36.7,46.67,0.04,0.73,113,740,Correct
congruent_pinky_thumb,7,282,1,109,71.14,45.13,0.08,0.71,109,1347,Correct
congruent_pinky_thumb,7,283,2,113,33.5,47.26,0.04,0.74,113,783,Correct
congruent_pinky_thumb,7,284,2,112,78.06,46.33,0.09,0.73,112,1064,Correct
congruent_pinky_thumb,7,285,1,109,60.32,44.54,0.07,0.7,109,1421,Correct
congruent_pinky_thumb,7,286,1,99,55.96,73.83,0.06,1.16,99,933,Correct
congruent_pinky_thumb,7,287,1,99,26.66,48.35,0.03,0.76,99,2106,Correct
congruent_pinky_thumb,7,288,2,113,54.84,81.47,0.06,1.28,113,2205,Correct
congruent_pinky_thumb,7,289,2,112,38.78,23.45,0.04,0.37,112,1149,Correct
congruent_pinky_thumb,7,290,1,99,36.03,53.38,0.04,0.84,109,3930,Incorrect
congruent_pinky_thumb,7,291,2,112,55.21,41.68,0.06,0.65,112,1281,Correct
congruent_pinky_thumb,7,292,1,109,37.08,12.24,0.04,0.19,109,3308,Correct
congruent_pinky_thumb,7,293,2,112,42.13,14.54,0.05,0.23,112,2096,Correct
congruent_pinky_thumb,7,294,1,109,76.18,52.13,0.09,0.82,109,1697,Correct
congruent_pinky_thumb,7,295,1,99,44.66,75.5,0.05,1.19,99,636,Correct
congruent_pinky_thumb,7,296,2,113,50.28,80.98,0.06,1.27,113,2008,Correct
congruent_pinky_thumb,7,297,2,112,80.84,55.23,0.09,0.87,112,2320,Correct
congruent_pinky_thumb,7,298,1,99,57.27,67.8,0.06,1.07,109,1555,Incorrect
congruent_pinky_thumb,7,299,2,112,49.41,41.42,0.06,0.65,112,3281,Correct
congruent_pinky_thumb,7,300,1,99,44.36,73.98,0.05,1.16,99,1519,Correct
congruent_pinky_thumb,7,301,2,112,61.02,36.24,0.07,0.57,112,1024,Correct
congruent_pinky_thumb,7,302,2,112,46.1,19.72,0.05,0.31,113,1895,Incorrect
congruent_pinky_thumb,7,303,2,113,30.79,47.61,0.03,0.75,113,1055,Correct
congruent_pinky_thumb,7,304,2,112,87.27,61.79,0.1,0.97,112,1649,Correct
congruent_pinky_thumb,7,305,2,112,60.55,40.64,0.07,0.64,112,2044,Correct
congruent_pinky_thumb,7,306,1,99,37.13,46.23,0.04,0.73,99,1788,Correct
congruent_pinky_thumb,7,307,1,99,58.19,74.53,0.07,1.17,99,2762,Correct
