condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
congruent_pointer_middle,1001,0,2,100,38.43,50.2,0.04,0.79,107,4855,Incorrect
congruent_pointer_middle,1001,1,2,107,87.7,64.39,0.1,1.01,100,1431,Incorrect
congruent_pointer_middle,1001,2,1,102,18.59,48.81,0.02,0.77,106,1199,Incorrect
congruent_pointer_middle,1001,3,1,102,37.56,62.91,0.04,0.99,106,1733,Incorrect
congruent_pointer_middle,1001,4,1,106,58.41,45.43,0.07,0.71,106,1609,Correct
congruent_pointer_middle,1001,5,2,100,25.44,38.82,0.03,0.61,100,1661,Correct
congruent_pointer_middle,1001,6,2,100,46.51,67.82,0.05,1.07,107,657,Incorrect
congruent_pointer_middle,1001,7,1,106,75.33,44.33,0.08,0.7,102,956,Incorrect
congruent_pointer_middle,1001,8,1,106,81.92,55.67,0.09,0.87,102,757,Incorrect
congruent_pointer_middle,1001,9,2,100,41.25,64.21,0.05,1.01,107,1317,Incorrect
congruent_pointer_middle,1001,10,1,106,60.04,29.74,0.07,0.47,106,5035,Correct
congruent_pointer_middle,1001,11,2,107,65.79,34.33,0.07,0.54,100,2852,Incorrect
congruent_pointer_middle,1001,12,2,107,64.55,49.94,0.07,0.78,100,1221,Incorrect
congruent_pointer_middle,1001,13,1,102,21.92,44.02,0.02,0.69,102,2941,Correct
congruent_pointer_middle,1001,14,1,102,17.04,39.85,0.02,0.63,102,779,Correct
congruent_pointer_middle,1001,15,1,106,43.2,29.3,0.05,0.46,106,609,Correct
congruent_pointer_middle,1001,16,2,107,65.01,34.08,0.07,0.54,107,1811,Correct
congruent_pointer_middle,1001,17,2,107,51.08,36.75,0.06,0.58,107,655,Correct
congruent_pointer_middle,1001,18,2,107,43.45,18.09,0.05,0.28,107,643,Correct
congruent_pointer_middle,1001,19,1,106,60.43,49.37,0.07,0.78,106,2174,Correct
congruent_pointer_middle,1001,20,1,102,50.79,81.86,0.06,1.29,106,2166,Incorrect
congruent_pointer_middle,1001,21,2,107,34.52,14.45,0.04,0.23,100,1986,Incorrect
