date,condition,subject,trial,target_angle,su,rotation,rt,mt,ep
2025-05-20,mis_rep,0,362,-90.0,1.0,0.52,2003,468,2.56
2025-05-20,mis_rep,0,363,-60.0,1.0,0.52,2009,490,2.94
2025-05-20,mis_rep,0,364,120.0,1.0,0.52,2003,433,0.17
2025-05-20,mis_rep,0,365,150.0,1.0,0.52,2004,449,0.5
2025-05-20,mis_rep,0,366,90.0,1.0,0.52,2009,459,-0.48
2025-05-20,mis_rep,0,367,-120.0,1.0,0.52,2001,434,2.11
2025-05-20,mis_rep,0,368,0.0,1.0,0.52,2011,509,-2.61
2025-05-20,mis_rep,0,369,-90.0,1.0,0.52,2011,850,2.59
2025-05-20,mis_rep,0,370,-30.0,1.0,0.52,2008,483,-3.02
2025-05-20,mis_rep,0,371,30.0,1.0,0.52,2009,761,-1.65
2025-05-20,mis_rep,0,372,60.0,1.0,0.52,2003,473,-1.05
2025-05-20,mis_rep,0,373,-150.0,1.0,0.52,2009,519,1.86
2025-05-20,mis_rep,0,374,120.0,1.0,0.52,2002,438,0.24
2025-05-20,mis_rep,0,375,60.0,1.0,0.52,2005,493,-0.94
2025-05-20,mis_rep,0,376,-60.0,1.0,0.52,2007,478,3.03
2025-05-20,mis_rep,0,377,0.0,1.0,0.52,2002,490,-2.21
2025-05-20,mis_rep,0,378,-150.0,1.0,0.52,2003,462,1.78
2025-05-20,mis_rep,0,379,30.0,1.0,0.52,2003,498,-1.57
2025-05-20,mis_rep,0,380,150.0,1.0,0.52,2005,472,0.24
2025-05-20,mis_rep,0,381,90.0,1.0,0.52,2008,461,-0.49
2025-05-20,mis_rep,0,382,-90.0,1.0,0.52,2009,448,2.57
2025-05-20,mis_rep,0,383,-30.0,1.0,0.52,2007,505,-2.97
2025-05-20,mis_rep,0,384,-120.0,1.0,0.52,2008,442,2.04
2025-05-20,mis_rep,0,385,150.0,1.0,0.52,2009,448,0.31
2025-05-20,mis_rep,0,386,30.0,1.0,0.52,2008,459,-1.41
2025-05-20,mis_rep,0,387,-150.0,1.0,0.52,2003,437,1.72
2025-05-20,mis_rep,0,388,60.0,1.0,0.52,2010,460,-1.03
2025-05-20,mis_rep,0,389,-60.0,1.0,0.52,2008,459,3.06
2025-05-20,mis_rep,0,390,-120.0,1.0,0.52,2006,483,2.12
2025-05-20,mis_rep,0,391,-90.0,1.0,0.52,2003,471,2.54
2025-05-20,mis_rep,0,392,90.0,1.0,0.52,2010,509,-0.46
2025-05-20,mis_rep,0,393,120.0,1.0,0.52,2002,453,0.2
2025-05-20,mis_rep,0,394,-30.0,1.0,0.52,2006,485,-2.91
2025-05-20,mis_rep,0,395,0.0,1.0,0.52,2008,506,-2.22
2025-05-20,mis_rep,0,396,60.0,1.0,0.52,2009,521,-0.9
2025-05-20,mis_rep,0,397,150.0,1.0,0.52,2002,481,0.41
2025-05-20,mis_rep,0,398,30.0,1.0,0.52,2006,427,-1.36
2025-05-20,mis_rep,0,399,-60.0,1.0,0.52,2009,477,3.03
2025-05-20,mis_rep,0,400,-120.0,1.0,0.52,2009,445,2.07
2025-05-20,mis_rep,0,401,90.0,1.0,0.52,2011,1325,-0.39
2025-05-20,mis_rep,0,402,-30.0,1.0,0.52,2007,560,-3.08
2025-05-20,mis_rep,0,403,-90.0,1.0,0.52,2008,519,2.64
2025-05-20,mis_rep,0,404,0.0,1.0,0.52,2003,465,-2.14
2025-05-20,mis_rep,0,405,-150.0,1.0,0.52,2004,410,1.85
2025-05-20,mis_rep,0,406,120.0,1.0,0.52,2010,735,0.13
