condition,subject,trial,su,rotation,rt,mt,ep
blocked,1,1,26.78,0.0,450,209,-1.61
blocked,1,2,0.0,0.0,342,149,-1.58
blocked,1,3,26.78,0.0,304,162,-1.58
blocked,1,4,0.0,0.0,317,141,-1.6
blocked,1,5,26.78,0.0,284,150,-1.6
blocked,1,6,26.78,0.0,242,76,-1.52
blocked,1,7,0.0,0.0,283,158,-1.59
blocked,1,8,26.78,0.0,311,142,-1.64
blocked,1,9,26.78,0.0,349,117,-1.58
blocked,1,10,0.0,0.0,334,100,-1.59
blocked,1,11,26.78,0.0,300,167,-1.59
blocked,1,12,0.0,0.0,342,99,-1.6
blocked,1,13,0.0,0.0,359,117,-1.63
blocked,1,14,26.78,0.0,285,129,-1.63
blocked,1,15,0.0,0.0,316,141,-1.64
blocked,1,16,26.78,0.0,292,142,-1.54
blocked,1,17,0.0,0.0,258,184,-1.6
blocked,1,18,0.0,0.0,250,158,-1.51
blocked,1,19,26.78,0.0,324,84,-1.57
blocked,1,20,26.78,0.0,274,117,-1.57
blocked,1,21,26.78,0.0,284,158,-1.65
blocked,1,22,0.0,0.0,275,133,-1.61
blocked,1,23,26.78,0.0,290,133,-1.6
blocked,1,24,0.0,0.0,250,192,-1.63
blocked,1,25,26.78,0.0,274,133,-1.57
blocked,1,26,26.78,0.0,335,149,-1.61
blocked,1,27,26.78,0.0,330,137,-1.58
blocked,1,28,0.0,0.0,308,125,-1.57
blocked,1,29,0.0,0.0,283,171,-1.56
blocked,1,30,0.0,0.26,283,183,-1.85
blocked,1,31,0.0,0.26,517,150,-1.86
blocked,1,32,0.0,0.26,275,475,-1.8
blocked,1,33,0.0,0.26,392,143,-1.82
blocked,1,34,0.0,0.26,274,118,-1.72
blocked,1,35,0.0,0.26,325,84,-1.57
blocked,1,36,0.0,0.26,308,108,-1.57
blocked,1,37,0.0,0.26,333,108,-1.69
blocked,1,38,0.0,0.26,233,84,-1.31
blocked,1,39,0.0,0.26,292,217,-1.8
blocked,1,40,0.0,0.26,275,682,-1.55
blocked,1,41,0.0,0.26,292,158,-1.64
blocked,1,42,0.0,0.26,300,584,-1.63
blocked,1,43,0.0,0.26,267,558,-1.66
blocked,1,44,0.0,0.26,265,475,-1.65
blocked,1,45,0.0,0.26,309,98,-1.51
blocked,1,46,0.0,0.26,324,509,-1.66
blocked,1,47,0.0,0.26,283,92,-1.47
blocked,1,48,0.0,0.26,282,126,-1.63
blocked,1,49,0.0,0.26,292,133,-1.68
blocked,1,50,0.0,0.26,550,985,-1.49
blocked,1,51,0.0,0.26,417,133,-1.71
blocked,1,52,0.0,0.26,550,141,-1.59
blocked,1,53,0.0,0.26,300,158,-1.66
blocked,1,54,0.0,0.26,299,147,-1.47
blocked,1,55,0.0,0.26,170,134,-1.63
blocked,1,56,0.0,0.26,317,133,-1.6
blocked,1,57,0.0,0.26,300,125,-1.65
blocked,1,58,0.0,0.26,292,583,-1.59
blocked,1,59,0.0,0.26,366,84,-1.7
blocked,1,60,0.0,0.26,350,100,-1.57
