condition,subject,trial,su,rotation,rt,mt,ep
interleaved,4,1,0.0,0.0,866,815,-1.65
interleaved,4,2,0.0,0.0,384,191,-1.6
interleaved,4,3,0.0,0.0,433,234,-1.58
interleaved,4,4,26.78,0.0,300,175,-1.51
interleaved,4,5,26.78,0.0,441,342,-1.53
interleaved,4,6,26.78,0.0,312,138,-1.54
interleaved,4,7,0.0,0.0,392,233,-1.68
interleaved,4,8,0.0,0.0,283,491,-1.55
interleaved,4,9,0.0,0.0,274,109,-1.53
interleaved,4,10,26.78,0.0,275,169,-1.58
interleaved,4,11,0.0,0.0,250,175,-1.66
interleaved,4,12,26.78,0.0,267,125,-1.47
interleaved,4,13,0.0,0.0,266,176,-1.55
interleaved,4,14,0.0,0.0,241,159,-1.52
interleaved,4,15,26.78,0.0,334,150,-1.56
interleaved,4,16,26.78,0.0,308,150,-1.62
interleaved,4,17,26.78,0.0,316,142,-1.59
interleaved,4,18,0.0,0.0,334,190,-1.73
interleaved,4,19,0.0,0.0,252,147,-1.63
interleaved,4,20,0.0,0.0,457,150,-1.55
interleaved,4,21,26.78,0.0,267,158,-1.55
interleaved,4,22,26.78,0.0,384,158,-1.56
interleaved,4,23,0.0,0.0,550,142,-1.56
interleaved,4,24,26.78,0.0,575,116,-1.56
interleaved,4,25,26.78,0.0,300,108,-1.56
interleaved,4,26,26.78,0.0,282,133,-1.56
interleaved,4,27,0.0,0.0,292,141,-1.62
interleaved,4,28,0.0,0.0,382,167,-1.61
interleaved,4,29,26.78,0.0,359,166,-1.59
interleaved,4,30,0.0,0.26,619,166,-1.88
interleaved,4,31,26.78,0.26,276,91,-1.75
interleaved,4,32,0.0,0.26,316,92,-1.81
interleaved,4,33,0.0,0.26,366,92,-1.83
interleaved,4,34,26.78,0.26,292,99,-1.8
interleaved,4,35,26.78,0.26,316,93,-1.82
interleaved,4,36,0.0,0.26,875,137,-1.82
interleaved,4,37,26.78,0.26,392,93,-1.67
interleaved,4,38,0.0,0.26,258,92,-1.85
interleaved,4,39,26.78,0.26,367,83,-1.68
interleaved,4,40,0.0,0.26,342,92,-1.76
interleaved,4,41,26.78,0.26,517,74,-1.62
interleaved,4,42,0.0,0.26,559,74,-1.73
interleaved,4,43,0.0,0.26,392,75,-1.65
interleaved,4,44,0.0,0.26,300,83,-1.8
interleaved,4,45,0.0,0.26,606,69,-1.67
interleaved,4,46,0.0,0.26,516,83,-1.76
interleaved,4,47,0.0,0.26,340,69,-1.73
interleaved,4,48,0.0,0.26,317,66,-1.69
interleaved,4,49,0.0,0.26,349,66,-1.69
interleaved,4,50,0.0,0.26,358,92,-1.75
interleaved,4,51,0.0,0.26,933,83,-1.69
interleaved,4,52,0.0,0.26,372,67,-1.74
interleaved,4,53,0.0,0.26,300,75,-1.76
interleaved,4,54,0.0,0.26,283,92,-1.71
interleaved,4,55,0.0,0.26,358,92,-1.62
interleaved,4,56,26.78,0.26,369,148,-1.54
interleaved,4,57,26.78,0.26,309,58,-1.63
interleaved,4,58,26.78,0.26,642,75,-1.69
interleaved,4,59,26.78,0.26,274,84,-1.79
interleaved,4,60,0.0,0.26,433,67,-1.7
interleaved,4,61,0.0,0.26,281,74,-1.67
interleaved,4,62,0.0,0.26,234,83,-1.75
interleaved,4,63,0.0,0.26,350,91,-1.75
interleaved,4,64,26.78,0.26,400,68,-1.59
interleaved,4,65,26.78,0.26,466,84,-1.63
interleaved,4,66,0.0,0.26,418,124,-1.66
interleaved,4,67,0.0,0.26,342,67,-1.64
interleaved,4,68,26.78,0.26,483,53,-1.71
interleaved,4,69,0.0,0.26,283,67,-1.7
interleaved,4,70,0.0,0.26,263,80,-1.61
interleaved,4,71,0.0,0.26,326,57,-1.64
interleaved,4,72,26.78,0.26,491,83,-1.76
interleaved,4,73,0.0,0.26,125,109,-1.76
interleaved,4,74,0.0,0.26,275,75,-1.69
interleaved,4,75,26.78,0.26,358,84,-1.7
interleaved,4,76,26.78,0.26,458,67,-1.6
interleaved,4,77,0.0,0.26,337,102,-1.78
interleaved,4,78,26.78,0.26,392,89,-1.69
interleaved,4,79,26.78,0.26,482,84,-1.78
interleaved,4,80,0.0,0.26,350,65,-1.67
interleaved,4,81,0.0,0.26,317,83,-1.69
interleaved,4,82,0.0,0.26,433,84,-1.72
interleaved,4,83,26.78,0.26,584,75,-1.67
interleaved,4,84,0.0,0.26,400,83,-1.7
interleaved,4,85,26.78,0.26,516,67,-1.7
interleaved,4,86,0.0,0.26,425,91,-1.77
interleaved,4,87,26.78,0.26,334,66,-1.72
interleaved,4,88,26.78,0.26,583,91,-1.78
interleaved,4,89,0.0,0.26,399,100,-1.82
interleaved,4,90,26.78,0.26,817,75,-1.73
interleaved,4,91,0.0,0.26,1316,83,-1.7
interleaved,4,92,26.78,0.26,325,75,-1.68
interleaved,4,93,0.0,0.26,391,92,-1.81
interleaved,4,94,0.0,0.26,498,76,-1.66
interleaved,4,95,26.78,0.26,300,74,-1.69
interleaved,4,96,0.0,0.26,409,100,-1.71
interleaved,4,97,26.78,0.26,275,83,-1.67
interleaved,4,98,0.0,0.26,409,116,-1.64
interleaved,4,99,26.78,0.26,320,92,-1.79
interleaved,4,100,0.0,0.26,857,67,-1.62
interleaved,4,101,0.0,0.26,558,73,-1.66
interleaved,4,102,0.0,0.26,328,89,-1.76
interleaved,4,103,0.0,0.26,317,83,-1.66
interleaved,4,104,26.78,0.26,441,92,-1.63
interleaved,4,105,0.0,0.26,484,99,-1.65
interleaved,4,106,0.0,0.26,367,109,-1.76
interleaved,4,107,0.0,0.26,325,91,-1.7
interleaved,4,108,26.78,0.26,992,91,-1.7
interleaved,4,109,26.78,0.26,274,100,-1.59
interleaved,4,110,0.0,0.26,291,76,-1.53
interleaved,4,111,26.78,0.26,375,100,-1.72
interleaved,4,112,26.78,0.26,384,94,-1.68
interleaved,4,113,26.78,0.26,445,280,-1.83
interleaved,4,114,26.78,0.26,309,83,-1.57
interleaved,4,115,26.78,0.26,309,116,-1.81
interleaved,4,116,26.78,0.26,508,100,-1.72
interleaved,4,117,0.0,0.26,291,92,-1.71
interleaved,4,118,26.78,0.26,341,92,-1.65
interleaved,4,119,0.0,0.26,317,109,-1.75
interleaved,4,120,26.78,0.26,726,91,-1.57
interleaved,4,121,26.78,0.26,358,133,-1.78
interleaved,4,122,26.78,0.26,492,83,-1.64
interleaved,4,123,26.78,0.26,492,83,-1.61
interleaved,4,124,26.78,0.26,557,84,-1.68
interleaved,4,125,26.78,0.26,650,92,-1.65
interleaved,4,126,26.78,0.26,317,66,-1.59
interleaved,4,127,0.0,0.26,384,91,-1.77
interleaved,4,128,0.0,0.26,458,75,-1.65
interleaved,4,129,0.0,0.26,475,84,-1.63
interleaved,4,130,26.78,0.0,416,92,-1.33
interleaved,4,131,26.78,0.0,516,100,-1.39
interleaved,4,132,26.78,0.0,329,80,-1.37
interleaved,4,133,26.78,0.0,375,93,-1.46
interleaved,4,134,0.0,0.0,399,92,-1.44
interleaved,4,135,26.78,0.0,541,100,-1.4
interleaved,4,136,26.78,0.0,316,108,-1.39
interleaved,4,137,0.0,0.0,309,75,-1.4
interleaved,4,138,26.78,0.0,309,74,-1.45
interleaved,4,139,26.78,0.0,355,99,-1.47
interleaved,4,140,26.78,0.0,675,117,-1.57
interleaved,4,141,26.78,0.0,375,100,-1.47
interleaved,4,142,26.78,0.0,382,100,-1.53
interleaved,4,143,0.0,0.0,359,108,-1.53
interleaved,4,144,26.78,0.0,527,99,-1.54
interleaved,4,145,0.0,0.0,430,76,-1.44
interleaved,4,146,26.78,0.0,743,98,-1.49
interleaved,4,147,26.78,0.0,508,91,-1.45
interleaved,4,148,0.0,0.0,350,92,-1.5
interleaved,4,149,26.78,0.0,387,88,-1.57
interleaved,4,150,26.78,0.0,466,100,-1.6
interleaved,4,151,26.78,0.0,292,86,-1.59
interleaved,4,152,0.0,0.0,315,76,-1.52
interleaved,4,153,0.0,0.0,442,83,-1.59
interleaved,4,154,26.78,0.0,316,76,-1.52
interleaved,4,155,0.0,0.0,400,92,-1.54
interleaved,4,156,0.0,0.0,466,100,-1.58
interleaved,4,157,26.78,0.0,308,83,-1.57
interleaved,4,158,26.78,0.0,267,108,-1.57
interleaved,4,159,0.0,0.0,325,108,-1.55
interleaved,4,160,0.0,0.0,341,83,-1.62
interleaved,4,161,0.0,0.0,299,75,-1.52
interleaved,4,162,0.0,0.0,392,91,-1.53
interleaved,4,163,26.78,0.0,334,74,-1.51
interleaved,4,164,26.78,0.0,467,91,-1.59
interleaved,4,165,26.78,0.0,92,92,-1.56
interleaved,4,166,26.78,0.0,342,107,-1.59
interleaved,4,167,0.0,0.0,383,125,-1.59
interleaved,4,168,26.78,0.0,620,130,-1.65
interleaved,4,169,0.0,0.0,375,109,-1.63
interleaved,4,170,0.0,0.0,459,91,-1.44
interleaved,4,171,26.78,0.0,495,92,-1.66
interleaved,4,172,26.78,0.0,908,133,-1.61
interleaved,4,173,0.0,0.0,758,84,-1.57
interleaved,4,174,26.78,0.0,1625,84,-1.53
interleaved,4,175,26.78,0.0,416,86,-1.54
interleaved,4,176,0.0,0.0,374,85,-1.55
interleaved,4,177,26.78,0.0,367,109,-1.57
interleaved,4,178,0.0,0.0,385,84,-1.59
interleaved,4,179,26.78,0.0,442,75,-1.54
interleaved,4,180,26.78,0.0,592,83,-1.53
interleaved,4,181,0.0,0.0,433,83,-1.59
interleaved,4,182,0.0,0.0,450,108,-1.53
interleaved,4,183,26.78,0.0,350,100,-1.56
interleaved,4,184,26.78,0.0,317,116,-1.61
interleaved,4,185,26.78,0.0,306,124,-1.64
interleaved,4,186,26.78,0.0,350,109,-1.64
interleaved,4,187,26.78,0.0,451,92,-1.57
interleaved,4,188,0.0,0.0,325,92,-1.54
interleaved,4,189,0.0,0.0,408,83,-1.67
interleaved,4,190,26.78,0.0,284,83,-1.57
interleaved,4,191,26.78,0.0,392,91,-1.53
interleaved,4,192,0.0,0.0,325,83,-1.62
interleaved,4,193,26.78,0.0,300,92,-1.5
interleaved,4,194,26.78,0.0,292,92,-1.61
interleaved,4,195,0.0,0.0,392,68,-1.46
interleaved,4,196,0.0,0.0,633,76,-1.56
interleaved,4,197,26.78,0.0,892,100,-1.58
interleaved,4,198,0.0,0.0,308,92,-1.59
interleaved,4,199,26.78,0.0,392,66,-1.6
interleaved,4,200,26.78,0.0,311,101,-1.63
interleaved,4,201,26.78,0.0,567,75,-1.64
interleaved,4,202,26.78,0.0,392,75,-1.61
interleaved,4,203,26.78,0.0,408,100,-1.64
interleaved,4,204,26.78,0.0,267,108,-1.6
interleaved,4,205,0.0,0.0,266,91,-1.54
interleaved,4,206,0.0,0.0,341,93,-1.58
interleaved,4,207,26.78,0.0,365,100,-1.63
interleaved,4,208,0.0,0.0,375,84,-1.58
interleaved,4,209,0.0,0.0,390,117,-1.61
interleaved,4,210,26.78,0.0,275,116,-1.64
interleaved,4,211,26.78,0.0,378,82,-1.52
interleaved,4,212,0.0,0.0,325,91,-1.64
interleaved,4,213,26.78,0.0,384,83,-1.57
interleaved,4,214,0.0,0.0,409,74,-1.55
interleaved,4,215,0.0,0.0,333,100,-1.64
interleaved,4,216,26.78,0.0,342,100,-1.61
interleaved,4,217,26.78,0.0,384,75,-1.57
interleaved,4,218,26.78,0.0,383,113,-1.71
interleaved,4,219,26.78,0.0,276,83,-1.56
interleaved,4,220,0.0,0.0,658,84,-1.64
interleaved,4,221,0.0,0.0,408,84,-1.61
interleaved,4,222,0.0,0.0,392,83,-1.58
interleaved,4,223,0.0,0.0,324,92,-1.66
interleaved,4,224,0.0,0.0,475,84,-1.59
interleaved,4,225,0.0,0.0,317,125,-1.67
interleaved,4,226,26.78,0.0,283,75,-1.56
interleaved,4,227,26.78,0.0,366,83,-1.62
interleaved,4,228,26.78,0.0,501,91,-1.56
interleaved,4,229,0.0,0.0,499,117,-1.63
interleaved,4,230,0.0,0.26,334,100,-1.84
interleaved,4,231,26.78,0.26,353,122,-1.86
interleaved,4,232,0.0,0.26,392,100,-1.83
interleaved,4,233,0.0,0.26,384,74,-1.78
interleaved,4,234,0.0,0.26,384,158,-1.81
interleaved,4,235,0.0,0.26,559,107,-1.77
interleaved,4,236,0.0,0.26,350,116,-1.71
interleaved,4,237,0.0,0.26,384,83,-1.7
interleaved,4,238,0.0,0.26,316,75,-1.71
interleaved,4,239,26.78,0.26,309,101,-1.69
interleaved,4,240,26.78,0.26,359,108,-1.77
interleaved,4,241,26.78,0.26,317,92,-1.75
interleaved,4,242,0.0,0.26,291,83,-1.69
interleaved,4,243,0.0,0.26,276,99,-1.8
interleaved,4,244,26.78,0.26,550,83,-1.67
interleaved,4,245,0.0,0.26,442,117,-1.77
interleaved,4,246,26.78,0.26,557,100,-1.77
interleaved,4,247,26.78,0.26,400,100,-1.75
interleaved,4,248,0.0,0.26,424,100,-1.84
interleaved,4,249,0.0,0.26,266,100,-1.74
interleaved,4,250,26.78,0.26,349,102,-1.77
interleaved,4,251,26.78,0.26,486,107,-1.83
interleaved,4,252,0.0,0.26,341,125,-1.8
interleaved,4,253,26.78,0.26,415,109,-1.77
interleaved,4,254,26.78,0.26,317,133,-1.74
interleaved,4,255,0.0,0.26,567,125,-1.74
interleaved,4,256,26.78,0.26,508,425,-1.8
interleaved,4,257,0.0,0.26,609,108,-1.78
interleaved,4,258,26.78,0.26,859,116,-1.76
interleaved,4,259,0.0,0.26,326,91,-1.75
interleaved,4,260,0.0,0.26,325,91,-1.65
interleaved,4,261,26.78,0.26,283,100,-1.73
interleaved,4,262,0.0,0.26,309,117,-1.83
interleaved,4,263,0.0,0.26,341,92,-1.77
interleaved,4,264,0.0,0.26,284,116,-1.8
interleaved,4,265,26.78,0.26,333,100,-1.7
interleaved,4,266,26.78,0.26,425,91,-1.72
interleaved,4,267,26.78,0.26,308,84,-1.78
interleaved,4,268,26.78,0.26,325,83,-1.71
interleaved,4,269,0.0,0.26,742,166,-1.74
interleaved,4,270,0.0,0.26,260,91,-1.66
interleaved,4,271,0.0,0.26,391,101,-1.62
interleaved,4,272,26.78,0.26,499,100,-1.76
interleaved,4,273,26.78,0.26,366,84,-1.75
interleaved,4,274,0.0,0.26,1220,97,-1.8
interleaved,4,275,0.0,0.26,534,91,-1.67
interleaved,4,276,26.78,0.26,500,150,-1.73
interleaved,4,277,0.0,0.26,307,110,-1.73
interleaved,4,278,0.0,0.26,324,75,-1.64
interleaved,4,279,26.78,0.26,441,91,-1.76
interleaved,4,280,26.78,0.26,582,108,-1.7
interleaved,4,281,26.78,0.26,692,115,-1.71
interleaved,4,282,0.0,0.26,409,100,-1.65
interleaved,4,283,26.78,0.26,341,92,-1.66
interleaved,4,284,26.78,0.26,400,100,-1.73
interleaved,4,285,0.0,0.26,341,92,-1.73
interleaved,4,286,0.0,0.26,299,99,-1.64
interleaved,4,287,26.78,0.26,333,291,-1.69
interleaved,4,288,0.0,0.26,531,91,-1.62
interleaved,4,289,26.78,0.26,420,81,-1.58
interleaved,4,290,0.0,0.26,476,91,-1.75
interleaved,4,291,0.0,0.26,725,100,-1.63
interleaved,4,292,26.78,0.26,509,92,-1.58
interleaved,4,293,0.0,0.26,450,91,-1.67
interleaved,4,294,0.0,0.26,558,117,-1.73
interleaved,4,295,26.78,0.26,626,107,-1.63
interleaved,4,296,0.0,0.26,324,92,-1.69
interleaved,4,297,0.0,0.26,692,117,-1.67
interleaved,4,298,0.0,0.26,441,76,-1.61
interleaved,4,299,0.0,0.26,617,97,-1.66
interleaved,4,300,26.78,0.26,350,114,-1.76
interleaved,4,301,26.78,0.26,420,79,-1.63
interleaved,4,302,0.0,0.26,326,91,-1.7
interleaved,4,303,0.0,0.26,409,160,-1.66
interleaved,4,304,26.78,0.26,450,100,-1.66
interleaved,4,305,26.78,0.26,349,92,-1.7
interleaved,4,306,0.0,0.26,299,91,-1.63
interleaved,4,307,26.78,0.26,492,92,-1.63
interleaved,4,308,26.78,0.26,425,100,-1.66
interleaved,4,309,26.78,0.26,425,83,-1.7
interleaved,4,310,0.0,0.26,599,75,-1.59
interleaved,4,311,0.0,0.26,567,91,-1.71
interleaved,4,312,0.0,0.26,458,116,-1.64
interleaved,4,313,0.0,0.26,524,117,-1.6
interleaved,4,314,26.78,0.26,417,75,-1.69
interleaved,4,315,26.78,0.26,351,81,-1.68
interleaved,4,316,26.78,0.26,338,103,-1.73
interleaved,4,317,26.78,0.26,408,92,-1.7
interleaved,4,318,26.78,0.26,330,78,-1.63
interleaved,4,319,0.0,0.26,452,115,-1.77
interleaved,4,320,26.78,0.26,508,100,-1.7
interleaved,4,321,26.78,0.26,544,88,-1.58
interleaved,4,322,0.0,0.26,351,90,-1.75
interleaved,4,323,26.78,0.26,733,100,-1.63
interleaved,4,324,26.78,0.26,374,92,-1.77
interleaved,4,325,26.78,0.26,276,255,-1.74
interleaved,4,326,26.78,0.26,287,85,-1.68
interleaved,4,327,26.78,0.26,398,103,-1.65
interleaved,4,328,26.78,0.26,516,117,-1.73
interleaved,4,329,0.0,0.26,440,128,-1.72
interleaved,4,330,0.0,0.0,399,125,-1.41
interleaved,4,331,0.0,0.0,500,100,-1.47
interleaved,4,332,26.78,0.0,367,74,-1.44
interleaved,4,333,0.0,0.0,408,100,-1.47
interleaved,4,334,26.78,0.0,367,108,-1.44
interleaved,4,335,0.0,0.0,313,110,-1.57
interleaved,4,336,26.78,0.0,374,108,-1.56
interleaved,4,337,26.78,0.0,334,75,-1.53
interleaved,4,338,26.78,0.0,340,83,-1.41
interleaved,4,339,0.0,0.0,407,92,-1.53
interleaved,4,340,26.78,0.0,326,100,-1.5
interleaved,4,341,0.0,0.0,325,91,-1.48
interleaved,4,342,26.78,0.0,399,92,-1.51
interleaved,4,343,0.0,0.0,342,108,-1.47
interleaved,4,344,26.78,0.0,407,94,-1.61
interleaved,4,345,0.0,0.0,460,173,-1.53
interleaved,4,346,0.0,0.0,492,110,-1.49
interleaved,4,347,0.0,0.0,441,242,-1.47
interleaved,4,348,0.0,0.0,675,75,-1.45
interleaved,4,349,0.0,0.0,341,92,-1.55
interleaved,4,350,0.0,0.0,508,100,-1.46
interleaved,4,351,26.78,0.0,633,117,-1.39
interleaved,4,352,0.0,0.0,508,84,-1.49
interleaved,4,353,0.0,0.0,384,92,-1.44
interleaved,4,354,0.0,0.0,466,133,-1.54
interleaved,4,355,26.78,0.0,826,100,-1.4
interleaved,4,356,0.0,0.0,391,117,-1.51
interleaved,4,357,26.78,0.0,483,108,-1.61
interleaved,4,358,0.0,0.0,342,100,-1.59
interleaved,4,359,26.78,0.0,634,91,-1.58
interleaved,4,360,26.78,0.0,316,75,-1.51
interleaved,4,361,0.0,0.0,574,92,-1.44
interleaved,4,362,0.0,0.0,609,83,-1.59
interleaved,4,363,0.0,0.0,541,109,-1.62
