condition,subject,trial,su,rotation,rt,mt,ep
interleaved,42198,1,26.78,0.0,3075,75,-1.46
interleaved,42198,2,26.78,0.0,917,67,-1.54
interleaved,42198,3,0.0,0.0,800,108,-1.47
interleaved,42198,4,26.78,0.0,600,4368,0.84
interleaved,42198,5,0.0,0.0,2934,867,-1.55
interleaved,42198,6,26.78,0.0,417,92,-1.49
interleaved,42198,7,26.78,0.0,466,83,-1.58
interleaved,42198,8,0.0,0.0,442,97,-1.47
interleaved,42198,9,0.0,0.0,326,74,-1.56
interleaved,42198,10,0.0,0.0,342,83,-1.55
interleaved,42198,11,26.78,0.0,625,83,-1.57
