condition,subject,trial,su,rotation,rt,mt,ep
interleaved,1002,1,26.78,0.0,2292,1174,-1.62
interleaved,1002,2,26.78,0.0,592,126,-1.58
interleaved,1002,3,26.78,0.0,150,83,-1.51
interleaved,1002,4,0.0,0.0,1758,100,-1.53
interleaved,1002,5,0.0,0.0,283,91,-1.58
interleaved,1002,6,26.78,0.0,1609,116,-1.52
interleaved,1002,7,26.78,0.0,324,83,-1.52
interleaved,1002,8,0.0,0.0,417,91,-1.56
interleaved,1002,9,0.0,0.0,283,108,-1.56
interleaved,1002,10,26.78,0.0,175,142,-1.58
interleaved,1002,11,0.0,0.0,277,98,-1.6
interleaved,1002,12,0.0,0.0,326,91,-1.6
interleaved,1002,13,26.78,0.0,333,83,-1.55
interleaved,1002,14,26.78,0.0,245,92,-1.54
interleaved,1002,15,0.0,0.0,258,91,-1.58
interleaved,1002,16,26.78,0.0,374,75,-1.56
interleaved,1002,17,0.0,0.0,291,76,-1.54
interleaved,1002,18,26.78,0.0,334,81,-1.53
interleaved,1002,19,0.0,0.0,283,75,-1.54
interleaved,1002,20,0.0,0.0,261,76,-1.52
interleaved,1002,21,26.78,0.0,292,84,-1.55
interleaved,1002,22,26.78,0.0,366,76,-1.53
interleaved,1002,23,26.78,0.0,333,75,-1.53
interleaved,1002,24,26.78,0.0,283,66,-1.53
interleaved,1002,25,26.78,0.0,356,75,-1.53
interleaved,1002,26,26.78,0.0,275,75,-1.53
interleaved,1002,27,0.0,0.0,413,71,-1.51
interleaved,1002,28,0.0,0.0,300,67,-1.54
interleaved,1002,29,0.0,0.0,324,76,-1.54
interleaved,1002,30,26.78,0.26,433,68,-1.84
interleaved,1002,31,26.78,0.26,283,75,-1.6
interleaved,1002,32,0.0,0.26,293,66,-1.6
interleaved,1002,33,26.78,0.26,241,75,-1.58
interleaved,1002,34,0.0,0.26,292,108,-1.51
interleaved,1002,35,26.78,0.26,67,108,-1.57
interleaved,1002,36,0.0,0.26,334,76,-1.54
interleaved,1002,37,0.0,0.26,258,76,-1.56
interleaved,1002,38,0.0,0.26,275,100,-1.54
interleaved,1002,39,26.78,0.26,299,75,-1.53
interleaved,1002,40,26.78,0.26,320,106,-1.56
interleaved,1002,41,0.0,0.26,292,66,-1.57
interleaved,1002,42,0.0,0.26,317,83,-1.56
interleaved,1002,43,0.0,0.26,307,92,-1.52
interleaved,1002,44,0.0,0.26,293,83,-1.55
interleaved,1002,45,26.78,0.26,292,92,-1.53
interleaved,1002,46,26.78,0.26,307,92,-1.56
interleaved,1002,47,0.0,0.26,349,74,-1.53
interleaved,1002,48,26.78,0.26,266,67,-1.57
interleaved,1002,49,0.0,0.26,325,75,-1.58
interleaved,1002,50,0.0,0.26,262,80,-1.58
interleaved,1002,51,26.78,0.26,309,76,-1.55
interleaved,1002,52,26.78,0.26,400,75,-1.55
interleaved,1002,53,0.0,0.26,319,75,-1.58
interleaved,1002,54,26.78,0.26,301,82,-1.53
interleaved,1002,55,0.0,0.26,292,84,-1.56
interleaved,1002,56,26.78,0.26,800,83,-1.54
interleaved,1002,57,0.0,0.26,1257,67,-1.51
interleaved,1002,58,26.78,0.26,309,66,-1.49
interleaved,1002,59,0.0,0.26,258,75,-1.47
interleaved,1002,60,26.78,0.26,275,75,-1.52
interleaved,1002,61,26.78,0.26,309,66,-1.5
interleaved,1002,62,0.0,0.26,291,67,-1.47
interleaved,1002,63,26.78,0.26,266,76,-1.49
interleaved,1002,64,26.78,0.26,291,67,-1.49
interleaved,1002,65,0.0,0.26,250,66,-1.48
interleaved,1002,66,0.0,0.26,281,83,-1.49
interleaved,1002,67,26.78,0.26,283,67,-1.52
interleaved,1002,68,26.78,0.26,283,75,-1.51
interleaved,1002,69,26.78,0.26,321,98,-1.53
interleaved,1002,70,26.78,0.26,300,75,-1.52
interleaved,1002,71,0.0,0.26,271,83,-1.59
interleaved,1002,72,0.0,0.26,250,83,-1.55
interleaved,1002,73,0.0,0.26,250,83,-1.56
interleaved,1002,74,0.0,0.26,292,57,-1.53
interleaved,1002,75,26.78,0.26,433,67,-1.49
interleaved,1002,76,0.0,0.26,321,104,-1.51
interleaved,1002,77,26.78,0.26,358,67,-1.53
interleaved,1002,78,0.0,0.26,433,76,-1.54
interleaved,1002,79,0.0,0.26,317,100,-1.53
interleaved,1002,80,26.78,0.26,309,708,-1.6
interleaved,1002,81,0.0,0.26,374,76,-1.54
interleaved,1002,82,0.0,0.26,296,109,-1.61
interleaved,1002,83,0.0,0.26,393,67,-1.54
interleaved,1002,84,26.78,0.26,307,84,-1.52
interleaved,1002,85,26.78,0.26,409,66,-1.55
interleaved,1002,86,0.0,0.26,379,54,-1.53
interleaved,1002,87,0.0,0.26,416,83,-1.55
interleaved,1002,88,26.78,0.26,516,103,-1.55
interleaved,1002,89,26.78,0.26,334,107,-1.56
interleaved,1002,90,26.78,0.26,1067,75,-1.54
interleaved,1002,91,26.78,0.26,742,75,-1.5
interleaved,1002,92,0.0,0.26,609,83,-1.48
interleaved,1002,93,0.0,0.26,498,75,-1.59
interleaved,1002,94,0.0,0.26,309,99,-1.59
interleaved,1002,95,26.78,0.26,395,87,-1.53
interleaved,1002,96,26.78,0.26,608,92,-1.56
interleaved,1002,97,26.78,0.26,416,66,-1.56
interleaved,1002,98,0.0,0.26,317,75,-1.52
interleaved,1002,99,26.78,0.26,275,100,-1.54
interleaved,1002,100,0.0,0.26,819,97,-1.53
interleaved,1002,101,0.0,0.26,267,91,-1.55
interleaved,1002,102,26.78,0.26,400,75,-1.53
interleaved,1002,103,0.0,0.26,427,67,-1.55
interleaved,1002,104,0.0,0.26,292,76,-1.53
interleaved,1002,105,0.0,0.26,416,75,-1.51
interleaved,1002,106,26.78,0.26,344,73,-1.54
interleaved,1002,107,26.78,0.26,316,95,-1.6
interleaved,1002,108,26.78,0.26,300,109,-1.55
interleaved,1002,109,0.0,0.26,419,65,-1.54
interleaved,1002,110,26.78,0.26,283,116,-1.56
interleaved,1002,111,0.0,0.26,333,91,-1.54
interleaved,1002,112,0.0,0.26,291,83,-1.56
interleaved,1002,113,0.0,0.26,625,74,-1.53
interleaved,1002,114,0.0,0.26,288,100,-1.6
interleaved,1002,115,0.0,0.26,249,92,-1.53
interleaved,1002,116,26.78,0.26,392,141,-1.54
interleaved,1002,117,0.0,0.26,759,76,-1.53
interleaved,1002,118,26.78,0.26,283,75,-1.52
interleaved,1002,119,0.0,0.26,383,83,-1.55
interleaved,1002,120,26.78,0.26,275,108,-1.52
interleaved,1002,121,26.78,0.26,283,108,-1.51
interleaved,1002,122,26.78,0.26,283,92,-1.51
interleaved,1002,123,26.78,0.26,375,76,-1.49
interleaved,1002,124,26.78,0.26,250,100,-1.5
interleaved,1002,125,26.78,0.26,325,100,-1.47
interleaved,1002,126,26.78,0.26,324,93,-1.41
interleaved,1002,127,26.78,0.26,291,126,-1.27
interleaved,1002,128,26.78,0.26,292,124,-1.73
interleaved,1002,129,26.78,0.26,300,100,-1.62
interleaved,1002,130,26.78,0.0,273,117,-1.35
interleaved,1002,131,0.0,0.0,383,92,-1.37
interleaved,1002,132,0.0,0.0,305,83,-1.35
interleaved,1002,133,26.78,0.0,263,91,-1.33
interleaved,1002,134,26.78,0.0,302,76,-1.35
interleaved,1002,135,26.78,0.0,358,92,-1.35
interleaved,1002,136,0.0,0.0,285,92,-1.34
interleaved,1002,137,26.78,0.0,450,75,-1.36
interleaved,1002,138,26.78,0.0,274,76,-1.33
interleaved,1002,139,0.0,0.0,292,93,-1.32
interleaved,1002,140,0.0,0.0,255,79,-1.32
interleaved,1002,141,26.78,0.0,459,83,-1.35
interleaved,1002,142,0.0,0.0,426,57,-1.26
interleaved,1002,143,0.0,0.0,386,60,-1.32
interleaved,1002,144,0.0,0.0,317,67,-1.36
interleaved,1002,145,26.78,0.0,466,74,-1.33
interleaved,1002,146,0.0,0.0,284,91,-1.32
interleaved,1002,147,0.0,0.0,734,74,-1.38
interleaved,1002,148,0.0,0.0,332,68,-1.36
interleaved,1002,149,0.0,0.0,534,57,-1.37
interleaved,1002,150,0.0,0.0,308,59,-1.35
interleaved,1002,151,26.78,0.0,550,56,-1.34
interleaved,1002,152,26.78,0.0,450,75,-1.36
interleaved,1002,153,0.0,0.0,250,67,-1.35
interleaved,1002,154,26.78,0.0,300,83,-1.33
interleaved,1002,155,26.78,0.0,293,83,-1.35
interleaved,1002,156,0.0,0.0,293,90,-1.3
interleaved,1002,157,26.78,0.0,276,74,-1.31
interleaved,1002,158,26.78,0.0,301,83,-1.32
interleaved,1002,159,0.0,0.0,268,69,-1.33
interleaved,1002,160,0.0,0.0,425,66,-1.26
interleaved,1002,161,0.0,0.0,391,59,-1.3
interleaved,1002,162,0.0,0.0,292,108,-1.29
interleaved,1002,163,26.78,0.0,336,130,-1.25
interleaved,1002,164,26.78,0.0,283,100,-1.29
interleaved,1002,165,0.0,0.0,317,100,-1.29
interleaved,1002,166,26.78,0.0,493,100,-1.22
interleaved,1002,167,26.78,0.0,331,101,-1.28
interleaved,1002,168,0.0,0.0,267,99,-1.27
interleaved,1002,169,26.78,0.0,367,83,-1.26
interleaved,1002,170,0.0,0.0,392,84,-1.25
interleaved,1002,171,26.78,0.0,317,83,-1.25
interleaved,1002,172,26.78,0.0,200,133,-1.23
interleaved,1002,173,26.78,0.0,309,100,-1.24
interleaved,1002,174,26.78,0.0,334,67,-1.27
interleaved,1002,175,0.0,0.0,418,91,-1.24
interleaved,1002,176,0.0,0.0,276,75,-1.25
interleaved,1002,177,0.0,0.0,348,92,-1.18
interleaved,1002,178,0.0,0.0,342,75,-1.23
interleaved,1002,179,0.0,0.0,320,130,-1.24
interleaved,1002,180,26.78,0.0,317,75,-1.29
interleaved,1002,181,26.78,0.0,283,67,-1.46
interleaved,1002,182,0.0,0.0,367,92,-1.52
interleaved,1002,183,0.0,0.0,325,100,-1.58
interleaved,1002,184,0.0,0.0,483,92,-1.57
interleaved,1002,185,26.78,0.0,500,83,-1.56
interleaved,1002,186,26.78,0.0,358,75,-1.55
interleaved,1002,187,26.78,0.0,366,76,-1.5
