condition,subject,trial,state,t,x,y
blocked,2003,1,state_init,238695.0,-0.010665060267456283,849.2325843117729
blocked,2003,1,state_init,238704.0,-0.01691699214836717,849.2331138913646
blocked,2003,1,state_init,238712.0,-0.025789219008970576,849.2322169733278
blocked,2003,1,state_init,238720.0,-0.03181130045300051,849.229572136523
blocked,2003,1,state_init,238728.0,-0.04973963452357566,849.2208692765274
blocked,2003,1,state_init,238736.0,-0.14986248479351616,849.171762248723
blocked,2003,1,state_init,238745.0,-0.2343095352734963,849.123818459328
blocked,2003,1,state_init,238753.0,-0.2845088706704928,849.0896253723952
blocked,2003,1,state_init,238761.0,-0.30239123465355533,849.0745032730713
blocked,2003,1,state_init,238769.0,-0.31324017527037995,849.0659595930686
blocked,2003,1,state_init,238778.0,-0.3149870385900613,849.0572383661508
blocked,2003,1,state_init,238786.0,-0.3131022650085242,849.0583862987918
blocked,2003,1,state_init,238795.0,-0.31815897461819986,849.0628035435943
blocked,2003,1,state_init,238803.0,-0.3194921071516319,849.0643402427564
blocked,2003,1,state_init,238811.0,-0.31981389776285596,849.0615147978828
blocked,2003,1,state_init,238820.0,-0.3220204619562992,849.0583648707159
blocked,2003,1,state_init,238828.0,-0.3226180730919168,849.0541680289805
blocked,2003,1,state_init,238836.0,-0.3227559833541136,849.0557108504499
blocked,2003,1,state_init,238844.0,-0.3237213551884679,849.052267052527
blocked,2003,1,state_init,238852.0,-0.3235834449266122,849.0533384563253
blocked,2003,1,state_init,238861.0,-0.30758585452542775,849.0485110169258
blocked,2003,1,state_init,238869.0,0.17804214834495724,848.9756188248
blocked,2003,1,state_init,238878.0,1.7458979478427068,848.5831023904259
blocked,2003,1,state_init,238886.0,3.9748036035759355,848.0453097233161
blocked,2003,1,state_init,238894.0,7.010622202738205,847.3079175897456
blocked,2003,1,state_init,238902.0,10.910908294703631,846.3563824484415
blocked,2003,1,state_init,238911.0,15.688303653496575,845.1271425037842
blocked,2003,1,state_init,238919.0,21.309204145256842,843.5041509492308
blocked,2003,1,state_init,238928.0,27.868997701256262,841.3065854351738
blocked,2003,1,state_init,238936.0,35.53133783249609,838.1526466263751
blocked,2003,1,state_init,238945.0,44.38117726041742,833.857499000714
blocked,2003,1,state_init,238953.0,54.36882232058434,828.7400160524917
blocked,2003,1,state_init,238962.0,65.50227180819746,822.8936479168568
blocked,2003,1,state_init,238970.0,77.63575457623841,816.4388682112601
blocked,2003,1,state_init,238978.0,90.90704297652479,809.200115561387
blocked,2003,1,state_init,238987.0,105.38031125101122,801.1345097087218
blocked,2003,1,state_init,238995.0,121.11306797898499,792.2147424836684
blocked,2003,1,state_init,239004.0,138.1326193923377,782.4124477053793
blocked,2003,1,state_init,239012.0,156.4134061224974,771.721989789876
blocked,2003,1,state_init,239020.0,175.97280486248593,760.2873776522586
blocked,2003,1,state_init,239028.0,199.22190072424428,746.6071245815795
blocked,2003,1,state_init,239036.0,218.09436844881367,736.0350078073237
blocked,2003,1,state_init,239044.0,240.27139590325118,723.8027906426738
blocked,2003,1,state_init,239052.0,263.0812475802854,711.5849792673798
blocked,2003,1,state_init,239061.0,286.22309522823303,699.4268236555727
blocked,2003,1,state_init,239069.0,309.5370548832563,687.4096525390006
blocked,2003,1,state_init,239078.0,333.0465712899087,675.6016316884622
blocked,2003,1,state_init,239086.0,356.61511328873115,664.0056385884444
blocked,2003,1,state_searching_ring,239094.0,379.7723379309008,653.3173755201508
blocked,2003,1,state_searching_ring,239103.0,402.62698745806733,643.2208701977079
blocked,2003,1,state_searching_ring,239111.0,425.2368692550859,633.6848131409773
blocked,2003,1,state_searching_ring,239119.0,447.7124034717951,624.673474563864
blocked,2003,1,state_searching_ring,239127.0,470.04085639399625,616.0425149466676
blocked,2003,1,state_searching_ring,239135.0,492.11796786355694,607.6917855846347
blocked,2003,1,state_searching_ring,239144.0,514.0481589339154,599.4765306411601
blocked,2003,1,state_searching_ring,239152.0,535.8518633089029,591.3843585660289
blocked,2003,1,state_searching_ring,239160.0,557.5880835956461,583.4464441486164
blocked,2003,1,state_searching_ring,239168.0,579.1288850410224,575.7948333153266
blocked,2003,1,state_searching_ring,239177.0,600.152040317682,568.6909485929333
blocked,2003,1,state_searching_ring,239185.0,620.4555568617657,562.3120430258192
blocked,2003,1,state_searching_ring,239194.0,639.697899909233,556.7641549784744
blocked,2003,1,state_searching_ring,239202.0,657.8390065289495,552.0202483413383
blocked,2003,1,state_searching_ring,239210.0,674.9728280869572,547.9438691266655
blocked,2003,1,state_searching_ring,239218.0,691.1030134589402,544.4334849882263
blocked,2003,1,state_searching_ring,239227.0,706.1146259339769,541.4901489628963
blocked,2003,1,state_searching_ring,239235.0,720.2100315828866,539.1648966053174
blocked,2003,1,state_searching_ring,239244.0,733.215558288754,537.5062655687036
blocked,2003,1,state_searching_ring,239252.0,744.9792375621585,536.5446714763107
blocked,2003,1,state_searching_ring,239260.0,755.5923185899442,536.1992508917541
blocked,2003,1,state_searching_ring,239268.0,765.0282202465194,536.2652493657265
blocked,2003,1,state_searching_ring,239277.0,773.1484041316573,536.6494608900873
blocked,2003,1,state_searching_cursor,239285.0,780.064126835302,537.2861318831609
blocked,2003,1,state_searching_cursor,239294.0,785.8039030998443,537.9524103549109
blocked,2003,1,state_searching_cursor,239302.0,790.7225573542682,538.5259726031136
blocked,2003,1,state_searching_cursor,239310.0,794.7842185647803,539.0159041319786
blocked,2003,1,state_searching_cursor,239318.0,798.0668218316735,539.4642529488565
blocked,2003,1,state_searching_cursor,239327.0,800.4946572941958,540.0269909575433
blocked,2003,1,state_searching_cursor,239335.0,802.0660958873771,540.9559898852395
blocked,2003,1,state_searching_cursor,239343.0,802.823947255071,542.3993361037861
blocked,2003,1,state_searching_cursor,239351.0,802.7485275804961,544.3219365470596
blocked,2003,1,state_searching_ring,239360.0,801.7464917281376,546.8350457854706
blocked,2003,1,state_searching_ring,239368.0,799.8713661184653,549.9341822899886
blocked,2003,1,state_searching_ring,239377.0,796.7808086377795,554.3374437423545
blocked,2003,1,state_searching_ring,239385.0,793.4071041502609,559.325483510114
blocked,2003,1,state_searching_ring,239393.0,790.2546163425097,564.8700655114529
blocked,2003,1,state_searching_ring,239401.0,787.4726100881835,570.9227010716157
blocked,2003,1,state_searching_ring,239410.0,785.3534996764137,577.0168458760764
blocked,2003,1,state_searching_ring,239418.0,783.9444030101788,582.7000124281424
blocked,2003,1,state_searching_ring,239427.0,783.3290560401701,587.5370760949596
blocked,2003,1,state_searching_ring,239435.0,783.1674367055346,591.2576023132345
blocked,2003,1,state_searching_ring,239443.0,783.3457503647081,593.7993884395942
blocked,2003,1,state_searching_ring,239451.0,783.7101222062099,595.224441203574
blocked,2003,1,state_searching_ring,239460.0,783.9467532308951,595.6947568594696
blocked,2003,1,state_searching_ring,239468.0,784.0124473588629,595.7286989317984
blocked,2003,1,state_searching_ring,239477.0,784.0139643717457,595.7238500643228
blocked,2003,1,state_searching_ring,239485.0,784.0018842947268,595.7081769573313
blocked,2003,1,state_searching_ring,239493.0,783.9650924226213,595.5905306979756
blocked,2003,1,state_searching_ring,239501.0,783.8184262954646,594.8704248994017
