condition,subject,trial,su,rotation,rt,mt,ep
blocked,7,1,0.0,0.0,602,172,-1.58
blocked,7,2,0.0,0.0,524,76,-1.59
blocked,7,3,0.0,0.0,492,91,-1.58
blocked,7,4,26.78,0.0,516,85,-1.58
blocked,7,5,26.78,0.0,458,75,-1.59
blocked,7,6,26.78,0.0,551,66,-1.6
blocked,7,7,0.0,0.0,470,73,-1.52
blocked,7,8,0.0,0.0,491,76,-1.58
blocked,7,9,0.0,0.0,499,76,-1.59
blocked,7,10,26.78,0.0,492,67,-1.54
blocked,7,11,0.0,0.0,517,59,-1.56
blocked,7,12,0.0,0.0,396,66,-1.63
blocked,7,13,0.0,0.0,450,67,-1.49
blocked,7,14,0.0,0.0,439,92,-1.71
blocked,7,15,26.78,0.0,441,150,-1.55
blocked,7,16,0.0,0.0,442,75,-1.69
blocked,7,17,0.0,0.0,475,67,-1.49
blocked,7,18,0.0,0.0,437,64,-1.52
blocked,7,19,26.78,0.0,408,66,-1.53
blocked,7,20,0.0,0.0,448,75,-1.46
blocked,7,21,0.0,0.0,433,83,-1.57
blocked,7,22,26.78,0.0,484,142,-1.54
blocked,7,23,26.78,0.0,351,108,-1.72
blocked,7,24,0.0,0.0,434,84,-1.6
blocked,7,25,26.78,0.0,407,76,-1.65
blocked,7,26,26.78,0.0,392,133,-1.52
blocked,7,27,26.78,0.0,434,84,-1.64
blocked,7,28,0.0,0.0,374,75,-1.55
blocked,7,29,26.78,0.0,439,72,-1.66
blocked,7,30,26.78,0.26,424,76,-1.84
blocked,7,31,26.78,0.26,450,159,-1.8
blocked,7,32,26.78,0.26,450,75,-1.74
blocked,7,33,26.78,0.26,529,92,-1.74
blocked,7,34,26.78,0.26,450,74,-1.7
blocked,7,35,26.78,0.26,550,84,-1.67
blocked,7,36,26.78,0.26,409,91,-1.72
blocked,7,37,26.78,0.26,500,91,-1.67
blocked,7,38,26.78,0.26,547,75,-1.55
blocked,7,39,26.78,0.26,434,100,-1.79
blocked,7,40,26.78,0.26,479,67,-1.62
blocked,7,41,26.78,0.26,434,91,-1.61
blocked,7,42,26.78,0.26,442,67,-1.76
blocked,7,43,26.78,0.26,490,87,-1.69
blocked,7,44,26.78,0.26,475,92,-1.69
blocked,7,45,26.78,0.26,492,76,-1.83
blocked,7,46,26.78,0.26,466,101,-1.76
blocked,7,47,26.78,0.26,547,75,-1.74
blocked,7,48,26.78,0.26,467,91,-1.73
blocked,7,49,26.78,0.26,466,77,-1.67
blocked,7,50,26.78,0.26,454,150,-1.56
blocked,7,51,26.78,0.26,567,82,-1.73
blocked,7,52,26.78,0.26,416,117,-1.9
blocked,7,53,26.78,0.26,433,67,-1.69
blocked,7,54,26.78,0.26,461,65,-1.72
blocked,7,55,26.78,0.26,442,68,-1.65
blocked,7,56,26.78,0.26,475,84,-1.7
blocked,7,57,26.78,0.26,442,125,-1.55
blocked,7,58,26.78,0.26,542,67,-1.8
blocked,7,59,26.78,0.26,516,59,-1.76
blocked,7,60,26.78,0.26,460,150,-1.79
blocked,7,61,26.78,0.26,425,100,-1.78
blocked,7,62,26.78,0.26,521,82,-1.7
blocked,7,63,26.78,0.26,402,139,-1.69
blocked,7,64,26.78,0.26,513,76,-1.81
blocked,7,65,26.78,0.26,425,66,-1.68
blocked,7,66,26.78,0.26,500,83,-1.7
blocked,7,67,26.78,0.26,492,74,-1.76
blocked,7,68,26.78,0.26,441,183,-1.87
blocked,7,69,26.78,0.26,608,75,-1.58
blocked,7,70,26.78,0.26,567,83,-1.72
blocked,7,71,26.78,0.26,459,65,-1.56
blocked,7,72,26.78,0.26,475,183,-1.65
blocked,7,73,26.78,0.26,516,167,-1.56
blocked,7,74,26.78,0.26,533,92,-1.83
blocked,7,75,26.78,0.26,408,109,-1.9
blocked,7,76,26.78,0.26,450,100,-1.74
blocked,7,77,26.78,0.26,599,125,-1.74
blocked,7,78,26.78,0.26,492,98,-1.73
blocked,7,79,26.78,0.26,450,175,-1.8
blocked,7,80,26.78,0.26,458,99,-1.8
blocked,7,81,26.78,0.26,442,133,-1.79
blocked,7,82,26.78,0.26,570,80,-1.71
blocked,7,83,26.78,0.26,434,174,-1.86
blocked,7,84,26.78,0.26,504,146,-1.72
blocked,7,85,26.78,0.26,533,84,-1.67
blocked,7,86,26.78,0.26,450,92,-1.64
blocked,7,87,26.78,0.26,525,100,-1.66
blocked,7,88,26.78,0.26,450,92,-1.81
blocked,7,89,26.78,0.26,434,127,-1.84
blocked,7,90,26.78,0.26,458,84,-1.76
blocked,7,91,26.78,0.26,501,75,-1.73
blocked,7,92,26.78,0.26,508,92,-1.64
blocked,7,93,26.78,0.26,434,75,-1.65
blocked,7,94,26.78,0.26,625,142,-1.72
blocked,7,95,26.78,0.26,509,83,-1.52
blocked,7,96,26.78,0.26,384,83,-1.56
blocked,7,97,26.78,0.26,417,68,-1.62
blocked,7,98,26.78,0.26,366,84,-1.48
blocked,7,99,26.78,0.26,1508,59,-1.6
blocked,7,100,26.78,0.26,400,91,-1.66
blocked,7,101,26.78,0.26,433,85,-1.54
blocked,7,102,26.78,0.26,367,59,-1.59
blocked,7,103,26.78,0.26,413,66,-1.66
blocked,7,104,26.78,0.26,467,683,-1.6
blocked,7,105,26.78,0.26,416,67,-1.53
blocked,7,106,26.78,0.26,383,67,-1.62
blocked,7,107,26.78,0.26,367,66,-1.55
blocked,7,108,26.78,0.26,374,59,-1.53
