condition,subject,trial,su,rotation,rt,mt,ep
blocked,3,1,0.0,0.0,1474,267,-1.6
blocked,3,2,0.0,0.0,483,139,-1.52
blocked,3,3,26.78,0.0,583,126,-1.63
blocked,3,4,26.78,0.0,601,116,-1.5
blocked,3,5,26.78,0.0,433,125,-1.59
blocked,3,6,0.0,0.0,457,102,-1.55
blocked,3,7,26.78,0.0,508,142,-1.62
blocked,3,8,0.0,0.0,383,116,-1.6
blocked,3,9,26.78,0.0,442,116,-1.63
blocked,3,10,0.0,0.0,534,100,-1.54
blocked,3,11,26.78,0.0,491,117,-1.54
blocked,3,12,0.0,0.0,491,117,-1.58
blocked,3,13,0.0,0.0,542,133,-1.64
blocked,3,14,26.78,0.0,575,100,-1.67
blocked,3,15,26.78,0.0,411,124,-1.53
blocked,3,16,0.0,0.0,526,116,-1.52
blocked,3,17,0.0,0.0,459,134,-1.59
blocked,3,18,0.0,0.0,517,116,-1.61
blocked,3,19,26.78,0.0,559,125,-1.55
blocked,3,20,26.78,0.0,485,133,-1.59
blocked,3,21,26.78,0.0,567,125,-1.55
blocked,3,22,26.78,0.0,550,100,-1.64
blocked,3,23,26.78,0.0,393,100,-1.64
blocked,3,24,26.78,0.0,442,90,-1.65
blocked,3,25,26.78,0.0,469,114,-1.64
blocked,3,26,0.0,0.0,560,116,-1.61
blocked,3,27,26.78,0.0,488,109,-1.55
blocked,3,28,26.78,0.0,525,99,-1.58
blocked,3,29,26.78,0.0,455,103,-1.57
blocked,3,30,26.78,0.26,433,117,-1.84
blocked,3,31,26.78,0.26,409,108,-1.82
blocked,3,32,26.78,0.26,416,100,-1.71
blocked,3,33,26.78,0.26,589,117,-1.87
blocked,3,34,26.78,0.26,575,125,-1.81
blocked,3,35,26.78,0.26,509,108,-1.77
blocked,3,36,26.78,0.26,574,109,-1.74
blocked,3,37,26.78,0.26,559,108,-1.73
blocked,3,38,26.78,0.26,532,89,-1.76
blocked,3,39,26.78,0.26,525,99,-1.79
blocked,3,40,26.78,0.26,1644,82,-1.74
blocked,3,41,26.78,0.26,633,83,-1.75
blocked,3,42,26.78,0.26,484,100,-1.75
blocked,3,43,26.78,0.26,341,100,-1.74
blocked,3,44,26.78,0.26,366,92,-1.72
blocked,3,45,26.78,0.26,407,102,-1.73
blocked,3,46,26.78,0.26,350,100,-1.75
blocked,3,47,26.78,0.26,351,108,-1.72
blocked,3,48,26.78,0.26,359,101,-1.86
blocked,3,49,26.78,0.26,375,126,-1.75
blocked,3,50,26.78,0.26,525,109,-1.73
blocked,3,51,26.78,0.26,458,107,-1.87
blocked,3,52,26.78,0.26,547,142,-1.77
blocked,3,53,26.78,0.26,567,116,-1.79
blocked,3,54,26.78,0.26,383,109,-1.69
blocked,3,55,26.78,0.26,528,108,-1.76
blocked,3,56,26.78,0.26,362,115,-1.77
blocked,3,57,26.78,0.26,283,108,-1.76
blocked,3,58,26.78,0.26,358,108,-1.77
blocked,3,59,26.78,0.26,358,118,-1.76
blocked,3,60,26.78,0.26,343,99,-1.78
blocked,3,61,26.78,0.26,362,109,-1.89
blocked,3,62,26.78,0.26,360,116,-1.76
blocked,3,63,26.78,0.26,359,110,-1.82
blocked,3,64,26.78,0.26,367,108,-1.89
blocked,3,65,26.78,0.26,424,108,-1.84
blocked,3,66,26.78,0.26,350,125,-1.8
blocked,3,67,26.78,0.26,315,134,-1.77
blocked,3,68,26.78,0.26,375,125,-1.77
blocked,3,69,26.78,0.26,375,91,-1.76
