condition,subject,trial,su,rotation,rt,mt,ep
interleaved,6,1,26.78,0.0,1475,333,-1.93
interleaved,6,2,0.0,0.0,775,325,-1.61
interleaved,6,3,26.78,0.0,608,350,-1.68
interleaved,6,4,0.0,0.0,341,159,-1.83
interleaved,6,5,26.78,0.0,416,150,-1.58
interleaved,6,6,0.0,0.0,450,159,-1.58
interleaved,6,7,0.0,0.0,391,159,-1.63
interleaved,6,8,26.78,0.0,334,166,-1.7
interleaved,6,9,26.78,0.0,334,174,-1.61
interleaved,6,10,0.0,0.0,342,175,-1.64
interleaved,6,11,26.78,0.0,550,183,-1.64
interleaved,6,12,26.78,0.0,383,150,-1.58
interleaved,6,13,0.0,0.0,392,133,-1.64
interleaved,6,14,0.0,0.0,363,162,-1.61
interleaved,6,15,26.78,0.0,616,175,-1.62
interleaved,6,16,26.78,0.0,356,159,-1.65
interleaved,6,17,26.78,0.0,599,175,-1.63
interleaved,6,18,26.78,0.0,359,174,-1.53
interleaved,6,19,0.0,0.0,367,166,-1.53
interleaved,6,20,0.0,0.0,317,159,-1.56
interleaved,6,21,26.78,0.0,717,191,-1.64
interleaved,6,22,0.0,0.0,342,141,-1.61
interleaved,6,23,26.78,0.0,326,150,-1.71
interleaved,6,24,0.0,0.0,374,159,-1.77
interleaved,6,25,0.0,0.0,442,150,-1.62
interleaved,6,26,0.0,0.0,542,158,-1.58
interleaved,6,27,0.0,0.0,349,143,-1.65
interleaved,6,28,26.78,0.0,333,133,-1.63
interleaved,6,29,0.0,0.0,350,150,-1.48
interleaved,6,30,0.0,0.26,409,174,-1.84
interleaved,6,31,0.0,0.26,291,175,-1.78
interleaved,6,32,0.0,0.26,383,175,-1.72
interleaved,6,33,0.0,0.26,291,192,-1.7
interleaved,6,34,0.0,0.26,292,216,-1.56
interleaved,6,35,26.78,0.26,376,149,-1.64
interleaved,6,36,26.78,0.26,376,208,-1.73
interleaved,6,37,0.0,0.26,392,141,-1.74
interleaved,6,38,26.78,0.26,327,160,-1.75
interleaved,6,39,0.0,0.26,350,183,-1.78
interleaved,6,40,26.78,0.26,391,175,-1.78
interleaved,6,41,26.78,0.26,317,175,-1.65
interleaved,6,42,26.78,0.26,385,158,-1.63
interleaved,6,43,26.78,0.26,341,176,-1.7
interleaved,6,44,26.78,0.26,350,217,-1.79
interleaved,6,45,26.78,0.26,325,175,-1.73
interleaved,6,46,0.0,0.26,350,150,-1.72
interleaved,6,47,0.0,0.26,594,125,-1.78
interleaved,6,48,26.78,0.26,362,164,-1.75
interleaved,6,49,0.0,0.26,550,183,-1.82
interleaved,6,50,26.78,0.26,508,183,-1.64
interleaved,6,51,0.0,0.26,734,158,-1.71
interleaved,6,52,26.78,0.26,441,199,-1.7
interleaved,6,53,26.78,0.26,417,175,-1.78
interleaved,6,54,26.78,0.26,400,175,-1.69
interleaved,6,55,0.0,0.26,534,174,-1.68
interleaved,6,56,26.78,0.26,326,195,-1.57
interleaved,6,57,26.78,0.26,383,162,-1.72
interleaved,6,58,26.78,0.26,392,200,-1.7
interleaved,6,59,26.78,0.26,333,200,-1.73
interleaved,6,60,26.78,0.26,366,250,-1.73
interleaved,6,61,0.0,0.26,443,165,-1.73
interleaved,6,62,0.0,0.26,455,225,-1.63
interleaved,6,63,26.78,0.26,425,234,-1.61
interleaved,6,64,26.78,0.26,391,217,-1.58
interleaved,6,65,26.78,0.26,409,191,-1.68
interleaved,6,66,0.0,0.26,357,218,-1.73
interleaved,6,67,0.0,0.26,466,184,-1.65
interleaved,6,68,0.0,0.26,309,208,-1.75
interleaved,6,69,0.0,0.26,300,183,-1.79
interleaved,6,70,0.0,0.26,325,158,-1.66
interleaved,6,71,0.0,0.26,476,200,-1.62
interleaved,6,72,0.0,0.26,342,141,-1.59
interleaved,6,73,26.78,0.26,335,173,-1.61
interleaved,6,74,0.0,0.26,349,156,-1.75
interleaved,6,75,26.78,0.26,341,157,-1.57
interleaved,6,76,0.0,0.26,383,217,-1.63
interleaved,6,77,0.0,0.26,341,184,-1.58
interleaved,6,78,26.78,0.26,506,219,-1.8
interleaved,6,79,26.78,0.26,401,192,-1.77
interleaved,6,80,0.0,0.26,458,155,-1.68
interleaved,6,81,26.78,0.26,324,175,-1.63
interleaved,6,82,0.0,0.26,471,142,-1.61
interleaved,6,83,26.78,0.26,425,200,-1.63
interleaved,6,84,0.0,0.26,361,115,-1.49
interleaved,6,85,26.78,0.26,653,147,-1.81
interleaved,6,86,0.0,0.26,342,150,-1.74
interleaved,6,87,0.0,0.26,493,149,-1.59
interleaved,6,88,26.78,0.26,424,125,-1.73
interleaved,6,89,26.78,0.26,325,158,-1.72
interleaved,6,90,0.0,0.26,334,125,-1.61
interleaved,6,91,0.0,0.26,416,151,-1.67
interleaved,6,92,0.0,0.26,317,250,-1.65
interleaved,6,93,26.78,0.26,348,191,-1.63
interleaved,6,94,0.0,0.26,348,109,-1.6
interleaved,6,95,26.78,0.26,350,116,-1.64
