,condition,subject,block,level_3,p,nll,bic,model
204,new_learn,16,2,0,-0.8692615226136972,45.011982820113666,103.8394761981916,nll_glc_0
205,new_learn,16,2,1,21.1998471438393,45.011982820113666,103.8394761981916,nll_glc_0
206,new_learn,16,2,2,20.778405629374785,45.011982820113666,103.8394761981916,nll_glc_0
207,new_learn,16,2,0,0.9999997012142758,54.08015719689026,121.9758249517448,nll_glc_1
208,new_learn,16,2,1,-51.43707277235782,54.08015719689026,121.9758249517448,nll_glc_1
209,new_learn,16,2,2,28.90285519276544,54.08015719689026,121.9758249517448,nll_glc_1
210,new_learn,16,6,0,43.943512515540846,90.09326224375046,189.3968648594771,nll_unix_0
211,new_learn,16,6,1,37.94741817781272,90.09326224375046,189.3968648594771,nll_unix_0
212,new_learn,16,6,0,53.612548766615035,74.10728721530656,157.42491480258929,nll_unix_1
213,new_learn,16,6,1,37.94671286101294,74.10728721530656,157.42491480258929,nll_unix_1
214,new_learn,16,6,0,45.47978028195451,69.09292117805944,147.39618272809506,nll_uniy_0
215,new_learn,16,6,1,37.94754599545111,69.09292117805944,147.39618272809506,nll_uniy_0
216,new_learn,16,6,0,53.731998400653524,93.33584845101419,195.88203727400455,nll_uniy_1
217,new_learn,16,6,1,37.947035606452474,93.33584845101419,195.88203727400455,nll_uniy_1
218,new_learn,16,6,0,-0.09568913184540606,69.05710073657986,151.92971203112398,nll_glc_0
219,new_learn,16,6,1,-40.72196008069941,69.05710073657986,151.92971203112398,nll_glc_0
220,new_learn,16,6,2,37.93704238299907,69.05710073657986,151.92971203112398,nll_glc_0
221,new_learn,16,6,0,0.9999996218752756,74.11669537140995,162.04890130078417,nll_glc_1
222,new_learn,16,6,1,-53.80732737852799,74.11669537140995,162.04890130078417,nll_glc_1
223,new_learn,16,6,2,37.934955863663404,74.11669537140995,162.04890130078417,nll_glc_1
224,new_learn,18,2,0,38.23874406277562,109.4159921934721,228.0423247589204,nll_unix_0
225,new_learn,18,2,1,37.502582227303975,109.4159921934721,228.0423247589204,nll_unix_0
226,new_learn,18,2,0,55.38623842246917,45.859634490802435,100.92960935358106,nll_unix_1
227,new_learn,18,2,1,21.811134762107265,45.859634490802435,100.92960935358106,nll_unix_1
228,new_learn,18,2,0,37.175432983621306,57.50735388250166,124.22504813697951,nll_uniy_0
229,new_learn,18,2,1,37.50110331501082,57.50735388250166,124.22504813697951,nll_uniy_0
230,new_learn,18,2,0,58.04714876252905,101.73247938459987,212.6752991411759,nll_uniy_1
231,new_learn,18,2,1,37.502668733126896,101.73247938459987,212.6752991411759,nll_uniy_1
232,new_learn,18,2,0,-0.8195406307811213,22.39853019508803,58.61257094814033,nll_glc_0
233,new_learn,18,2,1,16.74600700407931,22.39853019508803,58.61257094814033,nll_glc_0
234,new_learn,18,2,2,11.623202436667595,22.39853019508803,58.61257094814033,nll_glc_0
235,new_learn,18,2,0,0.9999999990003703,45.86852678252522,105.55256412301472,nll_glc_1
236,new_learn,18,2,1,-55.2424877634422,45.86852678252522,105.55256412301472,nll_glc_1
237,new_learn,18,2,2,21.19081962350647,45.86852678252522,105.55256412301472,nll_glc_1
238,new_learn,18,6,0,39.290934990798874,67.25482051499036,143.7199814019569,nll_unix_0
239,new_learn,18,6,1,38.4176881954412,67.25482051499036,143.7199814019569,nll_unix_0
240,new_learn,18,6,0,55.04287089284615,94.62279867414769,198.45593772027155,nll_unix_1
241,new_learn,18,6,1,38.41195640595984,94.62279867414769,198.45593772027155,nll_unix_1
242,new_learn,18,6,0,42.72209242287131,62.6924988123711,134.59533799671837,nll_uniy_0
243,new_learn,18,6,1,38.412043510730996,62.6924988123711,134.59533799671837,nll_uniy_0
244,new_learn,18,6,0,57.64573627675127,102.12886295933818,213.46806629065253,nll_uniy_1
245,new_learn,18,6,1,38.41161591169039,102.12886295933818,213.46806629065253,nll_uniy_1
246,new_learn,18,6,0,0.6753812503014531,52.540353902286114,118.8962183625365,nll_glc_0
247,new_learn,18,6,1,-63.34940775335802,52.540353902286114,118.8962183625365,nll_glc_0
248,new_learn,18,6,2,26.328177481169067,52.540353902286114,118.8962183625365,nll_glc_0
249,new_learn,18,6,0,-0.9999998828958588,67.27099133158893,148.35749322114214,nll_glc_1
250,new_learn,18,6,1,39.51725703214055,67.27099133158893,148.35749322114214,nll_glc_1
251,new_learn,18,6,2,38.40788973062513,67.27099133158893,148.35749322114214,nll_glc_1
252,new_learn,20,2,0,43.67624020386558,96.7191544208113,202.64864921359876,nll_unix_0
253,new_learn,20,2,1,38.96005666645061,96.7191544208113,202.64864921359876,nll_unix_0
254,new_learn,20,2,0,54.29452409252299,61.493227571912485,132.19679551580114,nll_unix_1
255,new_learn,20,2,1,38.961127751557775,61.493227571912485,132.19679551580114,nll_unix_1
256,new_learn,20,2,0,42.161652814168,50.20594663520184,109.62223364237987,nll_uniy_0
257,new_learn,20,2,1,25.139394189733885,50.20594663520184,109.62223364237987,nll_uniy_0
258,new_learn,20,2,0,51.26500638175786,110.66976163139174,230.54986363475965,nll_uniy_1
259,new_learn,20,2,1,38.96183086764536,110.66976163139174,230.54986363475965,nll_uniy_1
260,new_learn,20,2,0,-0.6216640830587961,26.075409263104966,65.9663290841742,nll_glc_0
261,new_learn,20,2,1,-2.8752979651867676,26.075409263104966,65.9663290841742,nll_glc_0
262,new_learn,20,2,2,11.716980738898656,26.075409263104966,65.9663290841742,nll_glc_0
263,new_learn,20,2,0,0.9999999771675134,61.50170367299053,136.81891790394533,nll_glc_1
264,new_learn,20,2,1,-54.30043294412333,61.50170367299053,136.81891790394533,nll_glc_1
265,new_learn,20,2,2,38.934997747468465,61.50170367299053,136.81891790394533,nll_glc_1
266,new_learn,20,6,0,55.14562223308466,78.29445066033713,165.79924169265044,nll_unix_0
267,new_learn,20,6,1,37.543413186747046,78.29445066033713,165.79924169265044,nll_unix_0
268,new_learn,20,6,0,39.104715303501656,87.63779511341741,184.485930598811,nll_unix_1
269,new_learn,20,6,1,37.548365967159974,87.63779511341741,184.485930598811,nll_unix_1
270,new_learn,20,6,0,58.121921129704056,58.08395528761609,125.37825094720837,nll_uniy_0
271,new_learn,20,6,1,35.612905352940174,58.08395528761609,125.37825094720837,nll_uniy_0
272,new_learn,20,6,0,43.68025011432992,101.36669645370671,211.9437332793896,nll_uniy_1
273,new_learn,20,6,1,37.54803915969909,101.36669645370671,211.9437332793896,nll_uniy_1
274,new_learn,20,6,0,0.38879215483495644,54.105428257369226,122.02636707270273,nll_glc_0
275,new_learn,20,6,1,-70.16542707638094,54.105428257369226,122.02636707270273,nll_glc_0
276,new_learn,20,6,2,25.425939900821355,54.105428257369226,122.02636707270273,nll_glc_0
277,new_learn,20,6,0,-0.9999999806793753,78.30777668652036,170.43106393100499,nll_glc_1
278,new_learn,20,6,1,55.206281230078474,78.30777668652036,170.43106393100499,nll_glc_1
279,new_learn,20,6,2,37.53301513916233,78.30777668652036,170.43106393100499,nll_glc_1
280,new_learn,22,2,0,39.16979692463222,79.39934464799336,168.0090296679629,nll_unix_0
281,new_learn,22,2,1,37.96300722471523,79.39934464799336,168.0090296679629,nll_unix_0
282,new_learn,22,2,0,52.802016443847,74.91196270459196,159.0342657811601,nll_unix_1
283,new_learn,22,2,1,37.962831708383405,74.91196270459196,159.0342657811601,nll_unix_1
284,new_learn,22,2,0,37.95406382415735,72.41095480493192,154.03224998184,nll_uniy_0
285,new_learn,22,2,1,37.95553084130758,72.41095480493192,154.03224998184,nll_uniy_0
286,new_learn,22,2,0,50.83949389893099,75.51100528503538,160.23235094204693,nll_uniy_1
287,new_learn,22,2,1,37.96080357742143,75.51100528503538,160.23235094204693,nll_uniy_1
288,new_learn,22,2,0,-0.5726005466082351,69.57638193444066,152.9682744268456,nll_glc_0
289,new_learn,22,2,1,-3.943934959479727,69.57638193444066,152.9682744268456,nll_glc_0
290,new_learn,22,2,2,37.964073064760996,69.57638193444066,152.9682744268456,nll_glc_0
291,new_learn,22,2,0,-0.4503826374117049,74.32481474786748,162.46514005369923,nll_glc_1
292,new_learn,22,2,1,-25.48496366308129,74.32481474786748,162.46514005369923,nll_glc_1
293,new_learn,22,2,2,37.95675379139588,74.32481474786748,162.46514005369923,nll_glc_1
294,new_learn,22,6,0,56.67954602901543,56.84350058610963,122.89734154419544,nll_unix_0
295,new_learn,22,6,1,37.859673012568905,56.84350058610963,122.89734154419544,nll_unix_0
296,new_learn,22,6,0,47.814035766405574,57.46551352868569,124.14136742934757,nll_unix_1
297,new_learn,22,6,1,37.86797249955987,57.46551352868569,124.14136742934757,nll_unix_1
298,new_learn,22,6,0,56.70390989667323,51.76325794544224,112.73685626286067,nll_uniy_0
299,new_learn,22,6,1,37.863840104364634,51.76325794544224,112.73685626286067,nll_uniy_0
300,new_learn,22,6,0,44.51956611814731,67.79182632064621,144.7939930132686,nll_uniy_1
301,new_learn,22,6,1,37.86722505996337,67.79182632064621,144.7939930132686,nll_uniy_1
302,new_learn,22,6,0,0.5586036870907736,49.89140392622426,113.59831841041279,nll_glc_0
303,new_learn,22,6,1,-76.62137241556736,49.89140392622426,113.59831841041279,nll_glc_0
304,new_learn,22,6,2,37.85122662540326,49.89140392622426,113.59831841041279,nll_glc_0
