date,condition,subject,trial,target_angle,su,rotation,rt,mt,ep
2025-03-27,mis_rep,1000,345,-150.0,1.0,0.52,2010,916,1.48
2025-03-27,mis_rep,1000,346,120.0,1.0,0.52,2002,448,0.38
2025-03-27,mis_rep,1000,347,60.0,1.0,0.52,2001,490,-1.37
2025-03-27,mis_rep,1000,348,30.0,1.0,0.52,2009,465,-1.64
2025-03-27,mis_rep,1000,349,-60.0,1.0,0.52,2009,784,-2.79
2025-03-27,mis_rep,1000,350,0.0,1.0,0.52,2007,601,-2.07
2025-03-27,mis_rep,1000,351,-120.0,1.0,0.52,2006,954,2.59
2025-03-27,mis_rep,1000,352,90.0,1.0,0.52,2003,489,0.06
2025-03-27,mis_rep,1000,353,-90.0,1.0,0.52,2011,505,2.38
2025-03-27,mis_rep,1000,354,150.0,1.0,0.52,2006,570,0.8
2025-03-27,mis_rep,1000,355,30.0,1.0,0.52,2003,424,-1.56
2025-03-27,mis_rep,1000,356,60.0,1.0,0.52,2003,444,-1.32
2025-03-27,mis_rep,1000,357,-150.0,1.0,0.52,2007,461,1.47
2025-03-27,mis_rep,1000,358,-120.0,1.0,0.52,2009,465,1.75
2025-03-27,mis_rep,1000,359,-60.0,1.0,0.52,2002,466,-2.75
2025-03-27,mis_rep,1000,360,120.0,1.0,0.52,2007,516,0.54
2025-03-27,mis_rep,1000,361,0.0,1.0,0.52,2003,607,-1.94
2025-03-27,mis_rep,1000,362,-30.0,1.0,0.52,2002,473,-1.57
2025-03-27,mis_rep,1000,363,60.0,1.0,0.52,2006,482,-1.33
2025-03-27,mis_rep,1000,364,-150.0,1.0,0.52,2011,544,1.47
2025-03-27,mis_rep,1000,365,90.0,1.0,0.52,2010,462,-1.0
2025-03-27,mis_rep,1000,366,-60.0,1.0,0.52,2003,555,-3.04
2025-03-27,mis_rep,1000,367,30.0,1.0,0.52,2002,475,-1.64
2025-03-27,mis_rep,1000,368,0.0,1.0,0.52,2007,502,-2.03
2025-03-27,mis_rep,1000,369,-90.0,1.0,0.52,2005,1017,2.56
2025-03-27,mis_rep,1000,370,150.0,1.0,0.52,2008,559,0.68
2025-03-27,mis_rep,1000,371,120.0,1.0,0.52,2004,625,0.2
2025-03-27,mis_rep,1000,372,-120.0,1.0,0.52,2009,571,1.6
2025-03-27,mis_rep,1000,373,-30.0,1.0,0.52,2010,547,-2.27
2025-03-27,mis_rep,1000,374,30.0,1.0,0.52,2008,569,-1.66
2025-03-27,mis_rep,1000,375,-60.0,1.0,0.52,2003,812,-2.83
2025-03-27,mis_rep,1000,376,120.0,1.0,0.52,2008,797,0.26
2025-03-27,mis_rep,1000,377,60.0,1.0,0.52,2001,434,-1.48
2025-03-27,mis_rep,1000,378,-30.0,1.0,0.52,2001,489,-2.23
2025-03-27,mis_rep,1000,379,-150.0,1.0,0.52,2007,462,1.43
2025-03-27,mis_rep,1000,380,-90.0,1.0,0.52,2004,553,2.81
2025-03-27,mis_rep,1000,381,90.0,1.0,0.52,2004,540,-0.52
2025-03-27,mis_rep,1000,382,-120.0,1.0,0.52,2003,502,1.59
2025-03-27,mis_rep,1000,383,150.0,1.0,0.52,2007,526,0.74
2025-03-27,mis_rep,1000,384,0.0,1.0,0.52,2004,562,-1.99
2025-03-27,mis_rep,1000,385,0.0,1.0,0.52,2005,518,-1.57
2025-03-27,mis_rep,1000,386,150.0,1.0,0.52,2001,607,0.7
2025-03-27,mis_rep,1000,387,60.0,1.0,0.52,2008,541,-1.38
2025-03-27,mis_rep,1000,388,-30.0,1.0,0.52,2002,583,-2.33
2025-03-27,mis_rep,1000,389,120.0,1.0,0.52,2005,578,0.45
2025-03-27,mis_rep,1000,390,30.0,1.0,0.52,2003,643,-1.75
2025-03-27,mis_rep,1000,391,-120.0,1.0,0.52,2007,571,1.82
2025-03-27,mis_rep,1000,392,-150.0,1.0,0.52,2002,493,1.45
2025-03-27,mis_rep,1000,393,90.0,1.0,0.52,2005,489,-0.97
2025-03-27,mis_rep,1000,394,-90.0,1.0,0.52,2010,533,2.4
2025-03-27,mis_rep,1000,395,-60.0,1.0,0.52,2008,601,-2.83
2025-03-27,mis_rep,1000,396,-90.0,1.0,0.52,2010,589,2.6
2025-03-27,mis_rep,1000,397,90.0,1.0,0.52,2009,604,-0.37
2025-03-27,mis_rep,1000,398,30.0,1.0,0.52,2002,507,-1.71
2025-03-27,mis_rep,1000,399,0.0,1.0,0.52,2006,486,-2.06
2025-03-27,mis_rep,1000,400,-120.0,1.0,0.52,2003,766,-2.93
2025-03-27,mis_rep,1000,401,-30.0,1.0,0.52,2003,628,-2.38
2025-03-27,mis_rep,1000,402,60.0,1.0,0.52,2003,435,-1.18
2025-03-27,mis_rep,1000,403,-150.0,1.0,0.52,2002,659,1.48
2025-03-27,mis_rep,1000,404,-60.0,1.0,0.52,2010,477,-2.87
2025-03-27,mis_rep,1000,405,150.0,1.0,0.52,2001,460,0.78
2025-03-27,mis_rep,1000,406,120.0,1.0,0.52,2005,522,0.45
