,condition,trial,phase,su_prev,emv,delta_emv,movement_error,movement_error_prev,rotation
536,interleaved,111,2.0,26.78,2.8953099397639193,-2.8878409731482577,-26.89849540703889,-24.010654433890632,29.79380534680281
537,interleaved,112,2.0,26.78,0.2963199478654559,-2.5989899918984634,-29.497485398937354,-26.89849540703889,29.79380534680281
538,interleaved,113,2.0,26.78,2.8400665862566825,2.5437466383912266,-26.953738760546127,-29.497485398937354,29.79380534680281
539,interleaved,114,2.0,26.78,-1.0268133447494137,-3.866879931006096,-30.820618691552223,-26.953738760546127,29.79380534680281
540,interleaved,115,2.0,0.0,4.7306615405549195,5.757474885304333,-25.06314380624789,-30.820618691552223,29.79380534680281
541,interleaved,116,2.0,0.0,0.8276622043427011,-3.9029993362122184,-28.96614314246011,-25.06314380624789,29.79380534680281
542,interleaved,117,2.0,26.78,0.6366292418216375,-0.1910329625210636,-29.157176104981172,-28.96614314246011,29.79380534680281
543,interleaved,118,2.0,26.78,-1.1060189383605348,-1.7426481801821723,-30.899824285163344,-29.157176104981172,29.79380534680281
544,interleaved,119,2.0,26.78,4.0220744457746065,5.128093384135141,-25.771730901028203,-30.899824285163344,29.79380534680281
545,interleaved,120,2.0,0.0,4.229719466199455,0.20764502042484878,-25.564085880603354,-25.771730901028203,29.79380534680281
546,interleaved,121,2.0,0.0,4.260459889322206,0.030740423122750826,-25.533345457480603,-25.564085880603354,29.79380534680281
547,interleaved,122,2.0,0.0,1.6575505933592893,-2.6029092959629168,-28.13625475344352,-25.533345457480603,29.79380534680281
548,interleaved,123,2.0,26.78,0.9623918713012927,-0.6951587220579967,-28.831413475501517,-28.13625475344352,29.79380534680281
549,interleaved,124,2.0,0.0,1.0322923270253312,0.06990045572403858,-28.761513019777478,-28.831413475501517,29.79380534680281
550,interleaved,125,2.0,0.0,0.8808374619964496,-0.1514548650288816,-28.91296788480636,-28.761513019777478,29.79380534680281
551,interleaved,126,2.0,26.78,0.6385754892616688,-0.24226197273478078,-29.15522985754114,-28.91296788480636,29.79380534680281
552,interleaved,127,2.0,0.0,2.325643274288339,1.6870677850266702,-27.46816207251447,-29.15522985754114,29.79380534680281
553,interleaved,128,2.0,0.0,0.9932161938462372,-1.332427080442102,-28.800589152956572,-27.46816207251447,29.79380534680281
554,interleaved,129,2.0,0.0,-1.0407028161992002,-2.0339190100454374,-30.83450816300201,-28.800589152956572,29.79380534680281
555,interleaved,130,2.0,0.0,1.3489444834377764,2.3896472996369766,1.3489444834377764,-30.83450816300201,0.0
556,interleaved,131,3.0,0.0,2.76096786307248,1.4120233796347037,2.76096786307248,1.3489444834377764,0.0
557,interleaved,132,3.0,26.78,0.8543301733269999,-1.9066376897454802,0.8543301733269999,2.76096786307248,0.0
558,interleaved,133,3.0,26.78,2.818984921773321,1.9646547484463213,2.818984921773321,0.8543301733269999,0.0
559,interleaved,134,3.0,26.78,0.8167264151613551,-2.002258506611966,0.8167264151613551,2.818984921773321,0.0
560,interleaved,135,3.0,0.0,0.5996382817427559,-0.21708813341859923,0.5996382817427559,0.8167264151613551,0.0
561,interleaved,136,3.0,0.0,-2.3382448071823774,-2.9378830889251333,-2.3382448071823774,0.5996382817427559,0.0
562,interleaved,137,3.0,26.78,0.6968107384384581,3.0350555456208355,0.6968107384384581,-2.3382448071823774,0.0
563,interleaved,138,3.0,0.0,3.515836994038068,2.81902625559961,3.515836994038068,0.6968107384384581,0.0
564,interleaved,139,3.0,26.78,1.4251231154406412,-2.090713878597427,1.4251231154406412,3.515836994038068,0.0
565,interleaved,140,3.0,0.0,1.5805224382908278,0.15539932285018665,1.5805224382908278,1.4251231154406412,0.0
566,interleaved,141,3.0,26.78,0.01935725150269718,-1.5611651867881307,0.01935725150269718,1.5805224382908278,0.0
567,interleaved,142,3.0,0.0,2.2852686800716384,2.2659114285689412,2.2852686800716384,0.01935725150269718,0.0
568,interleaved,143,3.0,0.0,-0.20472810009387388,-2.4899967801655123,-0.20472810009387388,2.2852686800716384,0.0
569,interleaved,144,3.0,26.78,-0.32743259063121855,-0.12270449053734467,-0.32743259063121855,-0.20472810009387388,0.0
570,interleaved,145,3.0,0.0,-0.3160082220478131,0.011424368583405453,-0.3160082220478131,-0.32743259063121855,0.0
571,interleaved,146,3.0,26.78,1.056625648168776,1.372633870216589,1.056625648168776,-0.3160082220478131,0.0
572,interleaved,147,3.0,0.0,0.09411013918897027,-0.9625155089798056,0.09411013918897027,1.056625648168776,0.0
573,interleaved,148,3.0,0.0,-1.2261411508966091,-1.3202512900855794,-1.2261411508966091,0.09411013918897027,0.0
574,interleaved,149,3.0,0.0,-0.1738225475267967,1.0523186033698124,-0.1738225475267967,-1.2261411508966091,0.0
575,interleaved,150,3.0,26.78,-1.2304469362585309,-1.0566243887317341,-1.2304469362585309,-0.1738225475267967,0.0
576,interleaved,151,3.0,26.78,-0.9544742928643757,0.27597264339415517,-0.9544742928643757,-1.2304469362585309,0.0
577,interleaved,152,3.0,26.78,-0.15404374207042792,0.8004305507939478,-0.15404374207042792,-0.9544742928643757,0.0
578,interleaved,153,3.0,26.78,0.6049696604817143,0.7590134025521422,0.6049696604817143,-0.15404374207042792,0.0
579,interleaved,154,3.0,0.0,0.7240037406130426,0.11903408013132832,0.7240037406130426,0.6049696604817143,0.0
580,interleaved,155,3.0,0.0,3.955097893246915,3.2310941526338723,3.955097893246915,0.7240037406130426,0.0
581,interleaved,156,3.0,0.0,3.017045034262395,-0.9380528589845198,3.017045034262395,3.955097893246915,0.0
582,interleaved,157,3.0,26.78,1.3467215221821505,-1.6703235120802447,1.3467215221821505,3.017045034262395,0.0
583,interleaved,158,3.0,26.78,2.0652397111866065,0.7185181890044561,2.0652397111866065,1.3467215221821505,0.0
584,interleaved,159,3.0,26.78,0.5246574977850713,-1.5405822134015352,0.5246574977850713,2.0652397111866065,0.0
585,interleaved,160,3.0,26.78,-2.4328370957977654,-2.9574945935828367,-2.4328370957977654,0.5246574977850713,0.0
586,interleaved,161,3.0,26.78,1.514255254383798,3.9470923501815633,1.514255254383798,-2.4328370957977654,0.0
587,interleaved,162,3.0,26.78,-0.4713597763639683,-1.9856150307477662,-0.4713597763639683,1.514255254383798,0.0
588,interleaved,163,3.0,0.0,4.142690487757434,4.614050264121403,4.142690487757434,-0.4713597763639683,0.0
589,interleaved,164,3.0,0.0,4.099539892141578,-0.04315059561585599,4.099539892141578,4.142690487757434,0.0
590,interleaved,165,3.0,26.78,4.765772497414218,0.6662326052726399,4.765772497414218,4.099539892141578,0.0
591,interleaved,166,3.0,26.78,4.055849936925057,-0.7099225604891615,4.055849936925057,4.765772497414218,0.0
592,interleaved,167,3.0,0.0,4.404651694295751,0.3488017573706941,4.404651694295751,4.055849936925057,0.0
593,interleaved,168,3.0,26.78,5.555896512559556,1.1512448182638053,5.555896512559556,4.404651694295751,0.0
594,interleaved,169,3.0,26.78,2.186219460406093,-3.369677052153463,2.186219460406093,5.555896512559556,0.0
595,interleaved,170,3.0,26.78,2.0020583993502754,-0.18416106105581775,2.0020583993502754,2.186219460406093,0.0
596,interleaved,171,3.0,0.0,2.1914823665796064,0.18942396722933097,2.1914823665796064,2.0020583993502754,0.0
597,interleaved,172,3.0,0.0,3.0659486542598557,0.8744662876802494,3.0659486542598557,2.1914823665796064,0.0
598,interleaved,173,3.0,26.78,5.218975515441443,2.153026861181587,5.218975515441443,3.0659486542598557,0.0
599,interleaved,174,3.0,26.78,3.628329208029797,-1.590646307411646,3.628329208029797,5.218975515441443,0.0
600,interleaved,175,3.0,0.0,4.978536589089458,1.3502073810596613,4.978536589089458,3.628329208029797,0.0
601,interleaved,176,3.0,0.0,2.01161606983797,-2.966920519251488,2.01161606983797,4.978536589089458,0.0
602,interleaved,177,3.0,26.78,10.80673420544187,8.7951181356039,10.80673420544187,2.01161606983797,0.0
