condition,subject,trial,sub_task,cat,x,y,xt,yt,resp,rt,fb
congruent_pinky_thumb,999,0,1,109,71.88,40.94,0.08,0.64,99,1859,Incorrect
congruent_pinky_thumb,999,1,2,112,78.44,59.87,0.09,0.94,113,1538,Incorrect
congruent_pinky_thumb,999,2,1,99,23.53,44.49,0.03,0.7,109,1549,Incorrect
congruent_pinky_thumb,999,3,1,99,46.43,54.13,0.05,0.85,109,896,Incorrect
congruent_pinky_thumb,999,4,2,112,58.56,45.5,0.07,0.71,112,1136,Correct
congruent_pinky_thumb,999,5,1,109,68.54,50.61,0.08,0.8,109,1552,Correct
congruent_pinky_thumb,999,6,1,109,82.45,63.07,0.09,0.99,109,772,Correct
congruent_pinky_thumb,999,7,1,109,60.55,42.51,0.07,0.67,109,942,Correct
congruent_pinky_thumb,999,8,1,99,30.09,46.83,0.03,0.74,99,1194,Correct
congruent_pinky_thumb,999,9,1,109,63.63,54.25,0.07,0.85,109,628,Correct
congruent_pinky_thumb,999,10,1,109,47.97,22.92,0.05,0.36,109,755,Correct
congruent_pinky_thumb,999,11,2,112,40.2,18.7,0.04,0.29,113,1370,Incorrect
congruent_pinky_thumb,999,12,2,112,53.16,44.38,0.06,0.7,113,1411,Incorrect
congruent_pinky_thumb,999,13,1,109,43.11,15.34,0.05,0.24,109,2158,Correct
congruent_pinky_thumb,999,14,1,99,38.62,51.32,0.04,0.81,109,1253,Incorrect
congruent_pinky_thumb,999,15,1,99,52.19,79.41,0.06,1.25,99,971,Correct
congruent_pinky_thumb,999,16,2,113,13.59,38.87,0.02,0.61,112,1137,Incorrect
congruent_pinky_thumb,999,17,2,113,41.06,60.02,0.05,0.94,112,1708,Incorrect
congruent_pinky_thumb,999,18,2,112,60.18,35.74,0.07,0.56,112,1390,Correct
congruent_pinky_thumb,999,19,2,113,38.85,60.19,0.04,0.95,113,795,Correct
congruent_pinky_thumb,999,20,1,109,76.97,59.01,0.09,0.93,109,878,Correct
congruent_pinky_thumb,999,21,1,99,25.19,44.03,0.03,0.69,99,638,Correct
congruent_pinky_thumb,999,22,2,113,40.39,67.15,0.05,1.05,113,1236,Correct
congruent_pinky_thumb,999,23,1,99,49.74,75.95,0.06,1.19,109,1358,Incorrect
congruent_pinky_thumb,999,24,1,99,45.81,54.95,0.05,0.86,99,1169,Correct
congruent_pinky_thumb,999,25,2,112,77.56,64.28,0.09,1.01,112,2205,Correct
congruent_pinky_thumb,999,26,2,112,51.6,42.97,0.06,0.67,112,1700,Correct
congruent_pinky_thumb,999,27,1,109,52.62,42.59,0.06,0.67,109,3363,Correct
congruent_pinky_thumb,999,28,2,112,55.23,40.93,0.06,0.64,112,945,Correct
congruent_pinky_thumb,999,29,2,112,81.18,65.5,0.09,1.03,112,1106,Correct
congruent_pinky_thumb,999,30,1,99,57.01,68.61,0.06,1.08,99,1708,Correct
congruent_pinky_thumb,999,31,2,113,28.78,41.76,0.03,0.66,113,1842,Correct
congruent_pinky_thumb,999,32,1,109,82.61,63.41,0.09,1.0,109,1084,Correct
congruent_pinky_thumb,999,33,1,99,44.79,60.17,0.05,0.95,99,2240,Correct
congruent_pinky_thumb,999,34,1,99,24.53,47.97,0.03,0.75,99,1121,Correct
congruent_pinky_thumb,999,35,2,112,71.6,56.1,0.08,0.88,112,2361,Correct
congruent_pinky_thumb,999,36,1,99,40.39,70.31,0.05,1.1,99,1540,Correct
congruent_pinky_thumb,999,37,2,113,41.81,65.09,0.05,1.02,113,1248,Correct
congruent_pinky_thumb,999,38,1,99,55.68,66.02,0.06,1.04,99,926,Correct
congruent_pinky_thumb,999,39,2,112,56.39,45.67,0.06,0.72,112,1328,Correct
congruent_pinky_thumb,999,40,1,109,31.83,15.42,0.04,0.24,99,670,Incorrect
congruent_pinky_thumb,999,41,2,112,63.47,52.59,0.07,0.83,112,833,Correct
congruent_pinky_thumb,999,42,2,113,45.07,73.41,0.05,1.15,113,2030,Correct
congruent_pinky_thumb,999,43,1,109,39.33,28.05,0.04,0.44,109,1588,Correct
congruent_pinky_thumb,999,44,2,112,41.15,30.61,0.05,0.48,112,1460,Correct
congruent_pinky_thumb,999,45,2,113,35.39,49.33,0.04,0.77,112,844,Incorrect
congruent_pinky_thumb,999,46,2,113,28.17,54.76,0.03,0.86,112,1226,Incorrect
congruent_pinky_thumb,999,47,1,99,55.9,75.82,0.06,1.19,109,1015,Incorrect
