experiment,condition,subject,trial,cat,x,y,xt,yt,resp,rt,fb
1,new_learn,26,0,B,79.06833935756072,58.0891487717438,3.9534169678780358,0.9124622151729743,B,920,Correct
1,new_learn,26,1,B,66.12981422559328,47.634770019525774,3.306490711279664,0.7482452177439075,B,924,Correct
1,new_learn,26,2,B,49.37693335171306,35.21314802948203,2.468846667585653,0.5531268357959532,B,1644,Correct
1,new_learn,26,3,B,37.5787079769289,19.224388657603473,1.878935398846445,0.30197599088241006,A,981,Incorrect
1,new_learn,26,4,A,52.94838815261492,62.34944762194392,2.647419407630746,0.979382833022403,B,834,Incorrect
1,new_learn,26,5,A,36.96392304232624,44.6550524840116,1.8481961521163124,0.7014399241471874,B,1370,Incorrect
1,new_learn,26,6,A,16.29104765291178,30.751711966272026,0.8145523826455888,0.48304676199274765,A,943,Correct
1,new_learn,26,7,B,45.92186885304764,16.28373318174577,2.2960934426523822,0.2557842826839443,B,789,Correct
1,new_learn,26,8,A,42.57891754160426,50.77671438119525,2.128945877080213,0.7975987643669509,B,975,Incorrect
1,new_learn,26,9,A,27.61900258446709,48.40394875010915,1.3809501292233546,0.7603274489903986,B,1479,Incorrect
1,new_learn,26,10,A,48.47126393694518,57.50976912351733,2.423563196847259,0.9033613409404357,B,2309,Incorrect
1,new_learn,26,11,B,84.59810676919174,66.258614138843,4.229905338459587,1.0407878770781498,B,978,Correct
1,new_learn,26,12,A,36.2556227431062,44.9939107610624,1.81278113715531,0.7067626975161418,A,928,Correct
1,new_learn,26,13,B,77.00585962472965,59.772327779386835,3.8502929812364823,0.938901529198414,B,954,Correct
1,new_learn,26,14,A,45.574299688246356,76.77486698147754,2.278714984412318,1.205976790446717,A,1441,Correct
1,new_learn,26,15,A,29.670460562984857,43.70487645922644,1.4835230281492429,0.6865145940517764,B,1075,Incorrect
1,new_learn,26,16,A,40.83407808429816,48.41729274335416,2.0417039042149083,0.7605370559461392,A,1599,Correct
1,new_learn,26,17,A,58.847763207910106,77.50380683668583,2.9423881603955055,1.217426950916873,B,714,Incorrect
1,new_learn,26,18,B,58.74199618520119,43.29756303532693,2.9370998092600593,0.6801165297506204,B,1201,Correct
1,new_learn,26,19,B,52.822683100336256,33.360360345528406,2.641134155016813,0.5240233149131014,B,1009,Correct
1,new_learn,26,20,B,35.35644246562515,22.656866757671875,1.7678221232812574,0.35589323079632385,A,972,Incorrect
1,new_learn,26,21,B,33.97313701222238,14.078055913719275,1.6986568506111188,0.22113758517683407,B,959,Correct
1,new_learn,26,22,A,59.33975531241161,85.98732487564868,2.9669877656205808,1.3506857406558839,A,883,Correct
1,new_learn,26,23,A,48.62194159237392,66.60656958168772,2.4310970796186964,1.0462535483932376,B,814,Incorrect
1,new_learn,26,24,B,61.97441353083943,32.80603586776449,3.0987206765419715,0.5153160063778609,B,684,Correct
1,new_learn,26,25,A,21.34524609297059,38.49610471420327,1.0672623046485297,0.604695398809822,A,686,Correct
1,new_learn,26,26,A,14.670198062155663,32.56316396563728,0.7335099031077832,0.5115009834604298,A,722,Correct
1,new_learn,26,27,A,35.90164301495157,65.61063584429584,1.7950821507475783,1.0306094578289748,A,1019,Correct
1,new_learn,26,28,B,77.05984488750973,64.72718623137635,3.852992244375486,1.016732263760152,B,647,Correct
1,new_learn,26,29,B,78.40679803828684,61.523445917234675,3.920339901914342,0.9664080285855671,B,839,Correct
1,new_learn,26,30,B,48.5142206296147,33.417159878134264,2.425711031480735,0.524915519884911,A,937,Incorrect
1,new_learn,26,31,A,63.53893058198764,84.49821633852099,3.176946529099382,1.3272948784526928,B,854,Incorrect
1,new_learn,26,32,B,57.69740793329771,34.75728593452099,2.8848703966648857,0.545966170753055,B,1306,Correct
1,new_learn,26,33,A,51.766010297870636,75.48954986882545,2.588300514893532,1.1857870764535117,A,1316,Correct
1,new_learn,26,34,A,16.74391057092262,32.5926759355483,0.837195528546131,0.5119645563997569,A,888,Correct
1,new_learn,26,35,A,61.907898454554044,71.67715458668867,3.095394922727702,1.1259021113988052,B,937,Incorrect
1,new_learn,26,36,B,45.135635986537416,19.06990521464634,2.2567817993268706,0.29954937063493314,B,1314,Correct
1,new_learn,26,37,A,23.82174739089475,52.403033420765475,1.1910873695447375,0.8231449241024862,A,627,Correct
1,new_learn,26,38,A,52.64842246235443,66.93083780716415,2.6324211231177217,1.0513471417679845,B,963,Incorrect
1,new_learn,26,39,A,47.26371325727167,54.20240216264672,2.3631856628635832,0.8514093422054523,B,1313,Incorrect
1,new_learn,26,40,B,58.04843833412756,48.55209134389861,2.902421916706378,0.7626544674120623,B,2006,Correct
1,new_learn,26,41,B,72.13452719721116,44.742768981195326,3.6067263598605575,0.7028177716629425,B,972,Correct
1,new_learn,26,42,B,81.71406662088796,57.05183006787719,4.085703331044398,0.8961680510754813,B,857,Correct
1,new_learn,26,43,B,34.62094848290049,20.08620921547045,1.7310474241450242,0.31551343654894787,A,774,Incorrect
1,new_learn,26,44,B,61.620905645638864,46.480356841034265,3.081045282281943,0.7301117379401266,B,890,Correct
1,new_learn,26,45,A,30.850200791075753,59.00222816851345,1.5425100395537876,0.9268048327981528,A,765,Correct
1,new_learn,26,46,B,75.75728764514083,58.96365673761592,3.7878643822570415,0.9261989541784224,B,671,Correct
1,new_learn,26,47,B,59.86719182603178,50.61677805602948,2.993359591301589,0.7950864904460363,B,683,Correct
1,new_learn,26,48,A,38.69272930360584,68.5392904548155,1.9346364651802919,1.0766126568755268,A,874,Correct
