condition,subject,trial,su,rotation,rt,mt,ep
interleaved,8002,1,26.78,0.0,5007,109,-1.61
interleaved,8002,2,0.0,0.0,450,91,-1.61
interleaved,8002,3,26.78,0.0,342,108,-1.57
interleaved,8002,4,0.0,0.0,333,117,-1.58
interleaved,8002,5,26.78,0.0,333,134,-1.63
interleaved,8002,6,0.0,0.0,458,117,-1.6
interleaved,8002,7,0.0,0.0,391,108,-1.58
interleaved,8002,8,26.78,0.0,317,116,-1.59
interleaved,8002,9,0.0,0.0,359,141,-1.66
interleaved,8002,10,26.78,0.0,407,108,-1.56
interleaved,8002,11,0.0,0.0,266,134,-1.59
interleaved,8002,12,26.78,0.0,425,108,-1.54
interleaved,8002,13,26.78,0.0,334,108,-1.59
interleaved,8002,14,0.0,0.0,375,100,-1.6
interleaved,8002,15,0.0,0.0,308,108,-1.59
interleaved,8002,16,26.78,0.0,334,116,-1.62
interleaved,8002,17,26.78,0.0,307,109,-1.59
interleaved,8002,18,26.78,0.0,312,103,-1.56
interleaved,8002,19,26.78,0.0,332,100,-1.54
interleaved,8002,20,0.0,0.0,434,133,-1.59
interleaved,8002,21,0.0,0.0,499,117,-1.56
interleaved,8002,22,26.78,0.0,417,100,-1.61
interleaved,8002,23,0.0,0.0,334,149,-1.64
interleaved,8002,24,0.0,0.0,476,101,-1.57
interleaved,8002,25,26.78,0.0,360,107,-1.61
interleaved,8002,26,0.0,0.0,300,100,-1.57
interleaved,8002,27,0.0,0.0,274,109,-1.63
interleaved,8002,28,0.0,0.0,358,117,-1.61
interleaved,8002,29,26.78,0.0,359,100,-1.55
