condition,subject,trial,su,rotation,rt,mt,ep
interleaved,1202,1,26.78,0.0,533,109,-1.68
interleaved,1202,2,0.0,1.0,808,100,-2.59
interleaved,1202,3,0.0,1.0,440,109,-2.6
interleaved,1202,4,26.78,0.0,458,150,-1.59
interleaved,1202,5,26.78,0.0,358,175,-1.58
interleaved,1202,6,0.0,0.0,484,133,-1.56
interleaved,1202,7,0.0,0.0,290,123,-1.59
interleaved,1202,8,26.78,0.0,342,141,-1.6
interleaved,1202,9,0.0,0.0,234,141,-1.57
interleaved,1202,10,26.78,0.0,43,150,-1.61
interleaved,1202,11,26.78,0.0,318,132,-1.57
interleaved,1202,12,26.78,0.0,325,116,-1.58
interleaved,1202,13,0.0,0.0,333,134,-1.58
interleaved,1202,14,0.0,0.0,6100,124,-1.63
interleaved,1202,15,26.78,0.0,450,133,-1.56
interleaved,1202,16,26.78,0.0,517,150,-1.61
interleaved,1202,17,26.78,0.0,417,141,-1.56
interleaved,1202,18,26.78,0.0,375,134,-1.6
interleaved,1202,19,26.78,0.0,317,116,-1.53
interleaved,1202,20,26.78,0.0,384,116,-1.64
interleaved,1202,21,0.0,0.0,384,133,-1.54
interleaved,1202,22,26.78,0.0,383,109,-1.6
interleaved,1202,23,26.78,0.0,308,125,-1.6
interleaved,1202,24,26.78,0.0,300,142,-1.66
interleaved,1202,25,0.0,0.0,383,126,-1.61
interleaved,1202,26,0.0,0.0,382,118,-1.59
interleaved,1202,27,26.78,0.0,350,126,-1.58
interleaved,1202,28,0.0,0.0,308,117,-1.61
interleaved,1202,29,26.78,0.0,324,133,-1.59
interleaved,1202,30,0.0,0.26,408,116,-1.86
interleaved,1202,31,0.0,0.26,358,126,-1.91
interleaved,1202,32,0.0,0.26,317,125,-1.86
interleaved,1202,33,26.78,0.26,317,125,-1.88
interleaved,1202,34,26.78,0.26,326,116,-1.98
interleaved,1202,35,0.0,0.26,383,142,-1.96
