condition,subject,trial,su,rotation,rt,mt,ep
blocked,1,1,26.78,0.0,1582,250,-1.66
blocked,1,2,0.0,0.0,867,408,-1.59
blocked,1,3,0.0,0.0,850,883,-1.62
blocked,1,4,26.78,0.0,734,475,-1.54
blocked,1,5,0.0,0.0,709,200,-1.79
blocked,1,6,26.78,0.0,934,566,-1.56
blocked,1,7,0.0,0.0,758,159,-1.54
blocked,1,8,0.0,0.0,799,2758,-1.58
blocked,1,9,26.78,0.0,783,351,-1.63
blocked,1,10,0.0,0.0,683,159,-1.56
blocked,1,11,26.78,0.0,500,2066,-1.74
blocked,1,12,26.78,0.0,650,150,-1.65
blocked,1,13,26.78,0.0,542,167,-1.62
blocked,1,14,0.0,0.0,633,208,-1.62
blocked,1,15,26.78,0.0,633,183,-1.55
blocked,1,16,0.0,0.0,641,250,-1.58
blocked,1,17,0.0,0.0,592,283,-1.54
blocked,1,18,26.78,0.0,575,217,-1.6
blocked,1,19,0.0,0.0,616,200,-1.63
blocked,1,20,0.0,0.0,684,199,-1.6
blocked,1,21,0.0,0.0,592,233,-1.58
blocked,1,22,0.0,0.0,442,252,-1.63
blocked,1,23,0.0,0.0,550,234,-1.53
blocked,1,24,0.0,0.0,542,241,-1.57
blocked,1,25,26.78,0.0,733,267,-1.55
blocked,1,26,0.0,0.0,475,349,-1.59
blocked,1,27,26.78,0.0,475,309,-1.57
blocked,1,28,0.0,0.0,508,1417,-1.64
blocked,1,29,26.78,0.0,608,410,-1.56
blocked,1,30,26.78,0.26,708,250,-1.83
blocked,1,31,26.78,0.26,517,300,-1.89
blocked,1,32,26.78,0.26,550,317,-1.94
blocked,1,33,26.78,0.26,558,367,-1.95
blocked,1,34,26.78,0.26,734,367,-1.95
blocked,1,35,26.78,0.26,576,324,-2.05
blocked,1,36,26.78,0.26,633,425,-1.97
blocked,1,37,26.78,0.26,2300,533,-1.94
blocked,1,38,26.78,0.26,200,617,-1.88
blocked,1,39,26.78,0.26,876,649,-1.89
blocked,1,40,26.78,0.26,550,836,-1.83
blocked,1,41,26.78,0.26,725,1350,-1.85
blocked,1,42,26.78,0.26,484,633,-1.9
blocked,1,43,26.78,0.26,542,658,-1.81
blocked,1,44,26.78,0.26,791,793,-1.87
blocked,1,45,26.78,0.26,467,525,-1.98
blocked,1,46,26.78,0.26,634,683,-1.97
blocked,1,47,26.78,0.26,591,500,-1.93
blocked,1,48,26.78,0.26,709,683,-1.99
