condition,subject,trial,su,rotation,rt,mt,ep
interleaved,1504,1,26.78,0.0,872,2654,2.33
interleaved,1504,2,26.78,0.0,437,178,-1.65
interleaved,1504,3,26.78,0.0,310,153,-1.52
interleaved,1504,4,0.0,0.0,386,186,-1.54
interleaved,1504,5,26.78,0.0,300,166,-1.57
interleaved,1504,6,26.78,0.0,336,144,-1.57
interleaved,1504,7,26.78,0.0,313,146,-1.56
interleaved,1504,8,0.0,0.0,395,154,-1.5
interleaved,1504,9,26.78,0.0,352,143,-1.53
interleaved,1504,10,26.78,0.0,292,142,-1.54
interleaved,1504,11,0.0,0.0,397,186,-1.55
interleaved,1504,12,0.0,0.0,330,196,-1.55
interleaved,1504,13,0.0,0.0,305,134,-1.49
interleaved,1504,14,26.78,0.0,318,172,-1.52
interleaved,1504,15,0.0,0.0,300,920,-1.53
interleaved,1504,16,0.0,0.0,391,115,-1.49
interleaved,1504,17,26.78,0.0,327,123,-1.58
interleaved,1504,18,26.78,0.0,307,103,-1.6
interleaved,1504,19,0.0,0.0,502,142,-1.5
interleaved,1504,20,26.78,0.0,288,133,-1.43
interleaved,1504,21,0.0,0.0,305,145,-1.59
interleaved,1504,22,26.78,0.0,299,153,-1.49
interleaved,1504,23,0.0,0.0,331,135,-1.68
interleaved,1504,24,0.0,0.0,349,135,-1.52
interleaved,1504,25,26.78,0.0,371,193,-1.53
interleaved,1504,26,0.0,0.0,404,145,-1.55
interleaved,1504,27,0.0,0.0,314,138,-1.51
interleaved,1504,28,26.78,0.0,356,144,-1.54
interleaved,1504,29,0.0,0.0,379,147,-1.54
