condition,subject,trial,state,t,x,y
interleaved,8002,1,state_init,16279.0,19.692625719187333,864.0014488131116
interleaved,8002,1,state_init,16298.0,19.693194883927845,864.0008345411713
interleaved,8002,1,state_init,16306.0,19.693384605508072,864.0015449870011
interleaved,8002,1,state_init,16314.0,19.6935743270883,864.0023205828853
interleaved,8002,1,state_init,16322.0,19.69328974471796,864.0040858391176
interleaved,8002,1,state_init,16330.0,19.69442807419898,864.0064715720572
interleaved,8002,1,state_init,16338.0,19.694522934989095,864.0061396170187
interleaved,8002,1,state_init,16346.0,19.694712656569322,864.0054663997914
interleaved,8002,1,state_init,16354.0,19.69490237814955,864.0057735357614
interleaved,8002,1,state_init,16362.0,19.694238352618925,864.0077156278553
interleaved,8002,1,state_init,16371.0,19.693953770248584,864.0061241051011
interleaved,8002,1,state_init,16380.0,19.693669187878243,864.0055160379279
interleaved,8002,1,state_init,16388.0,19.74147902608479,863.9995253353189
interleaved,8002,1,state_init,16397.0,19.746696369539848,864.0035925601353
interleaved,8002,1,state_init,16405.0,19.742712216355926,864.0027114832109
interleaved,8002,1,state_init,16413.0,19.744229988997404,863.9966556305476
interleaved,8002,1,state_init,16421.0,19.743945406627233,864.0008779745408
interleaved,8002,1,state_init,16429.0,19.74356596346678,864.0018521229713
interleaved,8002,1,state_init,16437.0,19.743281381096608,864.0045667085657
interleaved,8002,1,state_init,16445.0,19.74460943215786,864.0019203754091
interleaved,8002,1,state_init,16454.0,19.74460943215786,864.0022088970779
interleaved,8002,1,state_init,16462.0,19.746032344009222,864.0025594664177
interleaved,8002,1,state_init,16471.0,19.74517859689837,864.0020196516823
interleaved,8002,1,state_init,16479.0,19.74622206558945,864.0016721847262
interleaved,8002,1,state_init,16487.0,19.745368318478597,864.0008469507055
interleaved,8002,1,state_init,16495.0,19.74546317926871,864.0001737334779
interleaved,8002,1,state_init,16504.0,19.74546317926871,864.0011261652237
interleaved,8002,1,state_init,16512.0,19.74574776163888,864.002122030339
interleaved,8002,1,state_init,16521.0,19.74574776163888,864.0011261652237
interleaved,8002,1,state_init,16529.0,19.746032344009222,864.002509828281
interleaved,8002,1,state_init,16537.0,19.74622206558945,864.0019979349976
interleaved,8002,1,state_init,16545.0,19.74574776163888,864.0030899740025
interleaved,8002,1,state_init,16554.0,19.74574776163888,864.0015946251378
interleaved,8002,1,state_init,16562.0,19.744514571367745,864.0011789057438
interleaved,8002,1,state_init,16571.0,19.745083736108256,864.0012533629488
interleaved,8002,1,state_init,16579.0,19.743755685047006,864.0003660812573
interleaved,8002,1,state_init,16587.0,19.744514571367745,864.0023640162549
interleaved,8002,1,state_init,16595.0,19.74441971057763,864.0046814967567
interleaved,8002,1,state_init,16604.0,19.74441971057763,864.0029162405243
interleaved,8002,1,state_init,16612.0,19.745083736108256,864.002429166309
interleaved,8002,1,state_init,16621.0,19.744704292947972,864.0022492280639
interleaved,8002,1,state_init,16629.0,19.74546317926871,864.0024632925281
interleaved,8002,1,state_init,16637.0,19.744704292947972,864.0038934913383
interleaved,8002,1,state_init,16645.0,19.74441971057763,864.0009338174445
interleaved,8002,1,state_init,16654.0,19.744040267417176,864.0011013461553
interleaved,8002,1,state_init,16662.0,19.744704292947972,864.0009772508139
interleaved,8002,1,state_init,16671.0,19.744040267417176,864.0014984512482
interleaved,8002,1,state_init,16679.0,19.744324849787517,864.0015356798506
interleaved,8002,1,state_init,16687.0,19.745083736108256,863.9998355736725
interleaved,8002,1,state_init,16695.0,19.74517859689837,863.9996711473451
interleaved,8002,1,state_init,16704.0,19.74574776163888,863.9996928640298
interleaved,8002,1,state_init,16712.0,19.746032344009222,863.999792140303
interleaved,8002,1,state_init,16721.0,19.746696369539848,864.000474664681
interleaved,8002,1,state_init,16729.0,19.746411787169507,864.000549121886
interleaved,8002,1,state_init,16737.0,19.747455255860586,864.0022647399817
interleaved,8002,1,state_init,16745.0,19.74679123032996,864.0025408521165
interleaved,8002,1,state_init,16754.0,19.747170673490245,863.9994477757306
interleaved,8002,1,state_init,16762.0,19.748403863761553,864.0015294750834
interleaved,8002,1,state_init,16771.0,19.751629130624565,863.9960227443062
interleaved,8002,1,state_init,16779.0,20.029002080854184,863.9672977751418
interleaved,8002,1,state_init,16787.0,20.745485628420397,863.9510940259306
interleaved,8002,1,state_init,16795.0,21.70016461990815,864.0035118981634
interleaved,8002,1,state_init,16804.0,22.863537349598744,864.1140156973497
interleaved,8002,1,state_init,16812.0,24.47759369301741,864.3308629994001
interleaved,8002,1,state_init,16821.0,26.551440286012678,864.6789628417291
interleaved,8002,1,state_init,16829.0,29.56820313252433,865.2623288371645
interleaved,8002,1,state_init,16837.0,32.10207712707182,865.7689263519894
interleaved,8002,1,state_init,16845.0,34.2662786226299,866.2192497318458
interleaved,8002,1,state_init,16854.0,35.57872508395036,866.4716627587586
interleaved,8002,1,state_init,16862.0,36.78516461234284,866.6349225899831
interleaved,8002,1,state_init,16871.0,38.389023420826504,866.7974936920625
interleaved,8002,1,state_init,16879.0,40.06839141822343,866.8910026342361
interleaved,8002,1,state_init,16887.0,41.996579268032235,866.9933130385025
interleaved,8002,1,state_init,16895.0,43.3171837573006,867.0358343072537
interleaved,8002,1,state_init,16904.0,43.9838179596735,867.0271755548034
interleaved,8002,1,state_init,16912.0,44.3898221412681,867.0174123538142
interleaved,8002,1,state_init,16921.0,44.61966983566134,867.0083627010381
interleaved,8002,1,state_init,16929.0,44.74958168769268,866.9948859469556
interleaved,8002,1,state_init,16937.0,44.81413445535037,866.9887184084849
interleaved,8002,1,state_init,16945.0,44.850228985980436,866.9944267941922
interleaved,8002,1,state_init,16954.0,44.87290071481249,866.9915570894209
interleaved,8002,1,state_init,16962.0,44.88765156767175,866.9936046625551
interleaved,8002,1,state_init,16971.0,44.90050520472926,866.9896305092448
interleaved,8002,1,state_init,16979.0,44.905580256999315,866.985370936649
interleaved,8002,1,state_init,16987.0,44.90975413176329,866.9908094149886
interleaved,8002,1,state_init,16995.0,44.91568293114403,866.9907659816192
interleaved,8002,1,state_init,17004.0,44.92052083143881,866.9906977291813
interleaved,8002,1,state_init,17012.0,44.92137457854966,866.9935084886653
interleaved,8002,1,state_init,17021.0,44.928726289781764,866.9910327866032
interleaved,8002,1,state_init,17029.0,44.934797380347675,866.9978580303834
interleaved,8002,1,state_init,17037.0,45.01068601242139,867.0415799215634
interleaved,8002,1,state_init,17045.0,45.44936973620264,867.3578803326432
interleaved,8002,1,state_init,17054.0,46.01905621110137,867.8036370039339
interleaved,8002,1,state_init,17062.0,46.7591600954006,868.450511892745
interleaved,8002,1,state_init,17071.0,47.5974923278402,869.2074190184447
interleaved,8002,1,state_init,17079.0,48.5135155473655,870.0827906594859
interleaved,8002,1,state_init,17087.0,49.38827432320056,870.9701002723752
interleaved,8002,1,state_init,17095.0,50.38217825139145,871.9623355988526
interleaved,8002,1,state_init,17104.0,51.148036840200746,872.8065686163377
interleaved,8002,1,state_init,17112.0,51.760173518665624,873.5727084354422
interleaved,8002,1,state_init,17121.0,52.28745722039292,874.2713372864092
interleaved,8002,1,state_init,17129.0,52.72301053810128,874.8777943225067
interleaved,8002,1,state_init,17137.0,53.080066552008134,875.4158841326106
interleaved,8002,1,state_init,17145.0,53.41098841824481,875.9319253029205
interleaved,8002,1,state_init,17154.0,53.73275621823757,876.4349736909797
interleaved,8002,1,state_init,17162.0,54.019520386686224,876.9041006174507
interleaved,8002,1,state_init,17171.0,54.26464066828436,877.3109409896597
interleaved,8002,1,state_init,17179.0,54.466409568810434,877.6683355730639
interleaved,8002,1,state_init,17188.0,54.63749100374173,877.9720961498892
interleaved,8002,1,state_init,17196.0,54.7462488995825,878.1737479773778
interleaved,8002,1,state_init,17204.0,54.81336290857257,878.2922404141707
interleaved,8002,1,state_init,17212.0,54.84101482888457,878.3449716271405
interleaved,8002,1,state_init,17221.0,54.85567082095372,878.3767121131026
interleaved,8002,1,state_init,17229.0,54.864350583247244,878.389720407271
interleaved,8002,1,state_init,17237.0,54.86577349509861,878.3935115199527
interleaved,8002,1,state_init,17245.0,54.87065882578827,878.398515664597
interleaved,8002,1,state_init,17254.0,54.872935484750485,878.4009727523578
interleaved,8002,1,state_init,17262.0,54.868050154060825,878.3999582729414
interleaved,8002,1,state_init,17271.0,54.86999480025764,878.4019437984048
interleaved,8002,1,state_init,17279.0,54.871465142504064,878.4030482469437
interleaved,8002,1,state_init,17287.0,54.871322851318894,878.3974918780299
interleaved,8002,1,state_init,17295.0,54.871322851318894,878.3995921916842
interleaved,8002,1,state_init,17304.0,54.872508611195144,878.4028403872468
interleaved,8002,1,state_init,17313.0,54.87435839660185,878.4056325324298
interleaved,8002,1,state_searching_ring,17321.0,54.87421610541685,878.4049127794493
interleaved,8002,1,state_searching_ring,17330.0,54.87359951028111,878.4056108157449
interleaved,8002,1,state_searching_ring,17338.0,54.873077775935656,878.403916914334
interleaved,8002,1,state_searching_ring,17346.0,54.87260347198526,878.4038579690468
interleaved,8002,1,state_searching_ring,17354.0,54.872935484750485,878.403997576306
interleaved,8002,1,state_searching_ring,17362.0,54.8730303455406,878.4025828894132
interleaved,8002,1,state_searching_ring,17370.0,54.87355207988605,878.4032312875725
interleaved,8002,1,state_searching_ring,17378.0,54.873077775935656,878.4024960226742
interleaved,8002,1,state_searching_ring,17387.0,54.86325968416111,878.39596550533
interleaved,8002,1,state_searching_ring,17395.0,54.859607543742584,878.3988290053343
interleaved,8002,1,state_searching_ring,17404.0,54.86088816440878,878.3984070811733
interleaved,8002,1,state_searching_ring,17412.0,54.86131503796429,878.4008331450987
interleaved,8002,1,state_searching_ring,17420.0,54.86131503796429,878.3966356201738
interleaved,8002,1,state_searching_ring,17428.0,54.86273794981565,878.399232315194
interleaved,8002,1,state_searching_ring,17437.0,54.862121354680085,878.4000575492147
interleaved,8002,1,state_searching_ring,17445.0,54.86103045559395,878.4025859917969
interleaved,8002,1,state_searching_ring,17453.0,54.86207392428503,878.4036190855145
interleaved,8002,1,state_searching_ring,17461.0,54.86207392428503,878.4027069847548
interleaved,8002,1,state_searching_ring,17470.0,54.86368655771662,878.401875545967
interleaved,8002,1,state_searching_ring,17478.0,54.86292767139588,878.3999706824756
interleaved,8002,1,state_searching_ring,17487.0,54.863307114556164,878.3993284890836
interleaved,8002,1,state_searching_ring,17495.0,54.86340197534628,878.4017576553925
interleaved,8002,1,state_searching_ring,17503.0,54.86292767139588,878.4015342837779
