condition,subject,trial,su,rotation,rt,mt,ep
interleaved,8202,1,0.0,0.0,486,97,-1.63
interleaved,8202,2,0.0,0.0,451,101,-1.58
interleaved,8202,3,26.78,0.0,392,108,-1.55
interleaved,8202,4,26.78,0.0,422,95,-1.54
interleaved,8202,5,26.78,0.0,366,92,-1.52
interleaved,8202,6,0.0,0.0,357,93,-1.6
interleaved,8202,7,26.78,0.0,342,101,-1.53
interleaved,8202,8,0.0,0.0,408,94,-1.52
interleaved,8202,9,0.0,0.0,318,92,-1.52
interleaved,8202,10,26.78,0.0,329,83,-1.55
interleaved,8202,11,26.78,0.0,367,90,-1.57
interleaved,8202,12,26.78,0.0,321,94,-1.58
interleaved,8202,13,26.78,0.0,50,108,-1.54
interleaved,8202,14,0.0,0.0,400,92,-1.53
interleaved,8202,15,0.0,0.0,317,91,-1.55
interleaved,8202,16,0.0,0.0,327,81,-1.48
interleaved,8202,17,26.78,0.0,397,90,-1.54
interleaved,8202,18,0.0,0.0,304,85,-1.59
interleaved,8202,19,0.0,0.0,334,100,-1.59
interleaved,8202,20,0.0,0.0,308,102,-1.57
interleaved,8202,21,0.0,0.0,353,84,-1.58
interleaved,8202,22,26.78,0.0,325,91,-1.56
interleaved,8202,23,0.0,0.0,476,100,-1.63
interleaved,8202,24,0.0,0.0,375,92,-1.54
interleaved,8202,25,0.0,0.0,350,91,-1.52
interleaved,8202,26,26.78,0.0,508,83,-1.5
interleaved,8202,27,26.78,0.0,310,92,-1.54
interleaved,8202,28,0.0,0.0,367,83,-1.62
interleaved,8202,29,26.78,0.0,484,82,-1.59
