condition,subject,trial,su,rotation,rt,mt,ep
interleaved,9444,1,26.78,0.0,473,79,-1.6
interleaved,9444,2,26.78,0.0,375,67,-1.51
interleaved,9444,3,26.78,0.0,393,65,-1.56
interleaved,9444,4,26.78,0.0,332,83,-1.52
interleaved,9444,5,0.0,0.0,326,92,-1.54
interleaved,9444,6,26.78,0.0,401,75,-1.54
interleaved,9444,7,0.0,0.0,325,91,-1.57
interleaved,9444,8,0.0,0.0,325,91,-1.56
interleaved,9444,9,26.78,0.0,333,91,-1.62
interleaved,9444,10,26.78,0.0,467,108,-1.61
interleaved,9444,11,0.0,0.0,288,83,-1.57
interleaved,9444,12,0.0,0.0,329,76,-1.51
interleaved,9444,13,26.78,0.0,258,92,-1.54
interleaved,9444,14,26.78,0.0,266,92,-1.58
interleaved,9444,15,26.78,0.0,1200,100,-1.56
interleaved,9444,16,0.0,0.0,224,105,-1.57
interleaved,9444,17,26.78,0.0,280,79,-1.56
interleaved,9444,18,0.0,0.0,316,83,-1.54
interleaved,9444,19,0.0,0.0,292,83,-1.54
interleaved,9444,20,0.0,0.0,350,88,-1.53
interleaved,9444,21,26.78,0.0,290,68,-1.49
interleaved,9444,22,26.78,0.0,265,83,-1.59
interleaved,9444,23,0.0,0.0,116,100,-1.57
interleaved,9444,24,26.78,0.0,276,82,-1.54
interleaved,9444,25,26.78,0.0,262,83,-1.55
interleaved,9444,26,26.78,0.0,241,100,-1.5
interleaved,9444,27,0.0,0.0,204,91,-1.55
interleaved,9444,28,0.0,0.0,291,92,-1.57
interleaved,9444,29,0.0,0.0,242,91,-1.52
