condition,subject,trial,su,rotation,rt,mt,ep
interleaved,2,1,26.78,0.0,717,116,-1.69
interleaved,2,2,26.78,0.0,665,113,-1.63
interleaved,2,3,26.78,0.0,668,101,-1.59
interleaved,2,4,26.78,0.0,591,111,-1.6
interleaved,2,5,26.78,0.0,1366,125,-1.58
interleaved,2,6,26.78,0.0,2014,100,-1.64
interleaved,2,7,26.78,0.0,708,108,-1.66
interleaved,2,8,0.0,0.0,1857,100,-1.48
interleaved,2,9,26.78,0.0,607,100,-1.62
interleaved,2,10,0.0,0.0,684,92,-1.41
interleaved,2,11,26.78,0.0,434,100,-1.56
interleaved,2,12,0.0,0.0,1492,103,-1.44
interleaved,2,13,26.78,0.0,1183,91,-1.46
interleaved,2,14,26.78,0.0,2925,116,-1.61
interleaved,2,15,0.0,0.0,689,125,-1.49
interleaved,2,16,26.78,0.0,916,108,-1.62
interleaved,2,17,26.78,0.0,799,92,-1.4
interleaved,2,18,26.78,0.0,600,88,-1.41
interleaved,2,19,0.0,0.0,582,117,-1.59
interleaved,2,20,0.0,0.0,883,101,-1.67
interleaved,2,21,26.78,0.0,1176,92,-1.71
interleaved,2,22,0.0,0.0,487,109,-1.59
interleaved,2,23,26.78,0.0,700,100,-1.58
interleaved,2,24,0.0,0.0,467,108,-1.54
interleaved,2,25,0.0,0.0,1016,126,-1.56
interleaved,2,26,26.78,0.0,804,101,-1.56
interleaved,2,27,26.78,0.0,718,109,-1.6
interleaved,2,28,26.78,0.0,720,101,-1.68
interleaved,2,29,0.0,0.0,516,150,-1.61
interleaved,2,30,26.78,0.26,615,96,-1.89
interleaved,2,31,0.0,0.26,653,98,-1.87
interleaved,2,32,26.78,0.26,624,109,-1.91
interleaved,2,33,26.78,0.26,499,109,-1.83
interleaved,2,34,0.0,0.26,733,174,-1.79
interleaved,2,35,26.78,0.26,617,100,-1.76
interleaved,2,36,0.0,0.26,1945,151,-2.3
interleaved,2,37,0.0,0.26,509,171,-1.66
interleaved,2,38,0.0,0.26,648,143,-1.88
interleaved,2,39,26.78,0.26,599,137,-1.9
interleaved,2,40,0.0,0.26,529,175,-1.72
interleaved,2,41,26.78,0.26,680,139,-2.04
interleaved,2,42,26.78,0.26,458,168,-1.72
interleaved,2,43,26.78,0.26,5242,126,-1.93
interleaved,2,44,0.0,0.26,806,100,-1.86
interleaved,2,45,0.0,0.26,3915,109,-1.93
interleaved,2,46,26.78,0.26,1245,125,-1.91
interleaved,2,47,0.0,0.26,625,117,-2.06
interleaved,2,48,0.0,0.26,534,117,-1.92
interleaved,2,49,0.0,0.26,671,110,-1.93
interleaved,2,50,0.0,0.26,805,116,-1.91
interleaved,2,51,26.78,0.26,717,158,-1.91
interleaved,2,52,26.78,0.26,470,166,-1.96
interleaved,2,53,26.78,0.26,825,233,-1.94
interleaved,2,54,0.0,0.26,1592,141,-1.84
interleaved,2,55,26.78,0.26,1638,133,-2.0
interleaved,2,56,0.0,0.26,1834,142,-2.17
interleaved,2,57,26.78,0.26,3838,155,-1.85
interleaved,2,58,26.78,0.26,1450,167,-2.21
interleaved,2,59,0.0,0.26,578,122,-1.94
interleaved,2,60,26.78,0.26,1659,166,-1.98
interleaved,2,61,26.78,0.26,670,225,-1.94
interleaved,2,62,0.0,0.26,975,249,-1.69
interleaved,2,63,26.78,0.26,2034,183,-1.91
interleaved,2,64,26.78,0.26,2874,234,-1.88
interleaved,2,65,0.0,0.26,3623,158,-1.88
interleaved,2,66,0.0,0.26,842,192,-2.14
interleaved,2,67,26.78,0.26,774,167,-2.04
interleaved,2,68,26.78,0.26,856,184,-1.86
interleaved,2,69,0.0,0.26,556,153,-2.04
interleaved,2,70,26.78,0.26,870,167,-1.88
interleaved,2,71,0.0,0.26,3453,297,-1.92
interleaved,2,72,26.78,0.26,949,167,-2.02
interleaved,2,73,0.0,0.26,1008,175,-2.08
interleaved,2,74,0.0,0.26,1281,183,-1.94
interleaved,2,75,0.0,0.26,1365,200,-1.83
interleaved,2,76,26.78,0.26,469,205,-2.1
interleaved,2,77,26.78,0.26,757,308,-1.81
interleaved,2,78,26.78,0.26,725,175,-1.92
interleaved,2,79,0.0,0.26,534,224,-1.84
interleaved,2,80,26.78,0.26,1169,264,-1.93
interleaved,2,81,26.78,0.26,516,238,-1.97
interleaved,2,82,0.0,0.26,583,250,-2.04
interleaved,2,83,26.78,0.26,527,222,-1.78
interleaved,2,84,0.0,0.26,1000,287,-1.91
interleaved,2,85,26.78,0.26,472,212,-1.99
interleaved,2,86,26.78,0.26,691,232,-1.91
interleaved,2,87,0.0,0.26,858,306,-1.8
interleaved,2,88,26.78,0.26,1050,275,-1.94
interleaved,2,89,0.0,0.26,500,301,-1.98
interleaved,2,90,0.0,0.26,733,275,-1.9
interleaved,2,91,26.78,0.26,451,307,-1.95
interleaved,2,92,26.78,0.26,553,183,-1.97
interleaved,2,93,0.0,0.26,533,167,-1.92
interleaved,2,94,26.78,0.26,2784,324,-1.95
interleaved,2,95,26.78,0.26,1625,283,-2.0
interleaved,2,96,0.0,0.26,531,240,-1.99
interleaved,2,97,0.0,0.26,638,231,-2.0
interleaved,2,98,0.0,0.26,388,262,-1.93
interleaved,2,99,0.0,0.26,383,232,-1.95
interleaved,2,100,0.0,0.26,310,357,-1.99
interleaved,2,101,26.78,0.26,541,279,-1.9
interleaved,2,102,0.0,0.26,500,193,-1.84
interleaved,2,103,26.78,0.26,462,314,-1.88
interleaved,2,104,0.0,0.26,478,266,-1.94
interleaved,2,105,0.0,0.26,625,291,-1.88
interleaved,2,106,26.78,0.26,532,234,-1.88
interleaved,2,107,0.0,0.26,400,358,-1.92
interleaved,2,108,0.0,0.26,637,285,-1.93
interleaved,2,109,26.78,0.26,342,294,-1.9
interleaved,2,110,0.0,0.26,688,337,-1.98
interleaved,2,111,0.0,0.26,431,374,-1.97
interleaved,2,112,26.78,0.26,934,305,-1.97
interleaved,2,113,26.78,0.26,633,234,-1.94
interleaved,2,114,26.78,0.26,433,180,-1.87
interleaved,2,115,0.0,0.26,857,191,-1.69
interleaved,2,116,26.78,0.26,748,242,-1.69
interleaved,2,117,26.78,0.26,958,283,-1.17
interleaved,2,118,26.78,0.26,417,158,-1.85
interleaved,2,119,0.0,0.26,546,263,-1.98
interleaved,2,120,0.0,0.26,542,325,-1.97
interleaved,2,121,26.78,0.26,583,294,-1.93
interleaved,2,122,0.0,0.26,382,245,-1.91
interleaved,2,123,26.78,0.26,508,209,-1.95
interleaved,2,124,0.0,0.26,751,282,-2.03
interleaved,2,125,0.0,0.26,656,246,-1.95
interleaved,2,126,0.0,0.26,687,236,-2.0
interleaved,2,127,26.78,0.26,431,368,-1.96
interleaved,2,128,26.78,0.26,1362,279,-1.95
interleaved,2,129,0.0,0.26,637,443,-1.96
interleaved,2,130,26.78,0.0,566,192,-1.6
interleaved,2,131,26.78,0.0,450,178,-1.65
interleaved,2,132,26.78,0.0,363,233,-1.56
interleaved,2,133,26.78,0.0,509,158,-1.59
interleaved,2,134,0.0,0.0,634,154,-1.55
interleaved,2,135,26.78,0.0,380,171,-1.6
interleaved,2,136,0.0,0.0,366,181,-1.75
interleaved,2,137,26.78,0.0,374,145,-1.7
interleaved,2,138,26.78,0.0,633,216,-1.72
interleaved,2,139,0.0,0.0,540,217,-1.7
interleaved,2,140,26.78,0.0,541,198,-1.69
interleaved,2,141,0.0,0.0,500,225,-1.67
interleaved,2,142,0.0,0.0,2517,207,-1.64
interleaved,2,143,0.0,0.0,468,250,-1.65
interleaved,2,144,0.0,0.0,577,221,-1.61
interleaved,2,145,26.78,0.0,441,259,-1.71
interleaved,2,146,26.78,0.0,2814,267,-1.63
interleaved,2,147,0.0,0.0,1532,242,-1.74
interleaved,2,148,26.78,0.0,376,172,-1.64
interleaved,2,149,26.78,0.0,223,310,-1.62
interleaved,2,150,26.78,0.0,934,729,-1.72
interleaved,2,151,0.0,0.0,475,209,-1.73
interleaved,2,152,0.0,0.0,541,258,-1.7
interleaved,2,153,0.0,0.0,558,142,-1.61
interleaved,2,154,26.78,0.0,483,207,-1.69
interleaved,2,155,26.78,0.0,375,177,-1.73
interleaved,2,156,26.78,0.0,880,466,-1.73
interleaved,2,157,26.78,0.0,417,200,-1.67
interleaved,2,158,0.0,0.0,28,184,-1.68
interleaved,2,159,26.78,0.0,582,205,-1.64
interleaved,2,160,26.78,0.0,2841,175,-1.66
interleaved,2,161,0.0,0.0,349,196,-1.64
interleaved,2,162,0.0,0.0,392,228,-1.65
interleaved,2,163,26.78,0.0,529,266,-1.8
interleaved,2,164,0.0,0.0,536,173,-1.59
interleaved,2,165,26.78,0.0,699,235,-1.62
interleaved,2,166,0.0,0.0,1091,234,-1.72
interleaved,2,167,26.78,0.0,482,275,-1.69
interleaved,2,168,0.0,0.0,692,335,-1.61
interleaved,2,169,26.78,0.0,741,474,-1.66
interleaved,2,170,26.78,0.0,984,283,-1.62
interleaved,2,171,0.0,0.0,1108,292,-1.65
interleaved,2,172,26.78,0.0,586,275,-1.65
interleaved,2,173,0.0,0.0,594,261,-1.62
interleaved,2,174,0.0,0.0,367,226,-1.5
interleaved,2,175,0.0,0.0,1620,241,-1.58
interleaved,2,176,0.0,0.0,464,203,-1.65
interleaved,2,177,26.78,0.0,468,329,-1.55
interleaved,2,178,26.78,0.0,426,233,-1.62
interleaved,2,179,26.78,0.0,414,411,-1.66
interleaved,2,180,26.78,0.0,2273,218,-1.69
interleaved,2,181,0.0,0.0,564,208,-1.59
interleaved,2,182,26.78,0.0,585,199,-1.51
interleaved,2,183,26.78,0.0,396,247,-1.64
interleaved,2,184,0.0,0.0,400,183,-1.61
interleaved,2,185,0.0,0.0,581,226,-1.6
interleaved,2,186,26.78,0.0,407,350,-1.65
interleaved,2,187,0.0,0.0,661,454,-1.74
interleaved,2,188,0.0,0.0,676,316,-1.7
interleaved,2,189,26.78,0.0,137,352,-1.59
interleaved,2,190,26.78,0.0,400,283,-1.62
interleaved,2,191,26.78,0.0,617,255,-1.63
interleaved,2,192,26.78,0.0,501,399,-1.58
interleaved,2,193,0.0,0.0,452,266,-1.64
interleaved,2,194,0.0,0.0,380,620,-1.58
interleaved,2,195,0.0,0.0,432,267,-1.66
interleaved,2,196,0.0,0.0,545,300,-1.68
interleaved,2,197,26.78,0.0,492,183,-1.58
interleaved,2,198,26.78,0.0,425,250,-1.61
interleaved,2,199,26.78,0.0,396,192,-1.62
interleaved,2,200,0.0,0.0,442,308,-1.72
interleaved,2,201,26.78,0.0,486,306,-1.56
interleaved,2,202,0.0,0.0,500,375,-1.64
interleaved,2,203,26.78,0.0,1574,276,-1.61
interleaved,2,204,0.0,0.0,442,232,-1.6
interleaved,2,205,26.78,0.0,585,324,-1.62
interleaved,2,206,0.0,0.0,514,286,-1.6
interleaved,2,207,26.78,0.0,340,192,-1.52
interleaved,2,208,26.78,0.0,391,223,-1.54
interleaved,2,209,26.78,0.0,375,225,-1.62
interleaved,2,210,26.78,0.0,364,383,-1.55
interleaved,2,211,26.78,0.0,441,388,-1.58
interleaved,2,212,26.78,0.0,369,200,-1.69
interleaved,2,213,26.78,0.0,526,224,-1.62
interleaved,2,214,0.0,0.0,450,341,-1.69
interleaved,2,215,0.0,0.0,300,300,-1.64
interleaved,2,216,0.0,0.0,510,258,-1.6
interleaved,2,217,26.78,0.0,437,374,-1.66
interleaved,2,218,26.78,0.0,385,252,-1.65
interleaved,2,219,0.0,0.0,417,225,-1.63
interleaved,2,220,0.0,0.0,428,267,-1.53
interleaved,2,221,26.78,0.0,416,359,-1.57
interleaved,2,222,0.0,0.0,450,226,-1.5
interleaved,2,223,26.78,0.0,284,243,-1.68
interleaved,2,224,0.0,0.0,505,634,-1.61
interleaved,2,225,26.78,0.0,464,250,-1.44
interleaved,2,226,26.78,0.0,598,200,-1.61
interleaved,2,227,26.78,0.0,399,201,-1.69
interleaved,2,228,0.0,0.0,443,182,-1.58
interleaved,2,229,0.0,0.0,475,375,-1.58
interleaved,2,230,26.78,0.26,428,167,-1.92
interleaved,2,231,26.78,0.26,625,233,-1.84
interleaved,2,232,0.0,0.26,334,183,-1.84
interleaved,2,233,0.0,0.26,421,263,-1.75
interleaved,2,234,0.0,0.26,1413,241,-1.84
interleaved,2,235,0.0,0.26,434,199,-1.84
interleaved,2,236,0.0,0.26,433,308,-1.86
interleaved,2,237,26.78,0.26,442,342,-1.91
interleaved,2,238,0.0,0.26,392,300,-1.9
interleaved,2,239,0.0,0.26,383,150,-1.83
interleaved,2,240,0.0,0.26,340,285,-1.94
interleaved,2,241,0.0,0.26,367,216,-1.93
interleaved,2,242,0.0,0.26,709,224,-1.86
interleaved,2,243,26.78,0.26,433,209,-1.87
interleaved,2,244,26.78,0.26,558,201,-1.85
interleaved,2,245,0.0,0.26,525,292,-1.82
interleaved,2,246,0.0,0.26,541,217,-1.74
interleaved,2,247,0.0,0.26,525,341,-1.89
interleaved,2,248,0.0,0.26,408,192,-1.88
interleaved,2,249,26.78,0.26,409,225,-1.96
interleaved,2,250,0.0,0.26,566,333,-1.93
interleaved,2,251,0.0,0.26,582,257,-1.94
interleaved,2,252,0.0,0.26,375,300,-1.98
interleaved,2,253,0.0,0.26,384,308,-1.98
interleaved,2,254,26.78,0.26,409,308,-1.94
interleaved,2,255,26.78,0.26,458,242,-1.88
interleaved,2,256,0.0,0.26,484,292,-1.81
interleaved,2,257,0.0,0.26,584,299,-1.96
interleaved,2,258,26.78,0.26,416,233,-1.84
interleaved,2,259,0.0,0.26,366,510,-1.91
interleaved,2,260,26.78,0.26,392,167,-1.9
interleaved,2,261,0.0,0.26,384,275,-1.92
interleaved,2,262,26.78,0.26,616,599,-1.98
interleaved,2,263,26.78,0.26,451,216,-1.91
interleaved,2,264,0.0,0.26,633,309,-1.83
interleaved,2,265,0.0,0.26,457,193,-2.0
