condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'II', 'resp': 'button'}",107,1,B,42.48156756347231,32.32976612303077,2.1240783781736154,0.5078347787219482,A,Incorrect,0.0,0.0,45,-45,2687,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,2,B,51.58259987977615,30.226357617210724,2.5791299939888073,0.4747945151750355,B,Correct,0.0,0.0,45,-45,1041,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,3,A,51.73961009509434,63.07350066845742,2.5869805047547167,0.9907562316810836,B,Incorrect,0.0,0.0,45,-45,1886,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,4,B,55.18735790054842,47.115858070014184,2.759367895027421,0.7400941679016796,A,Incorrect,0.0,0.0,45,-45,1549,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,5,A,29.926606851991842,39.528141996732344,1.496330342599592,0.6209066025349426,B,Incorrect,0.0,0.0,45,-45,1404,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,6,B,53.502644291605066,35.669411978310286,2.675132214580253,0.5602938131446368,B,Correct,0.0,0.0,45,-45,818,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,7,B,47.72146703317897,37.950029329455106,2.3860733516589483,0.5961176667246666,B,Correct,0.0,0.0,45,-45,956,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,8,A,49.05267620281372,62.30254708268959,2.452633810140686,0.9786461210745491,B,Incorrect,0.0,0.0,45,-45,933,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,9,B,42.36520395148709,20.926102338615298,2.1182601975743545,0.32870644687631007,B,Correct,0.0,0.0,45,-45,950,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,10,A,56.83425943219059,64.83792281669619,2.84171297160953,1.0184717099747738,B,Incorrect,0.0,0.0,45,-45,1305,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,11,B,77.417418093505,54.217734180435635,3.8708709046752507,0.851650176977704,B,Correct,0.0,0.0,45,-45,1590,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,12,B,75.34321450443417,58.16974497133309,3.7671607252217085,0.9137282173156592,B,Correct,0.0,0.0,45,-45,905,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,13,A,42.363171911148726,54.80602475085472,2.1181585955574365,0.8608910236487277,B,Incorrect,0.0,0.0,45,-45,752,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,14,B,50.927973509538425,35.098601559349405,2.546398675476921,0.5513275440506367,B,Correct,0.0,0.0,45,-45,756,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,15,A,28.58652000456689,55.608980929267545,1.4293260002283443,0.8735038298050092,B,Incorrect,0.0,0.0,45,-45,1150,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,16,A,38.98195245194181,70.88315398211301,1.9490976225970906,1.1134299790674016,A,Correct,0.0,0.0,45,-45,614,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,17,A,15.713496860096146,41.60014637279683,0.7856748430048073,0.6534535711651931,A,Correct,0.0,0.0,45,-45,625,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,18,B,68.068344127492,50.64658321223553,3.4034172063745998,0.7955546687449165,B,Correct,0.0,0.0,45,-45,809,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,19,A,34.900905529883374,59.93890458325429,1.7450452764941686,0.9415181115148564,A,Correct,0.0,0.0,45,-45,831,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,20,B,89.02266054618036,65.09458759039312,4.451133027309018,1.0225033908121817,B,Correct,0.0,0.0,45,-45,825,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,21,B,80.91859517937628,66.19542214945571,4.045929758968814,1.0397952596300257,B,Correct,0.0,0.0,45,-45,475,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,22,A,54.54801413471654,75.85771399635037,2.727400706735827,1.1915701850452498,A,Correct,0.0,0.0,45,-45,1003,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,23,A,30.84772392942649,52.73703353695877,1.5423861964713246,0.8283913856591412,A,Correct,0.0,0.0,45,-45,686,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,24,B,82.53968061168072,58.78830121048251,4.126984030584037,0.923444475999379,B,Correct,0.0,0.0,45,-45,485,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,25,A,28.950379258162037,60.2891781939777,1.4475189629081018,0.9470201965258315,A,Correct,0.0,0.0,45,-45,757,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,26,B,62.35501558774821,47.61996744358681,3.1177507793874106,0.7480126994247871,B,Correct,0.0,0.0,45,-45,466,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,27,A,14.050266646504461,41.0587865714342,0.7025133323252232,0.6449499112906446,A,Correct,0.0,0.0,45,-45,575,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,28,B,39.61703817988651,19.1831305016689,1.9808519089943253,0.30132790928448644,A,Incorrect,0.0,0.0,45,-45,655,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,29,A,20.462992448297218,37.531696953093544,1.0231496224148608,0.5895465171229856,A,Correct,0.0,0.0,45,-45,712,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,30,A,46.103945856049805,55.780417084870315,2.30519729280249,0.8761967426400157,A,Correct,0.0,0.0,45,-45,1046,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,31,B,44.49635286111274,28.177075068699807,2.224817643055637,0.4426044601773772,B,Correct,0.0,0.0,45,-45,508,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,32,B,56.130601188185395,46.61437346194283,2.8065300594092695,0.7322168660986531,B,Correct,0.0,0.0,45,-45,437,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,33,A,56.48124584431153,64.28847311106533,2.8240622922155763,1.009840974181139,A,Correct,0.0,0.0,45,-45,595,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,34,B,49.16543502339907,21.884439606811387,2.4582717511699537,0.34375997348344073,A,Incorrect,0.0,0.0,45,-45,672,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,35,B,84.25221386408076,67.59894216518727,4.212610693204038,1.061841700482968,B,Correct,0.0,0.0,45,-45,659,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,36,A,53.90424734014695,81.98038552757424,2.695212367007348,1.2877448845594313,A,Correct,0.0,0.0,45,-45,697,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,37,B,53.38249285095127,40.392335969031436,2.6691246425475637,0.6344813297081995,B,Correct,0.0,0.0,45,-45,627,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,38,A,49.10952973107561,61.2944359014779,2.4554764865537804,0.9628107476700672,B,Incorrect,0.0,0.0,45,-45,1031,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,39,B,75.62058122009229,57.29208141344985,3.7810290610046144,0.8999419103868118,B,Correct,0.0,0.0,45,-45,520,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,40,B,62.50946001185007,30.981772689000117,3.1254730005925033,0.4866605473747582,B,Correct,0.0,0.0,45,-45,590,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,41,A,27.032580850146516,57.42763345296053,1.3516290425073259,0.9020711568443411,A,Correct,0.0,0.0,45,-45,620,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,42,A,36.16501187656943,65.59927511455649,1.8082505938284714,1.030431003903532,A,Correct,0.0,0.0,45,-45,573,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,43,B,39.03688204087771,28.6369346298374,1.9518441020438855,0.44982791727214155,B,Correct,0.0,0.0,45,-45,700,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,44,A,63.65197019087378,77.52938027776234,3.182598509543689,1.217828657589938,A,Correct,0.0,0.0,45,-45,666,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,45,A,48.987217553016606,65.613344497643,2.44936087765083,1.0306520052562578,A,Correct,0.0,0.0,45,-45,923,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,46,A,57.71611019416574,76.93964262825224,2.885805509708287,1.208565080253707,A,Correct,0.0,0.0,45,-45,942,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,47,B,56.80440198229984,32.35182990472844,2.840220099114992,0.5081813557944072,B,Correct,0.0,0.0,45,-45,588,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,48,B,54.097341454917384,38.245381921706155,2.7048670727458695,0.6007570543948397,B,Correct,0.0,0.0,45,-45,485,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,49,A,41.05218585377788,70.00391896717409,2.052609292688894,1.0996189877488465,A,Correct,0.0,0.0,45,-45,650,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,50,B,43.06437405755162,14.766596040241648,2.153218702877581,0.23195314819275642,B,Correct,0.0,0.0,45,-45,534,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,51,A,43.603309806233966,60.9829440497237,2.1801654903116985,0.9579178451044469,A,Correct,0.0,0.0,45,-45,734,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,52,A,37.957514429080184,52.83237542532236,1.8978757214540094,0.8298890125394532,A,Correct,0.0,0.0,45,-45,570,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,53,B,43.62808056319406,36.20758889329149,2.181404028159703,0.5687474763568198,B,Correct,0.0,0.0,45,-45,501,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,54,A,37.3430899586214,50.196493616488425,1.86715449793107,0.7884846779076349,B,Incorrect,0.0,0.0,45,-45,367,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,55,B,80.3403615579686,52.95786725556944,4.01701807789843,0.8318602335994021,B,Correct,0.0,0.0,45,-45,530,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,56,B,53.19149296204404,33.36678215271276,2.659574648102202,0.5241241884244671,B,Correct,0.0,0.0,45,-45,765,-1,-1
"{'cat': 'II', 'resp': 'button'}",107,57,B,65.94732553088924,42.82904680627425,3.2973662765444622,0.6727570940342229,B,Correct,0.0,0.0,45,-45,680,-1,-1
