condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'II', 'resp': 'button'}",15,0,Left,22.761431427483114,42.02932999507922,1.1380715713741558,0.6601951717392102,Right,Incorrect,0.0,0.0,-45,45,2273,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,1,Left,36.54110240627794,55.806384597352846,1.8270551203138974,0.8766046393722514,Left,Correct,0.0,0.0,-45,45,1777,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,2,Right,49.558314575197215,28.163587561986837,2.4779157287598608,0.4423925989173536,Left,Incorrect,0.0,0.0,-45,45,1948,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,3,Right,57.347584698263844,37.25533596416537,2.8673792349131926,0.5852054488602076,Left,Incorrect,0.0,0.0,-45,45,2343,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,4,Right,42.604857089746005,29.707811571041816,2.1302428544873004,0.46664921292907413,Right,Correct,0.0,0.0,-45,45,2709,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,5,Left,43.24052392114549,62.064628948317576,2.1620261960572744,0.9749089117590545,Right,Incorrect,0.0,0.0,-45,45,850,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,6,Right,34.43328638552333,11.110992190351944,1.7216643192761665,0.17453105719651613,Right,Correct,0.0,0.0,-45,45,849,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,7,Left,49.93620872571833,64.26961749217432,2.4968104362859167,1.0095447908122044,Left,Correct,0.0,0.0,-45,45,2463,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,8,Right,82.8850407943645,68.69508388811283,4.144252039718225,1.079059854403149,Right,Correct,0.0,0.0,-45,45,2040,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,9,Right,46.52103064456936,29.6624082890334,2.3260515322284676,0.4659360198430415,Right,Correct,0.0,0.0,-45,45,1996,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,10,Left,39.204959837282836,50.672857218150995,1.9602479918641418,0.7959673798647385,Right,Incorrect,0.0,0.0,-45,45,1288,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,11,Left,23.75772590688113,47.03746712568078,1.1878862953440565,0.7388628058275505,Right,Incorrect,0.0,0.0,-45,45,2685,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,12,Right,53.58790417487928,33.536691085281795,2.679395208743964,0.526793111696158,Right,Correct,0.0,0.0,-45,45,1527,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,13,Left,41.92684986754613,59.45597565024351,2.0963424933773065,0.933932281574093,Right,Incorrect,0.0,0.0,-45,45,936,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,14,Left,36.06110792534286,46.22395706145343,1.8030553962671432,0.7260842196205606,Left,Correct,0.0,0.0,-45,45,1073,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,15,Right,81.8793996043594,59.415903848207336,4.09396998021797,0.9333028351796285,Right,Correct,0.0,0.0,-45,45,1258,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,16,Right,84.02109679781236,65.50690570924776,4.201054839890618,1.0289800686778603,Right,Correct,0.0,0.0,-45,45,1007,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,17,Right,38.8499235748628,28.929091216966036,1.94249617874314,0.45441710221124754,Left,Incorrect,0.0,0.0,-45,45,864,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,18,Right,50.841301479619304,42.87836094015109,2.542065073980965,0.6735317186377511,Right,Correct,0.0,0.0,-45,45,1348,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,19,Right,81.54546234531844,57.49844193836741,4.077273117265922,0.9031834139321715,Right,Correct,0.0,0.0,-45,45,661,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,20,Left,51.62499659917849,67.58146664275861,2.5812498299589244,1.0615671956185706,Right,Incorrect,0.0,0.0,-45,45,910,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,21,Right,42.32147013660371,26.687856731759965,2.116073506830185,0.41921187324277004,Right,Correct,0.0,0.0,-45,45,1697,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,22,Left,52.384362637785884,79.25541856795316,2.619218131889294,1.2449412036513285,Right,Incorrect,0.0,0.0,-45,45,2510,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,23,Right,60.828548376024706,36.21744235662721,3.0414274188012356,0.5689022541969593,Right,Correct,0.0,0.0,-45,45,923,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,24,Left,11.459216152031068,35.146978678677606,0.5729608076015534,0.5520874500640532,Left,Correct,0.0,0.0,-45,45,1043,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,25,Right,60.50567799728556,36.111568180280116,3.0252838998642777,0.5672391865238747,Right,Correct,0.0,0.0,-45,45,761,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,26,Right,89.6959672528058,66.06482238530215,4.48479836264029,1.0377438033318986,Right,Correct,0.0,0.0,-45,45,799,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,27,Right,36.61755304388967,19.346513807028987,1.8308776521944836,0.3038943282436788,Left,Incorrect,0.0,0.0,-45,45,695,-1,-1
"{'cat': 'II', 'resp': 'button'}",15,28,Right,82.01201218995922,61.7287087640819,4.1006006094979615,0.969632289844118,Right,Correct,0.0,0.0,-45,45,531,-1,-1
