condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'RB', 'resp': 'button'}",13,0,Right,61.51073512023555,71.87817287016848,3.0755367560117777,1.1290596992118922,Left,Incorrect,0.0,0.0,-45,45,792,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,1,Left,35.564186275728176,50.75127388708533,1.7782093137864086,0.7971991460199539,Right,Incorrect,0.0,0.0,-45,45,1382,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,2,Right,62.579575635617594,83.45489396779647,3.1289787817808796,1.3109064089767226,Left,Incorrect,0.0,0.0,-45,45,847,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,3,Left,32.59395673723455,45.10725975463245,1.6296978368617274,0.7085431793435992,Left,Correct,0.0,0.0,-45,45,888,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,4,Left,43.875763838522644,59.57579053418973,2.193788191926132,0.9358143293700739,Right,Incorrect,0.0,0.0,-45,45,954,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,5,Left,38.481183821766436,20.423482582309568,1.9240591910883216,0.3208113142065142,Left,Correct,0.0,0.0,-45,45,824,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,6,Right,52.944860441312485,59.79205941071858,2.647243022065624,0.9392114729385899,Left,Incorrect,0.0,0.0,-45,45,1327,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,7,Right,52.26197037000755,58.8609521489199,2.6130985185003777,0.9245856742717355,Left,Incorrect,0.0,0.0,-45,45,1076,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,8,Left,40.33247118977507,20.184894116064594,2.0166235594887536,0.31706357534258184,Right,Incorrect,0.0,0.0,-45,45,946,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,9,Left,45.41830039429875,44.323338197324105,2.2709150197149373,0.6962293683164463,Left,Correct,0.0,0.0,-45,45,661,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,10,Left,34.707941000671774,72.06038077304441,1.7353970500335887,1.1319218142573975,Left,Correct,0.0,0.0,-45,45,1083,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,11,Left,42.87194177665436,22.88600566049031,2.143597088832718,0.35949253626505384,Left,Correct,0.0,0.0,-45,45,796,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,12,Left,33.93303824192235,32.55886370199411,1.6966519120961174,0.5114334350770804,Left,Correct,0.0,0.0,-45,45,1135,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,13,Right,67.24351156156992,55.63546393433531,3.362175578078496,0.8739198238758384,Right,Correct,0.0,0.0,-45,45,1181,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,14,Left,41.16840769247244,58.838654584674586,2.058420384623622,0.9242354249516053,Left,Correct,0.0,0.0,-45,45,993,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,15,Right,55.062141285048156,64.21532522151588,2.753107064252408,1.0086919698189682,Left,Incorrect,0.0,0.0,-45,45,729,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,16,Right,53.81465653652966,56.171799198530046,2.690732826826483,0.882344558505115,Left,Incorrect,0.0,0.0,-45,45,950,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,17,Right,61.10560876232434,72.70421703639096,3.055280438116217,1.1420351706326186,Right,Correct,0.0,0.0,-45,45,1148,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,18,Right,57.77874700827154,54.48030690075685,2.8889373504135767,0.8557746596236753,Left,Incorrect,0.0,0.0,-45,45,731,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,19,Left,39.767309512255764,90.36949640335277,1.9883654756127882,1.4195207300469113,Left,Correct,0.0,0.0,-45,45,1179,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,20,Right,51.87916747008095,31.570860166684252,2.5939583735040475,0.49591391183582934,Left,Incorrect,0.0,0.0,-45,45,844,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,21,Right,54.37163566054805,20.047383944700208,2.718581783027403,0.3149035706218207,Left,Incorrect,0.0,0.0,-45,45,641,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,22,Right,65.37256422908175,23.192133982344963,3.268628211454087,0.36430118870002565,Left,Incorrect,0.0,0.0,-45,45,1091,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,23,Right,53.1581914638198,34.80641609663794,2.65790957319099,0.5467379055349364,Right,Correct,0.0,0.0,-45,45,1003,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,24,Left,47.79404406791985,34.72991474357768,2.3897022033959927,0.5455362250911174,Right,Incorrect,0.0,0.0,-45,45,641,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,25,Left,46.72487402077735,29.985253602934645,2.3362437010388675,0.47100726217503175,Left,Correct,0.0,0.0,-45,45,745,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,26,Left,45.65166838418598,75.11257088179693,2.282583419209299,1.1798655043724793,Left,Correct,0.0,0.0,-45,45,858,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,27,Right,51.02168475471424,47.26175835193141,2.551084237735712,0.7423859641708188,Right,Correct,0.0,0.0,-45,45,670,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,28,Right,67.66356746970598,46.80841709279178,3.383178373485299,0.7352648963244078,Left,Incorrect,0.0,0.0,-45,45,568,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,29,Right,59.998103652350736,69.67670816717359,2.9999051826175367,1.0944791725215626,Left,Incorrect,0.0,0.0,-45,45,630,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,30,Left,47.40316953620001,47.860643340264524,2.3701584768100004,0.7517932275692815,Right,Incorrect,0.0,0.0,-45,45,1066,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,31,Right,55.76639747629866,23.859555241755007,2.788319873814933,0.3747850173270868,Left,Incorrect,0.0,0.0,-45,45,839,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,32,Right,66.33606654935514,80.65456269354893,3.3168033274677566,1.2669189081827534,Left,Incorrect,0.0,0.0,-45,45,881,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,33,Left,45.62176005546843,39.92719935855709,2.2810880027734215,0.6271749809162902,Left,Correct,0.0,0.0,-45,45,1227,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,34,Left,34.94922888078776,56.990163485762096,1.7474614440393879,0.8951993946687573,Left,Correct,0.0,0.0,-45,45,918,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,35,Left,45.27120163486593,25.03627851177942,2.2635600817432966,0.39326894322917116,Right,Incorrect,0.0,0.0,-45,45,942,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,36,Right,53.3459815253547,61.54324659877284,2.667299076267735,0.966719056963849,Left,Incorrect,0.0,0.0,-45,45,839,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,37,Right,68.32755125908452,49.08787151684302,3.416377562954226,0.7710704826883685,Left,Incorrect,0.0,0.0,-45,45,1297,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,38,Right,53.72571182720181,62.81429733224433,2.686285591360091,0.9866846751969187,Left,Incorrect,0.0,0.0,-45,45,1461,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,39,Right,53.195086758328145,40.772376225258114,2.6597543379164073,0.6404509880933502,Left,Incorrect,0.0,0.0,-45,45,1113,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,40,Right,61.91683398951516,57.01988783128951,3.095841699475758,0.8956663035964658,Right,Correct,0.0,0.0,-45,45,1375,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,41,Left,42.08608951095628,75.67668602496241,2.104304475547814,1.1887266043202163,Right,Incorrect,0.0,0.0,-45,45,1147,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,42,Left,46.17574889881457,54.364070273735464,2.3087874449407284,0.8539488189560329,Left,Correct,0.0,0.0,-45,45,696,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,43,Left,43.89253935900024,24.51088191477632,2.194626967950012,0.3850160327823411,Right,Incorrect,0.0,0.0,-45,45,653,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,44,Right,56.9814700680224,20.549335697809926,2.8490735034011205,0.32278821032195076,Left,Incorrect,0.0,0.0,-45,45,708,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,45,Left,33.98281287463353,71.85735184605463,1.6991406437316767,1.128732643329911,Left,Correct,0.0,0.0,-45,45,744,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,46,Right,64.60220628507362,53.416169052198015,3.230110314253681,0.8390592213864788,Left,Incorrect,0.0,0.0,-45,45,751,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,47,Right,59.7837077746514,54.50357163378685,2.9891853887325697,0.856140101195549,Right,Correct,0.0,0.0,-45,45,1757,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,48,Left,47.394647565547416,29.138602308384158,2.3697323782773707,0.45770809473947127,Left,Correct,0.0,0.0,-45,45,905,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,49,Right,61.82265170552724,47.1662356470888,3.091132585276362,0.7408854970318959,Left,Incorrect,0.0,0.0,-45,45,798,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,50,Right,55.39420871097362,63.89465166475561,2.769710435548681,1.0036548413683752,Right,Correct,0.0,0.0,-45,45,1332,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,51,Left,44.877542834354045,81.88635911127335,2.2438771417177024,1.28626792106596,Left,Correct,0.0,0.0,-45,45,964,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,52,Left,35.62999650893069,35.81279040305904,1.7814998254465342,0.5625459961740067,Left,Correct,0.0,0.0,-45,45,1157,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,53,Left,39.255935235048184,14.372618800055221,1.9627967617524091,0.22576456817550014,Left,Correct,0.0,0.0,-45,45,1180,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,54,Left,31.22522820843067,55.19213831662382,1.5612614104215337,0.8669560813570857,Left,Correct,0.0,0.0,-45,45,977,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,55,Right,53.74667353236445,60.71956354037383,2.687333676618222,0.9537806737380853,Left,Incorrect,0.0,0.0,-45,45,941,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,56,Right,56.67999937232015,46.058361473189315,2.8339999686160073,0.7234830502027735,Left,Incorrect,0.0,0.0,-45,45,1286,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,57,Left,35.20282216410909,26.710455798254976,1.7601411082054543,0.4195668585491637,Right,Incorrect,0.0,0.0,-45,45,775,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,58,Right,64.64466583436945,82.23610756042984,3.2322332917184724,1.2917617568583322,Left,Incorrect,0.0,0.0,-45,45,553,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,59,Right,62.727732646867004,71.48454340410105,3.13638663234335,1.122876582017723,Left,Incorrect,0.0,0.0,-45,45,646,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,60,Left,40.69634076604842,88.77822430172478,2.034817038302421,1.3945250863252268,Left,Correct,0.0,0.0,-45,45,747,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,61,Left,43.85512178098887,70.13105300464173,2.1927560890494435,1.1016160045394943,Left,Correct,0.0,0.0,-45,45,591,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,62,Right,50.97961042907307,49.26603002786136,2.5489805214536534,0.7738689900353172,Right,Correct,0.0,0.0,-45,45,965,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,63,Right,55.09344985035727,42.54937147650654,2.754672492517863,0.6683639642272803,Left,Incorrect,0.0,0.0,-45,45,828,-1,-1
"{'cat': 'RB', 'resp': 'button'}",13,64,Left,34.677337927848754,65.28230021753981,1.7338668963924377,1.0254519738643322,Right,Incorrect,0.0,0.0,-45,45,1150,-1,-1
