condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'RB', 'resp': 'button'}",17,0,Left,46.98364639648442,40.48089601252121,2.3491823198242208,0.6358724276183448,Right,Incorrect,0.0,0.0,-45,45,1600,-1,-1
"{'cat': 'RB', 'resp': 'button'}",17,1,Left,42.74462366776235,56.14539733256804,2.1372311833881175,0.8819298389643786,Left,Correct,0.0,0.0,-45,45,1149,-1,-1
"{'cat': 'RB', 'resp': 'button'}",17,2,Left,42.97317216591685,34.12717634609608,2.1486586082958423,0.5360684324832939,Right,Incorrect,0.0,0.0,-45,45,1491,-1,-1
"{'cat': 'RB', 'resp': 'button'}",17,3,Right,54.25563446773559,28.823371021926352,2.7127817233867795,0.4527564532708839,Left,Incorrect,0.0,0.0,-45,45,281,-1,-1
"{'cat': 'RB', 'resp': 'button'}",17,4,Left,40.20504939816743,55.33553965380977,2.0102524699083717,0.8692086242941772,Left,Correct,0.0,0.0,-45,45,470,-1,-1
"{'cat': 'RB', 'resp': 'button'}",17,5,Left,38.62536346410414,49.28826145081196,1.931268173205207,0.7742182004104194,Left,Correct,0.0,0.0,-45,45,1351,-1,-1
"{'cat': 'RB', 'resp': 'button'}",17,6,Left,38.44959103149928,79.36302033163714,1.922479551574964,1.2466314082028433,Left,Correct,0.0,0.0,-45,45,1704,-1,-1
"{'cat': 'RB', 'resp': 'button'}",17,7,Left,36.12627959551526,85.6193779681293,1.8063139797757628,1.344906044148014,Left,Correct,0.0,0.0,-45,45,986,-1,-1
"{'cat': 'RB', 'resp': 'button'}",17,8,Left,44.639664567756526,56.38482502397588,2.2319832283878265,0.8856907603463428,Left,Correct,0.0,0.0,-45,45,1402,-1,-1
"{'cat': 'RB', 'resp': 'button'}",17,9,Left,45.43500780974813,37.776795174427406,2.2717503904874063,0.5933965109807373,Left,Correct,0.0,0.0,-45,45,937,-1,-1
"{'cat': 'RB', 'resp': 'button'}",17,10,Left,44.723732583664365,70.34557771327985,2.2361866291832184,1.104985750782849,Left,Correct,0.0,0.0,-45,45,1199,-1,-1
"{'cat': 'RB', 'resp': 'button'}",17,11,Right,54.012105334007494,25.467922800215426,2.7006052667003746,0.40004919585674387,Right,Correct,0.0,0.0,-45,45,2324,-1,-1
"{'cat': 'RB', 'resp': 'button'}",17,12,Left,38.46716216764119,56.47955265822903,1.9233581083820597,0.8871787385456511,Left,Correct,0.0,0.0,-45,45,1082,-1,-1
"{'cat': 'RB', 'resp': 'button'}",17,13,Right,56.792773644818496,14.42828243218834,2.839638682240925,0.22663893046440778,Right,Correct,0.0,0.0,-45,45,991,-1,-1
"{'cat': 'RB', 'resp': 'button'}",17,14,Right,64.0317160571582,17.907263446489203,3.20158580285791,0.2812866364469376,Right,Correct,0.0,0.0,-45,45,1064,-1,-1
