condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'RB', 'resp': 'reach'}",14,0,Right,64.16257388351448,85.97098512592915,3.2081286941757243,1.350429076467482,Left,Incorrect,0.0,0.0,-45,45,2009,2929,-2.43
"{'cat': 'RB', 'resp': 'reach'}",14,1,Left,41.77006486851548,69.20954825849088,2.088503243425774,1.087141041835716,Left,Correct,0.0,0.0,-45,45,2004,1329,-2.38
"{'cat': 'RB', 'resp': 'reach'}",14,2,Left,42.92055448562699,56.25018875000183,2.1460277242813492,0.8835758987002249,Left,Correct,0.0,0.0,-45,45,2005,937,-2.39
"{'cat': 'RB', 'resp': 'reach'}",14,3,Left,42.05377562416249,81.18532424533828,2.1026887812081245,1.2752560911423,Right,Incorrect,0.0,0.0,-45,45,2004,866,-0.18
"{'cat': 'RB', 'resp': 'reach'}",14,4,Right,58.85471222680002,25.40060328450108,2.9427356113400007,0.3989917433766868,Left,Incorrect,0.0,0.0,-45,45,2009,812,-2.14
"{'cat': 'RB', 'resp': 'reach'}",14,5,Left,38.1180559220306,20.380900639663007,1.90590279610153,0.3201424386155441,Right,Incorrect,0.0,0.0,-45,45,2013,587,-0.19
"{'cat': 'RB', 'resp': 'reach'}",14,6,Left,41.7529110691905,12.683329267405831,2.087645553459525,0.19922927024771286,Left,Correct,0.0,0.0,-45,45,2017,745,-2.08
"{'cat': 'RB', 'resp': 'reach'}",14,7,Left,43.84260063194462,33.7326490685558,2.1921300315972307,0.5298712124994874,Left,Correct,0.0,0.0,-45,45,2004,717,-2.22
"{'cat': 'RB', 'resp': 'reach'}",14,8,Right,56.79332477667144,12.467409646004093,2.8396662388335723,0.19583761276590492,Left,Incorrect,0.0,0.0,-45,45,2009,641,-2.0
"{'cat': 'RB', 'resp': 'reach'}",14,9,Left,33.32478999707234,71.86531824126143,1.666239499853617,1.1288577791731973,Right,Incorrect,0.0,0.0,-45,45,2013,566,-0.18
