condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'II', 'resp': 'button'}",11,0,Left,28.96836522923072,57.05489308182636,1.4484182614615362,0.896216164786084,Right,Incorrect,0.0,0.0,-45,45,7684,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,1,Right,57.35714814128659,25.00851660943946,2.8678574070643292,0.3928328602869667,Left,Incorrect,0.0,0.0,-45,45,10738,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,2,Right,75.67796686817586,53.652045037831726,3.783898343408793,0.8427643527046043,Left,Incorrect,0.0,0.0,-45,45,3230,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,3,Right,65.78190771568674,40.24485152037774,3.2890953857843375,0.6321646494061537,Right,Correct,0.0,0.0,-45,45,2759,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,4,Left,31.605594086918614,41.89754467619663,1.5802797043459307,0.6581250927909474,Left,Correct,0.0,0.0,-45,45,4294,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,5,Right,49.835248479464134,32.08684943584051,2.491762423973207,0.5040190523223917,Left,Incorrect,0.0,0.0,-45,45,4948,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,6,Left,22.20323379150284,53.30512678550148,1.110161689575142,0.8373149735400196,Right,Incorrect,0.0,0.0,-45,45,4596,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,7,Right,59.01478454816764,41.594707247997846,2.9507392274083823,0.6533681335926407,Left,Incorrect,0.0,0.0,-45,45,5121,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,8,Right,79.2556819395524,63.33282625554106,3.9627840969776202,0.9948297084774329,Right,Correct,0.0,0.0,-45,45,5469,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,9,Right,42.38063153381022,24.346773113036782,2.119031576690511,0.38243821775266923,Left,Incorrect,0.0,0.0,-45,45,3248,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,10,Left,22.101247548922945,42.031132670707265,1.1050623774461472,0.6602234881017595,Right,Incorrect,0.0,0.0,-45,45,2014,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,11,Left,21.366977937529793,33.38565592504261,1.0683488968764896,0.5244206569469521,Left,Correct,0.0,0.0,-45,45,2947,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,12,Left,31.217470597755064,58.04846940094136,1.5608735298877532,0.9118232251106463,Right,Incorrect,0.0,0.0,-45,45,2758,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,13,Right,51.290170489917045,29.293930838397404,2.564508524495852,0.4601479895833839,Right,Correct,0.0,0.0,-45,45,2151,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,14,Left,20.1516902304015,34.723388444662675,1.007584511520075,0.5454337102274849,Left,Correct,0.0,0.0,-45,45,2692,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,15,Left,28.044689056522074,48.27083468574834,1.402234452826104,0.7582364981569717,Left,Correct,0.0,0.0,-45,45,2900,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,16,Right,87.57665091941408,67.42471512645199,4.378832545970704,1.0591049485582307,Right,Correct,0.0,0.0,-45,45,1751,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,17,Left,32.69204197344977,52.976201462886834,1.6346020986724883,0.8321482266544906,Right,Incorrect,0.0,0.0,-45,45,3851,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,18,Left,62.03552806137326,76.00251004208906,3.101776403068663,1.1938446360130572,Right,Incorrect,0.0,0.0,-45,45,1594,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,19,Left,60.53593202630253,71.1552431531217,3.0267966013151266,1.1177039457712128,Right,Incorrect,0.0,0.0,-45,45,1813,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,20,Right,55.0694722055414,41.775049943245165,2.75347361027707,0.6562009500252286,Left,Incorrect,0.0,0.0,-45,45,1250,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,21,Right,55.676504129755536,24.345202737243717,2.783825206487777,0.38241355034739494,Left,Incorrect,0.0,0.0,-45,45,1722,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,22,Left,53.55964830158037,79.89703835552709,2.6779824150790184,1.255019743706529,Right,Incorrect,0.0,0.0,-45,45,2638,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,23,Right,70.0138667827466,48.82435914311726,3.5006933391373303,0.7669312400012341,Right,Correct,0.0,0.0,-45,45,5000,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,24,Right,49.804369397871916,33.30519960669523,2.4902184698935956,0.523156852053677,Left,Incorrect,0.0,0.0,-45,45,2542,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,25,Right,55.72527667600312,32.506281595751915,2.7862638338001555,0.5106074772836765,Right,Correct,0.0,0.0,-45,45,1938,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,26,Left,11.219352882116308,31.685563017697998,0.5609676441058155,0.4977156600062823,Right,Incorrect,0.0,0.0,-45,45,3667,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,27,Left,63.980946303826144,78.61828228671142,3.1990473151913075,1.2349330903489057,Right,Incorrect,0.0,0.0,-45,45,3442,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,28,Left,50.15971411651164,63.645041362884726,2.5079857058255817,0.9997339719152859,Left,Correct,0.0,0.0,-45,45,2265,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,29,Left,37.603287535168626,66.26437176005874,1.8801643767584313,1.0408783175807175,Left,Correct,0.0,0.0,-45,45,5173,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,30,Right,46.585298316905714,31.72748457813324,2.3292649158452856,0.4983741623377342,Right,Correct,0.0,0.0,-45,45,2222,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,31,Right,67.42443172799787,40.16087451451954,3.3712215863998938,0.6308455416827807,Right,Correct,0.0,0.0,-45,45,2065,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,32,Right,80.79678354260996,58.836561425586126,4.039839177130498,0.9242025456855298,Left,Incorrect,0.0,0.0,-45,45,1746,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,33,Right,55.76949023628582,41.61298683498279,2.7884745118142913,0.6536552686735535,Left,Incorrect,0.0,0.0,-45,45,1992,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,34,Left,27.99102906064319,40.18857719363082,1.3995514530321593,0.6312806943486844,Right,Incorrect,0.0,0.0,-45,45,1460,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,35,Left,39.09292896046466,47.36796385078231,1.954646448023233,0.744054236245623,Left,Correct,0.0,0.0,-45,45,1049,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,36,Right,53.953949519641114,46.35822269153565,2.697697475982056,0.7281932592060403,Left,Incorrect,0.0,0.0,-45,45,1540,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,37,Left,60.71589195990345,77.81499632354922,3.0357945979951726,1.222315103945895,Right,Incorrect,0.0,0.0,-45,45,1455,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,38,Left,35.822164463220425,47.5339243219737,1.7911082231610211,0.7466611372310287,Left,Correct,0.0,0.0,-45,45,2679,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,39,Right,41.16404522279824,25.76165416490034,2.0582022611399116,0.40466311734385896,Left,Incorrect,0.0,0.0,-45,45,2519,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,40,Left,31.029553309262084,58.98460240606802,1.5514776654631044,0.9265279679690905,107,Incorrect,0.0,0.0,-45,45,2200,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,41,Right,84.48952111413146,61.66851665802428,4.224476055706573,0.9686867944531443,Left,Incorrect,0.0,0.0,-45,45,1659,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,42,Left,68.31781222251999,86.78369666825988,3.4158906111259997,1.3631951195218512,Right,Incorrect,0.0,0.0,-45,45,1186,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,43,Right,57.635808481406585,30.090001882332118,2.881790424070329,0.4726526443001881,Right,Correct,0.0,0.0,-45,45,1297,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,44,Left,63.577436684777055,80.69946931821104,3.178871834238853,1.2676242997934337,Left,Correct,0.0,0.0,-45,45,1637,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,45,Right,52.492705374051866,22.347061481531934,2.624635268702593,0.35102682089850085,Right,Correct,0.0,0.0,-45,45,2416,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,46,Right,84.44101892352154,56.26895026806301,4.222050946176077,0.883870603936781,Left,Incorrect,0.0,0.0,-45,45,2010,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,47,Right,39.84716627019587,15.273219648683359,1.9923583135097938,0.2399111732248346,Left,Incorrect,0.0,0.0,-45,45,1786,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,48,Left,51.37544087056517,63.72972940482116,2.5687720435282584,1.0010642485672578,Right,Incorrect,0.0,0.0,-45,45,1937,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,49,Right,53.877491664489476,38.2549862700949,2.693874583224474,0.6009079191465427,Left,Incorrect,0.0,0.0,-45,45,1253,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,50,Left,29.180769194452836,39.623714390022336,1.4590384597226418,0.6224078501781717,Left,Correct,0.0,0.0,-45,45,644,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,51,Right,77.85985568662876,49.59260971770287,3.892992784331438,0.7789988918074056,Right,Correct,0.0,0.0,-45,45,741,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,52,Left,24.25527700902927,55.234574776081104,1.2127638504514635,0.8676226717034623,Left,Correct,0.0,0.0,-45,45,928,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,53,Right,82.95467949555706,56.99213114275234,4.147733974777853,0.895230302552484,Right,Correct,0.0,0.0,-45,45,746,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,54,Left,45.192904268402266,76.48518718934766,2.259645213420113,1.2014265109124738,Left,Correct,0.0,0.0,-45,45,638,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,55,Right,66.85572354393476,57.00755422294269,3.3427861771967375,0.8954725677295927,Right,Correct,0.0,0.0,-45,45,468,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,56,Right,71.15837624810848,57.51651740335776,3.557918812405424,0.9034673426722912,Left,Incorrect,0.0,0.0,-45,45,565,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,57,Left,62.491307680974565,72.1715398943837,3.1245653840487284,1.1336678976522925,Left,Correct,0.0,0.0,-45,45,1000,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,58,Right,40.30754604911907,19.223698183787448,2.0153773024559536,0.3019651449450705,Left,Incorrect,0.0,0.0,-45,45,1144,-1,-1
"{'cat': 'II', 'resp': 'button'}",11,59,Right,43.30806031715558,24.124405176019238,2.165403015857779,0.3789452703660281,Right,Correct,0.0,0.0,-45,45,528,-1,-1
