condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'II', 'resp': 'reach'}",12,0,Left,22.549320204896418,37.00220757135182,1.1274660102448208,0.5812293173638174,Right,Incorrect,0.0,0.0,-45,45,2004,2059,-0.76
"{'cat': 'II', 'resp': 'reach'}",12,1,Right,63.726522376011935,50.934817010023025,3.186326118800597,0.8000822346531438,Left,Incorrect,0.0,0.0,-45,45,2004,3721,-2.56
"{'cat': 'II', 'resp': 'reach'}",12,2,Right,39.04603902484838,27.55608864844578,1.9523019512424191,0.4328500282981318,Right,Correct,0.0,0.0,-45,45,2004,1625,-0.53
"{'cat': 'II', 'resp': 'reach'}",12,3,Right,36.38281453747334,19.934959171255098,1.8191407268736668,0.3131376064101374,Left,Incorrect,0.0,0.0,-45,45,2012,2129,-2.52
"{'cat': 'II', 'resp': 'reach'}",12,4,Left,32.96988602380816,50.995991844963655,1.6484943011904079,0.8010431667133141,Left,Correct,0.0,0.0,-45,45,2004,7341,-2.56
"{'cat': 'II', 'resp': 'reach'}",12,5,Left,59.17781608574469,84.65395436480523,2.9588908042872344,1.3297412056489886,Left,Correct,0.0,0.0,-45,45,2004,4396,-2.49
"{'cat': 'II', 'resp': 'reach'}",12,6,Right,71.59570985690034,49.685703919594545,3.579785492845017,0.7804612121111789,Left,Incorrect,0.0,0.0,-45,45,2005,6770,-2.38
"{'cat': 'II', 'resp': 'reach'}",12,7,Left,26.517924344064713,57.508170179698595,1.3258962172032358,0.9033362247896635,Right,Incorrect,0.0,0.0,-45,45,2004,3858,-0.6
"{'cat': 'II', 'resp': 'reach'}",12,8,Left,15.287689805170338,30.496092730581594,0.764384490258517,0.4790315044279412,Left,Correct,0.0,0.0,-45,45,2012,7779,-2.45
"{'cat': 'II', 'resp': 'reach'}",12,9,Right,45.68058584933736,37.002197017989374,2.2840292924668684,0.5812291515919878,Left,Incorrect,0.0,0.0,-45,45,2004,6812,-2.51
"{'cat': 'II', 'resp': 'reach'}",12,10,Left,22.172899319914805,53.22680654117686,1.1086449659957403,0.836084722019032,Right,Incorrect,0.0,0.0,-45,45,2008,14112,-0.57
"{'cat': 'II', 'resp': 'reach'}",12,11,Right,70.73433279561333,37.49544481620974,3.5367166397806664,0.5889770698884301,Left,Incorrect,0.0,0.0,-45,45,2005,8241,-2.57
"{'cat': 'II', 'resp': 'reach'}",12,12,Left,56.6730737124315,64.40887686758595,2.8336536856215755,1.0117322719658879,Left,Correct,0.0,0.0,-45,45,2008,3930,-2.47
"{'cat': 'II', 'resp': 'reach'}",12,13,Right,80.72889777313713,53.74414475423684,4.036444888656857,0.8442110516668845,Right,Correct,0.0,0.0,-45,45,2004,4133,-0.63
"{'cat': 'II', 'resp': 'reach'}",12,14,Right,80.25048102216363,48.725871621443346,4.012524051108182,0.765384201628429,Right,Correct,0.0,0.0,-45,45,2012,4896,-0.67
"{'cat': 'II', 'resp': 'reach'}",12,15,Right,84.39540355745453,57.57315745530131,4.219770177872727,0.9043570425277153,Left,Incorrect,0.0,0.0,-45,45,2004,5783,-2.38
"{'cat': 'II', 'resp': 'reach'}",12,16,Right,78.81420947210985,51.58823072576011,3.9407104736054923,0.810346033298716,Right,Correct,0.0,0.0,-45,45,2004,6545,-0.68
"{'cat': 'II', 'resp': 'reach'}",12,17,Right,43.367802617585696,26.111262382763428,2.168390130879285,0.4101547503882256,Left,Incorrect,0.0,0.0,-45,45,2004,2912,-2.35
