condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'II', 'resp': 'button'}",3,0,Left,40.41322256507468,49.22157559346199,2.020661128253734,0.7731707014126744,Right,Incorrect,0.0,0.0,-45,45,4821,-1,-1
"{'cat': 'II', 'resp': 'button'}",3,1,Right,49.51692953296692,36.730300964230565,2.475846476648346,0.5769582183668441,Left,Incorrect,0.0,0.0,-45,45,3706,-1,-1
"{'cat': 'II', 'resp': 'button'}",3,2,Left,41.05675417928265,65.67463445226844,2.0528377089641325,1.0316147456122082,Left,Correct,0.0,0.0,-45,45,3426,-1,-1
"{'cat': 'II', 'resp': 'button'}",3,3,Left,51.37005127003345,68.4177295354422,2.5685025635016725,1.0747031824191933,Right,Incorrect,0.0,0.0,-45,45,1762,-1,-1
"{'cat': 'II', 'resp': 'button'}",3,4,Left,30.73809180793105,40.44377150603663,1.5369045903965526,0.6352892772341444,Right,Incorrect,0.0,0.0,-45,45,1238,-1,-1
"{'cat': 'II', 'resp': 'button'}",3,5,Right,71.17753493117254,42.41515754559897,3.558876746558627,0.6662557367305371,Left,Incorrect,0.0,0.0,-45,45,3384,-1,-1
"{'cat': 'II', 'resp': 'button'}",3,6,Right,69.9701799494849,49.60227694227236,3.4985089974742447,0.7791507442158462,Right,Correct,0.0,0.0,-45,45,1228,-1,-1
"{'cat': 'II', 'resp': 'button'}",3,7,Right,74.66536322565788,61.691405354194444,3.733268161282894,0.9690463292518365,Right,Correct,0.0,0.0,-45,45,874,-1,-1
"{'cat': 'II', 'resp': 'button'}",3,8,Left,54.86811620520079,62.998856320692326,2.7434058102600396,0.9895837210082296,Left,Correct,0.0,0.0,-45,45,793,-1,-1
"{'cat': 'II', 'resp': 'button'}",3,9,Right,47.84413299486327,24.314185980791855,2.392206649743164,0.38192634027635813,Left,Incorrect,0.0,0.0,-45,45,713,-1,-1
"{'cat': 'II', 'resp': 'button'}",3,10,Right,86.89245095171754,60.10997599813481,4.344622547585876,0.9442052950159954,Right,Correct,0.0,0.0,-45,45,705,-1,-1
"{'cat': 'II', 'resp': 'button'}",3,11,Right,70.61049008669308,47.27425040702997,3.530524504334654,0.7425821889134483,Right,Correct,0.0,0.0,-45,45,562,-1,-1
"{'cat': 'II', 'resp': 'button'}",3,12,Right,63.85508464932612,43.50004928146012,3.192754232466306,0.6832971762671454,Right,Correct,0.0,0.0,-45,45,648,-1,-1
"{'cat': 'II', 'resp': 'button'}",3,13,Right,35.814023134617045,17.335330501529178,1.7907011567308524,0.27230273475577566,Left,Incorrect,0.0,0.0,-45,45,655,-1,-1
"{'cat': 'II', 'resp': 'button'}",3,14,Right,86.94722005390513,64.17648890070626,4.347361002695257,1.0080819303182285,Right,Correct,0.0,0.0,-45,45,604,-1,-1
"{'cat': 'II', 'resp': 'button'}",3,15,Right,70.2916269678051,48.02384625746863,3.514581348390255,0.7543568129979457,Right,Correct,0.0,0.0,-45,45,590,-1,-1
"{'cat': 'II', 'resp': 'button'}",3,16,Left,36.29935108982873,50.934905070532984,1.8149675544914368,0.8000836179043996,Right,Incorrect,0.0,0.0,-45,45,482,-1,-1
"{'cat': 'II', 'resp': 'button'}",3,17,Right,57.81601518961463,32.98259033697284,2.8908007594807317,0.5180893174949779,Right,Correct,0.0,0.0,-45,45,523,-1,-1
"{'cat': 'II', 'resp': 'button'}",3,18,Left,52.44414658678108,60.9680706892513,2.622207329339054,0.9576842149044755,Right,Incorrect,0.0,0.0,-45,45,1076,-1,-1
