condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'RB', 'resp': 'reach'}",345678,0,Left,32.06275926964874,57.26106680717123,1.6031379634824368,0.8994547340906174,Right,Incorrect,0.0,0.0,-45,45,2009,1309,-0.68
"{'cat': 'RB', 'resp': 'reach'}",345678,1,Left,35.00619921060731,40.70304144248571,1.7503099605303658,0.6393618798723701,Right,Incorrect,0.0,0.0,-45,45,2002,2064,-0.78
"{'cat': 'RB', 'resp': 'reach'}",345678,2,Right,59.31637316286666,32.06240017970681,2.965818658143333,0.503635004305115,Left,Incorrect,0.0,0.0,-45,45,2003,1071,-2.45
"{'cat': 'RB', 'resp': 'reach'}",345678,3,Left,31.87714444442586,49.27864015121634,1.5938572222212928,0.7740670693897812,Left,Correct,0.0,0.0,-45,45,2004,3012,-2.48
"{'cat': 'RB', 'resp': 'reach'}",345678,4,Left,35.43923759705298,62.16121214719789,1.7719618798526489,0.9764260370993674,Left,Correct,0.0,0.0,-45,45,2002,1475,-2.59
"{'cat': 'RB', 'resp': 'reach'}",345678,5,Left,34.61022568705605,28.614295959059888,1.7305112843528025,0.4494723098631332,Left,Correct,0.0,0.0,-45,45,2003,2033,-2.71
"{'cat': 'RB', 'resp': 'reach'}",345678,6,Left,42.08988372590712,51.06095138584155,2.1044941862953563,0.8020635487953269,Right,Incorrect,0.0,0.0,-45,45,2006,3528,-0.78
"{'cat': 'RB', 'resp': 'reach'}",345678,7,Left,42.01302940357328,78.39685416314515,2.100651470178664,1.231454905517436,Left,Correct,0.0,0.0,-45,45,2013,1449,-2.52
"{'cat': 'RB', 'resp': 'reach'}",345678,8,Right,65.36498856833508,60.8153717829329,3.268249428416754,0.9552856260929699,Left,Incorrect,0.0,0.0,-45,45,2003,1175,-2.52
"{'cat': 'RB', 'resp': 'reach'}",345678,9,Left,48.52595231976717,32.56306853702698,2.4262976159883585,0.5114994844713243,Right,Incorrect,0.0,0.0,-45,45,2003,2779,-0.84
"{'cat': 'RB', 'resp': 'reach'}",345678,10,Right,56.66772511230929,63.08028898589026,2.8333862556154643,0.99086286232197,Left,Incorrect,0.0,0.0,-45,45,2002,2509,-2.64
"{'cat': 'RB', 'resp': 'reach'}",345678,11,Right,60.169765736313536,21.00170842108976,3.008488286815677,0.3298940644426524,Right,Correct,0.0,0.0,-45,45,2001,1486,-0.77
