experiment,condition,subject,trial,cat,x,y,xt,yt,resp,rt,fb
1,relearn,1001,0,B,76.38178802834298,52.73071714937444,3.819089401417149,0.8282921680749804,B,1237,Correct
1,relearn,1001,1,A,59.74505299245958,78.39147442708503,2.987252649622979,1.2313704008210122,A,622,Correct
1,relearn,1001,2,B,68.72951266992065,55.05784682504176,3.4364756334960327,0.8648466355401164,B,603,Correct
1,relearn,1001,3,B,74.26367727795068,49.19990042625429,3.7131838638975343,0.7728302286823491,B,496,Correct
1,relearn,1001,4,B,41.08000791039174,24.73155519080486,2.054000395519587,0.38848236049641527,B,507,Correct
1,relearn,1001,5,B,66.36105719019832,34.20065122694677,3.3180528595099164,0.5372225732128136,B,1068,Correct
1,relearn,1001,6,B,64.8090269751566,52.698839422522965,3.24045134875783,0.8277914339125317,B,989,Correct
1,relearn,1001,7,B,33.71215122097476,15.254537302577926,1.685607561048738,0.23961771161845136,A,674,Incorrect
1,relearn,1001,8,A,21.69724151099298,51.95452505840656,1.084862075549649,0.8160997712211843,A,2022,Correct
1,relearn,1001,9,A,59.170567143269174,71.4719549304341,2.9585283571634586,1.1226788427357626,A,1754,Correct
1,relearn,1001,10,A,38.24425073687459,45.50410964686242,1.9122125368437295,0.714776882873637,B,2125,Incorrect
1,relearn,1001,11,A,30.199415406039158,39.950226205111356,1.5099707703019578,0.6275366857761414,B,1247,Incorrect
1,relearn,1001,12,B,49.0375087442618,20.76344394924651,2.45187543721309,0.32615141487088145,B,709,Correct
1,relearn,1001,13,B,75.34677013631553,52.830422715163834,3.767338506815776,0.8298583394400102,A,1140,Incorrect
1,relearn,1001,14,B,62.93167505542199,52.90795697762718,3.1465837527710994,0.8310762447867919,B,516,Correct
1,relearn,1001,15,B,52.67833069981034,25.18024441604688,2.633916534990517,0.3955303543652414,B,728,Correct
1,relearn,1001,16,A,53.65206975453013,74.97809318296663,2.6826034877265066,1.1777531336188942,B,1161,Incorrect
1,relearn,1001,17,B,36.00902091039127,23.17622906973596,1.8004510455195635,0.3640513549169835,B,868,Correct
