condition,subject,trial,su,rotation,rt,mt,ep
blocked,1001,1,26.78,0.0,767,108,-1.48
blocked,1001,2,26.78,0.0,459,100,-1.47
blocked,1001,3,0.0,0.0,319,115,-1.54
blocked,1001,4,26.78,0.0,492,91,-1.54
blocked,1001,5,26.78,0.0,307,100,-1.55
blocked,1001,6,26.78,0.0,250,109,-1.59
blocked,1001,7,0.0,0.0,374,77,-1.59
blocked,1001,8,26.78,0.0,341,83,-1.6
blocked,1001,9,26.78,0.0,276,108,-1.58
blocked,1001,10,0.0,0.0,283,84,-1.59
blocked,1001,11,0.0,0.0,284,66,-1.56
blocked,1001,12,0.0,0.0,276,91,-1.59
blocked,1001,13,26.78,0.0,267,66,-1.56
blocked,1001,14,0.0,0.0,267,75,-1.56
blocked,1001,15,26.78,0.0,284,74,-1.55
blocked,1001,16,26.78,0.0,266,75,-1.56
blocked,1001,17,26.78,0.0,341,83,-1.54
blocked,1001,18,26.78,0.0,224,76,-1.56
blocked,1001,19,0.0,0.0,279,80,-1.58
blocked,1001,20,0.0,0.0,275,75,-1.57
blocked,1001,21,26.78,0.0,342,67,-1.53
blocked,1001,22,26.78,0.0,500,76,-1.62
blocked,1001,23,26.78,0.0,284,66,-1.58
blocked,1001,24,26.78,0.0,284,58,-1.55
blocked,1001,25,0.0,0.0,283,58,-1.58
blocked,1001,26,26.78,0.0,3625,74,-1.58
blocked,1001,27,0.0,0.0,258,83,-1.58
blocked,1001,28,26.78,0.0,298,67,-1.56
blocked,1001,29,26.78,0.0,341,67,-1.57
blocked,1001,30,0.0,0.26,308,67,-1.8
blocked,1001,31,0.0,0.26,326,66,-1.77
blocked,1001,32,0.0,0.26,333,75,-1.74
blocked,1001,33,0.0,0.26,303,80,-1.53
blocked,1001,34,0.0,0.26,275,75,-1.54
blocked,1001,35,0.0,0.26,275,67,-1.54
blocked,1001,36,0.0,0.26,292,67,-1.52
blocked,1001,37,0.0,0.26,316,67,-1.51
blocked,1001,38,0.0,0.26,269,90,-1.61
blocked,1001,39,0.0,0.26,299,75,-1.5
blocked,1001,40,0.0,0.26,225,91,-1.54
blocked,1001,41,0.0,0.26,341,76,-1.57
blocked,1001,42,0.0,0.26,291,75,-1.61
blocked,1001,43,0.0,0.26,257,92,-1.49
blocked,1001,44,0.0,0.26,283,83,-1.58
blocked,1001,45,0.0,0.26,250,83,-1.56
blocked,1001,46,0.0,0.26,374,67,-1.51
blocked,1001,47,0.0,0.26,409,75,-1.55
blocked,1001,48,0.0,0.26,309,82,-1.58
blocked,1001,49,0.0,0.26,408,75,-1.59
blocked,1001,50,0.0,0.26,483,67,-1.62
blocked,1001,51,0.0,0.26,300,74,-1.55
blocked,1001,52,0.0,0.26,366,58,-1.58
blocked,1001,53,0.0,0.26,300,59,-1.59
blocked,1001,54,0.0,0.26,274,67,-1.61
blocked,1001,55,0.0,0.26,259,58,-1.54
blocked,1001,56,0.0,0.26,275,58,-1.58
blocked,1001,57,0.0,0.26,426,52,-1.61
blocked,1001,58,0.0,0.26,316,75,-1.58
blocked,1001,59,0.0,0.26,243,66,-1.53
blocked,1001,60,0.0,0.26,326,57,-1.55
blocked,1001,61,0.0,0.26,258,67,-1.6
blocked,1001,62,0.0,0.26,390,59,-1.63
blocked,1001,63,0.0,0.26,200,101,-1.56
blocked,1001,64,0.0,0.26,241,61,-1.55
blocked,1001,65,0.0,0.26,241,67,-1.57
blocked,1001,66,0.0,0.26,258,66,-1.61
blocked,1001,67,0.0,0.26,341,58,-1.64
blocked,1001,68,0.0,0.26,266,58,-1.6
blocked,1001,69,0.0,0.26,251,58,-1.59
blocked,1001,70,0.0,0.26,250,59,-1.62
blocked,1001,71,0.0,0.26,131,82,-1.61
blocked,1001,72,0.0,0.26,258,59,-1.61
blocked,1001,73,0.0,0.26,291,59,-1.6
blocked,1001,74,0.0,0.26,274,58,-1.6
blocked,1001,75,0.0,0.26,317,50,-1.56
blocked,1001,76,0.0,0.26,271,58,-1.6
blocked,1001,77,0.0,0.26,533,75,-1.5
blocked,1001,78,0.0,0.26,350,74,-1.6
blocked,1001,79,0.0,0.26,250,83,-1.59
blocked,1001,80,0.0,0.26,267,67,-1.6
blocked,1001,81,0.0,0.26,255,59,-1.6
blocked,1001,82,0.0,0.26,359,75,-1.6
blocked,1001,83,0.0,0.26,325,208,-1.62
blocked,1001,84,0.0,0.26,287,48,-1.6
blocked,1001,85,0.0,0.26,266,59,-1.59
blocked,1001,86,0.0,0.26,258,56,-1.61
blocked,1001,87,0.0,0.26,400,66,-1.62
blocked,1001,88,0.0,0.26,309,67,-1.62
blocked,1001,89,0.0,0.26,367,84,-1.59
blocked,1001,90,0.0,0.26,274,59,-1.6
blocked,1001,91,0.0,0.26,283,84,-1.54
blocked,1001,92,0.0,0.26,308,133,-1.56
blocked,1001,93,0.0,0.26,292,63,-1.58
blocked,1001,94,0.0,0.26,384,66,-1.6
blocked,1001,95,0.0,0.26,283,67,-1.59
blocked,1001,96,0.0,0.26,383,67,-1.56
blocked,1001,97,0.0,0.26,277,68,-1.6
blocked,1001,98,0.0,0.26,292,65,-1.59
blocked,1001,99,0.0,0.26,591,66,-1.6
blocked,1001,100,0.0,0.26,317,66,-1.57
blocked,1001,101,0.0,0.26,256,75,-1.59
blocked,1001,102,0.0,0.26,350,75,-1.59
blocked,1001,103,0.0,0.26,2583,78,-1.57
blocked,1001,104,0.0,0.26,241,75,-1.53
blocked,1001,105,0.0,0.26,583,67,-1.6
blocked,1001,106,0.0,0.26,317,83,-1.58
blocked,1001,107,0.0,0.26,300,75,-1.59
blocked,1001,108,0.0,0.26,433,69,-1.58
blocked,1001,109,0.0,0.26,251,65,-1.6
blocked,1001,110,0.0,0.26,342,83,-1.64
blocked,1001,111,0.0,0.26,258,83,-1.59
blocked,1001,112,0.0,0.26,217,91,-1.59
blocked,1001,113,0.0,0.26,259,82,-1.58
blocked,1001,114,0.0,0.26,283,125,-1.58
blocked,1001,115,0.0,0.26,250,67,-1.6
blocked,1001,116,0.0,0.26,874,60,-1.53
blocked,1001,117,0.0,0.26,516,58,-1.52
blocked,1001,118,0.0,0.26,892,59,-1.58
blocked,1001,119,0.0,0.26,642,50,-1.58
blocked,1001,120,0.0,0.26,409,67,-1.58
blocked,1001,121,0.0,0.26,539,68,-1.59
blocked,1001,122,0.0,0.26,6924,83,-1.54
blocked,1001,123,0.0,0.26,283,76,-1.61
blocked,1001,124,0.0,0.26,308,76,-1.59
blocked,1001,125,0.0,0.26,343,66,-1.56
blocked,1001,126,0.0,0.26,308,67,-1.56
blocked,1001,127,0.0,0.26,267,67,-1.58
blocked,1001,128,0.0,0.26,445,57,-1.57
blocked,1001,129,0.0,0.26,402,67,-1.56
blocked,1001,130,0.0,0.0,200,101,-1.31
blocked,1001,131,0.0,0.0,858,59,-1.35
blocked,1001,132,0.0,0.0,42,107,-1.32
blocked,1001,133,0.0,0.0,284,65,-1.33
blocked,1001,134,0.0,0.0,316,91,-1.32
blocked,1001,135,0.0,0.0,384,65,-1.28
blocked,1001,136,0.0,0.0,283,76,-1.34
blocked,1001,137,0.0,0.0,308,67,-1.29
blocked,1001,138,0.0,0.0,267,66,-1.33
blocked,1001,139,0.0,0.0,337,64,-1.33
blocked,1001,140,0.0,0.0,292,58,-1.32
blocked,1001,141,0.0,0.0,388,59,-1.33
